policy,risk_tolerance,uncertainty_aversion,price_of_robustness,price_of_robustness_pct,expected_return_net_point,worst_case_loss,worst_case_pd,point_pd,n_funded,solver_status
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-70034.60891967168,-109.17035253842045,134186.28315186087,208626.6671806741,0.46361481595658993,0.08,236,TerminationCondition.optimal
robust,0.08,0.0,-70034.60891967168,-109.17035253842045,134186.28315186087,208626.6671806741,0.46361481595658993,0.08,236,TerminationCondition.optimal
robust,0.08,0.0,-70034.60891967168,-109.17035253842045,134186.28315186087,208626.6671806741,0.46361481595658993,0.08,236,TerminationCondition.optimal
robust,0.08,0.0,-70034.60891967168,-109.17035253842045,134186.28315186087,208626.6671806741,0.46361481595658993,0.08,236,TerminationCondition.optimal
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-70155.50597807093,-109.35880757072374,134307.18021026012,203223.46352483373,0.45160769672140116,0.08,235,TerminationCondition.optimal
robust,0.08,0.0,-58612.374895307716,-91.36530822602336,122764.04912749691,153515.60215603045,0.3411457825686154,0.06673540913338247,224,TerminationCondition.optimal
robust,0.08,0.0,-50441.5733594975,-78.6286156400908,114593.2475916867,129290.01390254033,0.2873111420053579,0.05865179502720038,194,TerminationCondition.optimal
robust,0.08,0.0,-38835.28510416417,-60.53666653032188,102986.95933635336,106144.89135583339,0.23587753634606054,0.04841230461223904,174,TerminationCondition.optimal
robust,0.08,0.0,-58836.31019849777,-91.71437986891775,122987.98443068696,153591.01157927734,0.3413133590647195,0.06720762916667777,223,TerminationCondition.optimal
robust,0.08,0.0,-50920.0607466146,-79.37448454037518,115071.7349788038,132422.89740691357,0.29427310534840256,0.06052235038162647,200,TerminationCondition.optimal
robust,0.08,0.0,-40490.54543797753,-63.11689589081612,104642.21967016673,117735.15953201652,0.261633687848664,0.05639011645645146,179,TerminationCondition.optimal
robust,0.08,0.5,4.540520462876884,0.00707778949988467,64147.13371172632,36000.000000036,0.08,0.011917018157940723,127,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-56766.807496420864,-88.48842711427206,120918.48172861006,142554.8388759699,0.3167885308351719,0.06753744574551726,202,TerminationCondition.optimal
robust,0.08,0.5,-48942.992972992855,-76.29261988562716,113094.66720518205,124819.82387226487,0.27737738638253345,0.05806917929082963,183,TerminationCondition.optimal
robust,0.08,0.5,-42624.6280069589,-66.4435161146688,106776.30223914809,111321.06168245069,0.24738013707186526,0.05046232875202379,175,TerminationCondition.optimal
robust,0.08,0.5,-37075.651080175914,-57.79373885926524,101227.32531236511,100033.85872742014,0.2222974638384891,0.044425634040377714,172,TerminationCondition.optimal
robust,0.08,0.5,-32099.05990462168,-50.03619981599026,96250.73413681088,90571.75015431929,0.20127055589828605,0.039576481367237994,164,TerminationCondition.optimal
robust,0.08,0.5,-24455.721217799044,-38.12171936293247,88607.39544998824,76229.89967494586,0.16939977705526582,0.03186165850870301,159,TerminationCondition.optimal
robust,0.08,0.5,-15804.500551269535,-24.63614666364077,79956.17478345873,61111.88309292589,0.1358041846508106,0.024195815349189412,150,TerminationCondition.optimal
robust,0.08,0.5,-56766.807496420864,-88.48842711427206,120918.48172861006,142554.8388759699,0.3167885308351719,0.06753744574551726,202,TerminationCondition.optimal
robust,0.08,0.5,-48942.992972992855,-76.29261988562716,113094.66720518205,124819.82387226487,0.27737738638253345,0.05806917929082963,183,TerminationCondition.optimal
robust,0.08,0.5,-42624.6280069589,-66.4435161146688,106776.30223914809,111321.06168245069,0.24738013707186526,0.05046232875202379,175,TerminationCondition.optimal
robust,0.08,0.5,-37075.651080175914,-57.79373885926524,101227.32531236511,100033.85872742014,0.2222974638384891,0.044425634040377714,172,TerminationCondition.optimal
robust,0.08,0.5,-32099.05990462168,-50.03619981599026,96250.73413681088,90571.75015431929,0.20127055589828605,0.039576481367237994,164,TerminationCondition.optimal
robust,0.08,0.5,-24455.721217799044,-38.12171936293247,88607.39544998824,76229.89967494586,0.16939977705526582,0.03186165850870301,159,TerminationCondition.optimal
robust,0.08,0.5,-15804.500551269535,-24.63614666364077,79956.17478345873,61111.88309292589,0.1358041846508106,0.024195815349189412,150,TerminationCondition.optimal
robust,0.08,0.5,-56766.807496420864,-88.48842711427206,120918.48172861006,142554.8388759699,0.3167885308351719,0.06753744574551726,202,TerminationCondition.optimal
robust,0.08,0.5,-48942.992972992855,-76.29261988562716,113094.66720518205,124819.82387226487,0.27737738638253345,0.05806917929082963,183,TerminationCondition.optimal
robust,0.08,0.5,-42624.6280069589,-66.4435161146688,106776.30223914809,111321.06168245069,0.24738013707186526,0.05046232875202379,175,TerminationCondition.optimal
robust,0.08,0.5,-37075.651080175914,-57.79373885926524,101227.32531236511,100033.85872742014,0.2222974638384891,0.044425634040377714,172,TerminationCondition.optimal
robust,0.08,0.5,-32099.05990462168,-50.03619981599026,96250.73413681088,90571.75015431929,0.20127055589828605,0.039576481367237994,164,TerminationCondition.optimal
robust,0.08,0.5,-24455.721217799044,-38.12171936293247,88607.39544998824,76229.89967494586,0.16939977705526582,0.03186165850870301,159,TerminationCondition.optimal
robust,0.08,0.5,-15804.500551269535,-24.63614666364077,79956.17478345873,61111.88309292589,0.1358041846508106,0.024195815349189412,150,TerminationCondition.optimal
robust,0.08,0.5,-56766.807496420864,-88.48842711427206,120918.48172861006,142554.8388759699,0.3167885308351719,0.06753744574551726,202,TerminationCondition.optimal
robust,0.08,0.5,-48942.992972992855,-76.29261988562716,113094.66720518205,124819.82387226487,0.27737738638253345,0.05806917929082963,183,TerminationCondition.optimal
robust,0.08,0.5,-42624.6280069589,-66.4435161146688,106776.30223914809,111321.06168245069,0.24738013707186526,0.05046232875202379,175,TerminationCondition.optimal
robust,0.08,0.5,-37075.651080175914,-57.79373885926524,101227.32531236511,100033.85872742014,0.2222974638384891,0.044425634040377714,172,TerminationCondition.optimal
robust,0.08,0.5,-32099.05990462168,-50.03619981599026,96250.73413681088,90571.75015431929,0.20127055589828605,0.039576481367237994,164,TerminationCondition.optimal
robust,0.08,0.5,-24455.721217799044,-38.12171936293247,88607.39544998824,76229.89967494586,0.16939977705526582,0.03186165850870301,159,TerminationCondition.optimal
robust,0.08,0.5,-15804.500551269535,-24.63614666364077,79956.17478345873,61111.88309292589,0.1358041846508106,0.024195815349189412,150,TerminationCondition.optimal
robust,0.08,0.5,-56766.807496420864,-88.48842711427206,120918.48172861006,142554.8388759699,0.3167885308351719,0.06753744574551726,202,TerminationCondition.optimal
robust,0.08,0.5,-48942.992972992855,-76.29261988562716,113094.66720518205,124819.82387226487,0.27737738638253345,0.05806917929082963,183,TerminationCondition.optimal
robust,0.08,0.5,-42624.6280069589,-66.4435161146688,106776.30223914809,111321.06168245069,0.24738013707186526,0.05046232875202379,175,TerminationCondition.optimal
robust,0.08,0.5,-37075.651080175914,-57.79373885926524,101227.32531236511,100033.85872742014,0.2222974638384891,0.044425634040377714,172,TerminationCondition.optimal
robust,0.08,0.5,-32099.05990462168,-50.03619981599026,96250.73413681088,90571.75015431929,0.20127055589828605,0.039576481367237994,164,TerminationCondition.optimal
robust,0.08,0.5,-24455.721217799044,-38.12171936293247,88607.39544998824,76229.89967494586,0.16939977705526582,0.03186165850870301,159,TerminationCondition.optimal
robust,0.08,0.5,-15804.500551269535,-24.63614666364077,79956.17478345873,61111.88309292589,0.1358041846508106,0.024195815349189412,150,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65306.256563497096,-101.79976959932648,129457.93079568629,162976.9414800738,0.36217098106646844,0.08,204,TerminationCondition.optimal
robust,0.08,0.5,-65087.43816209877,-101.45867421247357,129239.11239428796,162452.95260888874,0.3610065613527251,0.07970363416102513,204,TerminationCondition.optimal
robust,0.08,0.5,-64854.00734536235,-101.09480090826655,129005.68157755154,161899.82056721838,0.3597773790379033,0.07940726832205028,204,TerminationCondition.optimal
robust,0.08,0.5,-64387.145711889476,-100.36705429985248,128538.81994407867,160793.55648387762,0.3573190144082597,0.07881453664410056,202,TerminationCondition.optimal
robust,0.08,0.5,-63742.91335788324,-99.36282118870332,127894.58759007243,159251.18804616766,0.35389152899112974,0.07792543912717596,201,TerminationCondition.optimal
robust,0.08,0.5,-65306.25656349704,-101.7997695993264,129457.93079568623,162976.9414800738,0.36217098106646844,0.08,206,TerminationCondition.optimal
robust,0.08,0.5,-65306.25656349704,-101.7997695993264,129457.93079568623,162976.9414800738,0.36217098106646844,0.08,206,TerminationCondition.optimal
robust,0.08,0.5,-65306.25656349704,-101.7997695993264,129457.93079568623,162976.9414800738,0.36217098106646844,0.08,206,TerminationCondition.optimal
robust,0.08,0.5,-65306.25656349704,-101.7997695993264,129457.93079568623,162976.9414800738,0.36217098106646844,0.08,206,TerminationCondition.optimal
robust,0.08,0.5,-56983.35264127549,-88.82597893570619,121135.02687346468,143372.6462754425,0.3186058806117758,0.06887190958809376,197,TerminationCondition.optimal
robust,0.08,0.5,-49823.219556079304,-77.66472216293774,113974.8937882685,126825.64440099656,0.281834765335266,0.05933515946415954,184,TerminationCondition.optimal
robust,0.08,0.5,-38382.92334474607,-59.83152240926001,102534.59757693527,103046.48554330456,0.22899219009600338,0.046608239736156826,172,TerminationCondition.optimal
robust,0.08,0.5,-57196.311188949665,-89.15793994875797,121347.98542113886,143906.36552841536,0.3197919233961588,0.06922009189689309,196,TerminationCondition.optimal
robust,0.08,0.5,-49974.88053129052,-77.90113216629935,114126.55476347971,127160.35868943462,0.2825785748651277,0.05947679202339986,189,TerminationCondition.optimal
robust,0.08,0.5,-38557.59003344149,-60.10379385156175,102709.26426563069,103387.88419117077,0.2297508537579275,0.04676152406758905,171,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
robust,0.08,1.0,1973.7986242633488,3.076768685862596,62177.875607925846,33491.0007959185,0.07442444621307781,0.0108492986490319,123,TerminationCondition.optimal
