raw_rows,distinct_nonblank_ids,blank_id_rows,valid_loan_rows,invalid_issue_date_rows,first_issue_date,last_issue_date,last_payment_date_max,last_credit_pull_date_max,last_payment_rows_after_cutoff,last_credit_pull_rows_after_cutoff,term36_rows,term60_rows,other_or_invalid_term_rows
2925493,2925493,0.0,2925492.0,1.0,2007-06-01,2020-09-01,2020-12-01,2020-10-01,36485.0,40214.0,2060077.0,865415.0,1.0
