cohort,feature,rows,present_rows,coverage,first_seen
censored_extension,mo_sin_old_rev_tl_op,88227,88227,1.0,2017-07-01
conformal_fit,mo_sin_old_rev_tl_op,49007,26456,0.5398412471687718,2012-08-01
maturity_gap,mo_sin_old_rev_tl_op,541863,541863,1.0,2014-01-01
pd_development,mo_sin_old_rev_tl_op,17433,0,0.0,
policy_development,mo_sin_old_rev_tl_op,94885,94885,1.0,2013-02-01
post_extension,mo_sin_old_rev_tl_op,877671,877671,1.0,2017-10-01
primary_oot,mo_sin_old_rev_tl_op,376890,376890,1.0,2016-04-01
probability_calibration,mo_sin_old_rev_tl_op,14101,0,0.0,
censored_extension,mo_sin_rcnt_rev_tl_op,88227,88227,1.0,2017-07-01
conformal_fit,mo_sin_rcnt_rev_tl_op,49007,26456,0.5398412471687718,2012-08-01
maturity_gap,mo_sin_rcnt_rev_tl_op,541863,541863,1.0,2014-01-01
pd_development,mo_sin_rcnt_rev_tl_op,17433,0,0.0,
policy_development,mo_sin_rcnt_rev_tl_op,94885,94885,1.0,2013-02-01
post_extension,mo_sin_rcnt_rev_tl_op,877671,877671,1.0,2017-10-01
primary_oot,mo_sin_rcnt_rev_tl_op,376890,376890,1.0,2016-04-01
probability_calibration,mo_sin_rcnt_rev_tl_op,14101,0,0.0,
censored_extension,mo_sin_rcnt_tl,88227,88227,1.0,2017-07-01
conformal_fit,mo_sin_rcnt_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,mo_sin_rcnt_tl,541863,541863,1.0,2014-01-01
pd_development,mo_sin_rcnt_tl,17433,0,0.0,
policy_development,mo_sin_rcnt_tl,94885,94885,1.0,2013-02-01
post_extension,mo_sin_rcnt_tl,877671,877671,1.0,2017-10-01
primary_oot,mo_sin_rcnt_tl,376890,376890,1.0,2016-04-01
probability_calibration,mo_sin_rcnt_tl,14101,0,0.0,
censored_extension,mort_acc,88227,88227,1.0,2017-07-01
conformal_fit,mort_acc,49007,42982,0.8770583794151856,2012-03-01
maturity_gap,mort_acc,541863,541863,1.0,2014-01-01
pd_development,mort_acc,17433,0,0.0,
policy_development,mort_acc,94885,94885,1.0,2013-02-01
post_extension,mort_acc,877671,877671,1.0,2017-10-01
primary_oot,mort_acc,376890,376890,1.0,2016-04-01
probability_calibration,mort_acc,14101,0,0.0,
censored_extension,mths_since_last_delinq,88227,45046,0.5105693268500573,2017-07-01
conformal_fit,mths_since_last_delinq,49007,20201,0.4122064194910931,2012-01-01
maturity_gap,mths_since_last_delinq,541863,280616,0.517872598793422,2014-01-01
pd_development,mths_since_last_delinq,17433,7049,0.4043480754890151,2007-06-01
policy_development,mths_since_last_delinq,94885,41288,0.43513727143384096,2013-02-01
post_extension,mths_since_last_delinq,877671,393306,0.44812463895924554,2017-10-01
primary_oot,mths_since_last_delinq,376890,199207,0.5285547507230226,2016-04-01
probability_calibration,mths_since_last_delinq,14101,4739,0.33607545564144387,2011-01-01
censored_extension,mths_since_last_major_derog,88227,24359,0.2760946195609054,2017-07-01
conformal_fit,mths_since_last_major_derog,49007,5507,0.11237170200175485,2012-08-01
maturity_gap,mths_since_last_major_derog,541863,161058,0.29723011167029306,2014-01-01
pd_development,mths_since_last_major_derog,17433,0,0.0,
policy_development,mths_since_last_major_derog,94885,19510,0.20561732623702378,2013-02-01
post_extension,mths_since_last_major_derog,877671,204263,0.23273299448198698,2017-10-01
primary_oot,mths_since_last_major_derog,376890,109114,0.2895115285627106,2016-04-01
probability_calibration,mths_since_last_major_derog,14101,0,0.0,
censored_extension,mths_since_last_record,88227,13525,0.15329774332120552,2017-07-01
conformal_fit,mths_since_last_record,49007,2258,0.04607505050298937,2012-01-01
maturity_gap,mths_since_last_record,541863,101142,0.1866560366734765,2014-01-01
pd_development,mths_since_last_record,17433,2279,0.13072907703780187,2007-06-01
policy_development,mths_since_last_record,94885,11586,0.12210570690836275,2013-02-01
post_extension,mths_since_last_record,877671,102884,0.11722388001882254,2017-10-01
primary_oot,mths_since_last_record,376890,74664,0.19810554803788905,2016-04-01
probability_calibration,mths_since_last_record,14101,724,0.05134387632082831,2011-01-01
censored_extension,mths_since_rcnt_il,88227,85283,0.9666315300304895,2017-07-01
conformal_fit,mths_since_rcnt_il,49007,0,0.0,
maturity_gap,mths_since_rcnt_il,541863,107494,0.19837855694151474,2015-12-01
pd_development,mths_since_rcnt_il,17433,0,0.0,
policy_development,mths_since_rcnt_il,94885,0,0.0,
post_extension,mths_since_rcnt_il,877671,846638,0.9646416481802407,2017-10-01
primary_oot,mths_since_rcnt_il,376890,365451,0.9696489691952559,2016-04-01
probability_calibration,mths_since_rcnt_il,14101,0,0.0,
censored_extension,mths_since_recent_bc,88227,86955,0.9855826447686082,2017-07-01
conformal_fit,mths_since_recent_bc,49007,42576,0.8687738486338686,2012-03-01
maturity_gap,mths_since_recent_bc,541863,536726,0.9905197439205112,2014-01-01
pd_development,mths_since_recent_bc,17433,0,0.0,
policy_development,mths_since_recent_bc,94885,94221,0.993002055119355,2013-02-01
post_extension,mths_since_recent_bc,877671,866584,0.9873677038434675,2017-10-01
primary_oot,mths_since_recent_bc,376890,372525,0.9884183714081032,2016-04-01
probability_calibration,mths_since_recent_bc,14101,0,0.0,
censored_extension,mths_since_recent_bc_dlq,88227,21199,0.24027791945776236,2017-07-01
conformal_fit,mths_since_recent_bc_dlq,49007,6748,0.13769461505499214,2012-08-01
maturity_gap,mths_since_recent_bc_dlq,541863,142316,0.26264203313383644,2014-01-01
pd_development,mths_since_recent_bc_dlq,17433,0,0.0,
policy_development,mths_since_recent_bc_dlq,94885,21258,0.22403962691679402,2013-02-01
post_extension,mths_since_recent_bc_dlq,877671,181016,0.20624584838737978,2017-10-01
primary_oot,mths_since_recent_bc_dlq,376890,95571,0.2535779670460877,2016-04-01
probability_calibration,mths_since_recent_bc_dlq,14101,0,0.0,
censored_extension,mths_since_recent_inq,88227,77926,0.8832443583030138,2017-07-01
conformal_fit,mths_since_recent_inq,49007,37444,0.7640541147183055,2012-03-01
maturity_gap,mths_since_recent_inq,541863,484954,0.8949752981842274,2014-01-01
pd_development,mths_since_recent_inq,17433,0,0.0,
policy_development,mths_since_recent_inq,94885,84244,0.8878537176582179,2013-02-01
post_extension,mths_since_recent_inq,877671,772491,0.8801601055520805,2017-10-01
primary_oot,mths_since_recent_inq,376890,334303,0.8870041656716814,2016-04-01
probability_calibration,mths_since_recent_inq,14101,0,0.0,
censored_extension,mths_since_recent_revol_delinq,88227,30834,0.34948485157604814,2017-07-01
conformal_fit,mths_since_recent_revol_delinq,49007,13042,0.2661252474136348,2012-03-01
maturity_gap,mths_since_recent_revol_delinq,541863,197641,0.3647434868223149,2014-01-01
pd_development,mths_since_recent_revol_delinq,17433,0,0.0,
policy_development,mths_since_recent_revol_delinq,94885,28666,0.3021130842598936,2013-02-01
post_extension,mths_since_recent_revol_delinq,877671,262777,0.2994026235343312,2017-10-01
primary_oot,mths_since_recent_revol_delinq,376890,136865,0.36314309214890284,2016-04-01
probability_calibration,mths_since_recent_revol_delinq,14101,0,0.0,
censored_extension,next_pymnt_d,88227,28725,0.32558060457683025,2017-07-01
conformal_fit,next_pymnt_d,49007,0,0.0,
maturity_gap,next_pymnt_d,541863,0,0.0,
pd_development,next_pymnt_d,17433,2438,0.139849710319509,2007-06-01
policy_development,next_pymnt_d,94885,0,0.0,
post_extension,next_pymnt_d,877671,624064,0.7110454828745624,2017-10-01
primary_oot,next_pymnt_d,376890,11551,0.03064819973997718,2016-08-01
probability_calibration,next_pymnt_d,14101,0,0.0,
censored_extension,num_accts_ever_120_pd,88227,88227,1.0,2017-07-01
conformal_fit,num_accts_ever_120_pd,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_accts_ever_120_pd,541863,541863,1.0,2014-01-01
pd_development,num_accts_ever_120_pd,17433,0,0.0,
policy_development,num_accts_ever_120_pd,94885,94885,1.0,2013-02-01
post_extension,num_accts_ever_120_pd,877671,877671,1.0,2017-10-01
primary_oot,num_accts_ever_120_pd,376890,376890,1.0,2016-04-01
probability_calibration,num_accts_ever_120_pd,14101,0,0.0,
censored_extension,num_actv_bc_tl,88227,88227,1.0,2017-07-01
conformal_fit,num_actv_bc_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_actv_bc_tl,541863,541863,1.0,2014-01-01
pd_development,num_actv_bc_tl,17433,0,0.0,
policy_development,num_actv_bc_tl,94885,94885,1.0,2013-02-01
post_extension,num_actv_bc_tl,877671,877671,1.0,2017-10-01
primary_oot,num_actv_bc_tl,376890,376890,1.0,2016-04-01
probability_calibration,num_actv_bc_tl,14101,0,0.0,
censored_extension,num_actv_rev_tl,88227,88227,1.0,2017-07-01
conformal_fit,num_actv_rev_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_actv_rev_tl,541863,541863,1.0,2014-01-01
pd_development,num_actv_rev_tl,17433,0,0.0,
policy_development,num_actv_rev_tl,94885,94885,1.0,2013-02-01
post_extension,num_actv_rev_tl,877671,877671,1.0,2017-10-01
primary_oot,num_actv_rev_tl,376890,376890,1.0,2016-04-01
probability_calibration,num_actv_rev_tl,14101,0,0.0,
censored_extension,num_bc_sats,88227,88227,1.0,2017-07-01
conformal_fit,num_bc_sats,49007,36031,0.7352214989695349,2012-06-01
maturity_gap,num_bc_sats,541863,541863,1.0,2014-01-01
pd_development,num_bc_sats,17433,0,0.0,
policy_development,num_bc_sats,94885,94885,1.0,2013-02-01
post_extension,num_bc_sats,877671,877671,1.0,2017-10-01
primary_oot,num_bc_sats,376890,376890,1.0,2016-04-01
probability_calibration,num_bc_sats,14101,0,0.0,
censored_extension,num_bc_tl,88227,88227,1.0,2017-07-01
conformal_fit,num_bc_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_bc_tl,541863,541863,1.0,2014-01-01
pd_development,num_bc_tl,17433,0,0.0,
policy_development,num_bc_tl,94885,94885,1.0,2013-02-01
post_extension,num_bc_tl,877671,877671,1.0,2017-10-01
primary_oot,num_bc_tl,376890,376890,1.0,2016-04-01
probability_calibration,num_bc_tl,14101,0,0.0,
censored_extension,num_il_tl,88227,88227,1.0,2017-07-01
conformal_fit,num_il_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_il_tl,541863,541863,1.0,2014-01-01
pd_development,num_il_tl,17433,0,0.0,
policy_development,num_il_tl,94885,94885,1.0,2013-02-01
post_extension,num_il_tl,877671,877671,1.0,2017-10-01
primary_oot,num_il_tl,376890,376890,1.0,2016-04-01
probability_calibration,num_il_tl,14101,0,0.0,
censored_extension,num_op_rev_tl,88227,88227,1.0,2017-07-01
conformal_fit,num_op_rev_tl,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_op_rev_tl,541863,541863,1.0,2014-01-01
pd_development,num_op_rev_tl,17433,0,0.0,
policy_development,num_op_rev_tl,94885,94885,1.0,2013-02-01
post_extension,num_op_rev_tl,877671,877671,1.0,2017-10-01
primary_oot,num_op_rev_tl,376890,376890,1.0,2016-04-01
probability_calibration,num_op_rev_tl,14101,0,0.0,
censored_extension,num_rev_accts,88227,88227,1.0,2017-07-01
conformal_fit,num_rev_accts,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_rev_accts,541863,541862,0.9999981545150711,2014-01-01
pd_development,num_rev_accts,17433,0,0.0,
policy_development,num_rev_accts,94885,94885,1.0,2013-02-01
post_extension,num_rev_accts,877671,877671,1.0,2017-10-01
primary_oot,num_rev_accts,376890,376890,1.0,2016-04-01
probability_calibration,num_rev_accts,14101,0,0.0,
censored_extension,num_rev_tl_bal_gt_0,88227,88227,1.0,2017-07-01
conformal_fit,num_rev_tl_bal_gt_0,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_rev_tl_bal_gt_0,541863,541863,1.0,2014-01-01
pd_development,num_rev_tl_bal_gt_0,17433,0,0.0,
policy_development,num_rev_tl_bal_gt_0,94885,94885,1.0,2013-02-01
post_extension,num_rev_tl_bal_gt_0,877671,877671,1.0,2017-10-01
primary_oot,num_rev_tl_bal_gt_0,376890,376890,1.0,2016-04-01
probability_calibration,num_rev_tl_bal_gt_0,14101,0,0.0,
censored_extension,num_sats,88227,88227,1.0,2017-07-01
conformal_fit,num_sats,49007,36031,0.7352214989695349,2012-06-01
maturity_gap,num_sats,541863,541863,1.0,2014-01-01
pd_development,num_sats,17433,0,0.0,
policy_development,num_sats,94885,94885,1.0,2013-02-01
post_extension,num_sats,877671,877671,1.0,2017-10-01
primary_oot,num_sats,376890,376890,1.0,2016-04-01
probability_calibration,num_sats,14101,0,0.0,
censored_extension,num_tl_120dpd_2m,88227,84791,0.9610550058372154,2017-07-01
conformal_fit,num_tl_120dpd_2m,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_tl_120dpd_2m,541863,516019,0.9523052874988697,2014-01-01
pd_development,num_tl_120dpd_2m,17433,0,0.0,
policy_development,num_tl_120dpd_2m,94885,94672,0.9977551773199136,2013-02-01
post_extension,num_tl_120dpd_2m,877671,859416,0.9792006344062867,2017-10-01
primary_oot,num_tl_120dpd_2m,376890,360842,0.9574199368516013,2016-04-01
probability_calibration,num_tl_120dpd_2m,14101,0,0.0,
censored_extension,num_tl_30dpd,88227,88227,1.0,2017-07-01
conformal_fit,num_tl_30dpd,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_tl_30dpd,541863,541863,1.0,2014-01-01
pd_development,num_tl_30dpd,17433,0,0.0,
policy_development,num_tl_30dpd,94885,94885,1.0,2013-02-01
post_extension,num_tl_30dpd,877671,877671,1.0,2017-10-01
primary_oot,num_tl_30dpd,376890,376890,1.0,2016-04-01
probability_calibration,num_tl_30dpd,14101,0,0.0,
censored_extension,num_tl_90g_dpd_24m,88227,88227,1.0,2017-07-01
conformal_fit,num_tl_90g_dpd_24m,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_tl_90g_dpd_24m,541863,541863,1.0,2014-01-01
pd_development,num_tl_90g_dpd_24m,17433,0,0.0,
policy_development,num_tl_90g_dpd_24m,94885,94885,1.0,2013-02-01
post_extension,num_tl_90g_dpd_24m,877671,877671,1.0,2017-10-01
primary_oot,num_tl_90g_dpd_24m,376890,376890,1.0,2016-04-01
probability_calibration,num_tl_90g_dpd_24m,14101,0,0.0,
censored_extension,num_tl_op_past_12m,88227,88227,1.0,2017-07-01
conformal_fit,num_tl_op_past_12m,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,num_tl_op_past_12m,541863,541863,1.0,2014-01-01
pd_development,num_tl_op_past_12m,17433,0,0.0,
policy_development,num_tl_op_past_12m,94885,94885,1.0,2013-02-01
post_extension,num_tl_op_past_12m,877671,877671,1.0,2017-10-01
primary_oot,num_tl_op_past_12m,376890,376890,1.0,2016-04-01
probability_calibration,num_tl_op_past_12m,14101,0,0.0,
censored_extension,open_acc,88227,88227,1.0,2017-07-01
conformal_fit,open_acc,49007,49007,1.0,2012-01-01
maturity_gap,open_acc,541863,541863,1.0,2014-01-01
pd_development,open_acc,17433,17404,0.9983364882693742,2007-06-01
policy_development,open_acc,94885,94885,1.0,2013-02-01
post_extension,open_acc,877671,877671,1.0,2017-10-01
primary_oot,open_acc,376890,376890,1.0,2016-04-01
probability_calibration,open_acc,14101,14101,1.0,2011-01-01
censored_extension,open_acc_6m,88227,88227,1.0,2017-07-01
conformal_fit,open_acc_6m,49007,0,0.0,
maturity_gap,open_acc_6m,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_acc_6m,17433,0,0.0,
policy_development,open_acc_6m,94885,0,0.0,
post_extension,open_acc_6m,877671,877671,1.0,2017-10-01
primary_oot,open_acc_6m,376890,376890,1.0,2016-04-01
probability_calibration,open_acc_6m,14101,0,0.0,
censored_extension,open_act_il,88227,88227,1.0,2017-07-01
conformal_fit,open_act_il,49007,0,0.0,
maturity_gap,open_act_il,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_act_il,17433,0,0.0,
policy_development,open_act_il,94885,0,0.0,
post_extension,open_act_il,877671,877671,1.0,2017-10-01
primary_oot,open_act_il,376890,376890,1.0,2016-04-01
probability_calibration,open_act_il,14101,0,0.0,
censored_extension,open_il_12m,88227,88227,1.0,2017-07-01
conformal_fit,open_il_12m,49007,0,0.0,
maturity_gap,open_il_12m,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_il_12m,17433,0,0.0,
policy_development,open_il_12m,94885,0,0.0,
post_extension,open_il_12m,877671,877671,1.0,2017-10-01
primary_oot,open_il_12m,376890,376890,1.0,2016-04-01
probability_calibration,open_il_12m,14101,0,0.0,
censored_extension,open_il_24m,88227,88227,1.0,2017-07-01
conformal_fit,open_il_24m,49007,0,0.0,
maturity_gap,open_il_24m,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_il_24m,17433,0,0.0,
policy_development,open_il_24m,94885,0,0.0,
post_extension,open_il_24m,877671,877671,1.0,2017-10-01
primary_oot,open_il_24m,376890,376890,1.0,2016-04-01
probability_calibration,open_il_24m,14101,0,0.0,
censored_extension,open_rv_12m,88227,88227,1.0,2017-07-01
conformal_fit,open_rv_12m,49007,0,0.0,
maturity_gap,open_rv_12m,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_rv_12m,17433,0,0.0,
policy_development,open_rv_12m,94885,0,0.0,
post_extension,open_rv_12m,877671,877671,1.0,2017-10-01
primary_oot,open_rv_12m,376890,376890,1.0,2016-04-01
probability_calibration,open_rv_12m,14101,0,0.0,
censored_extension,open_rv_24m,88227,88227,1.0,2017-07-01
conformal_fit,open_rv_24m,49007,0,0.0,
maturity_gap,open_rv_24m,541863,111012,0.20487097292119963,2015-12-01
pd_development,open_rv_24m,17433,0,0.0,
policy_development,open_rv_24m,94885,0,0.0,
post_extension,open_rv_24m,877671,877671,1.0,2017-10-01
primary_oot,open_rv_24m,376890,376890,1.0,2016-04-01
probability_calibration,open_rv_24m,14101,0,0.0,
censored_extension,orig_projected_additional_accrued_interest,88227,5094,0.05773742731816791,2017-07-01
conformal_fit,orig_projected_additional_accrued_interest,49007,0,0.0,
maturity_gap,orig_projected_additional_accrued_interest,541863,1800,0.0033218728719251914,2014-08-01
pd_development,orig_projected_additional_accrued_interest,17433,0,0.0,
policy_development,orig_projected_additional_accrued_interest,94885,0,0.0,
post_extension,orig_projected_additional_accrued_interest,877671,94886,0.1081111259230395,2017-10-01
primary_oot,orig_projected_additional_accrued_interest,376890,6199,0.01644776990633872,2016-04-01
probability_calibration,orig_projected_additional_accrued_interest,14101,0,0.0,
censored_extension,out_prncp,88227,88227,1.0,2017-07-01
conformal_fit,out_prncp,49007,49007,1.0,2012-01-01
maturity_gap,out_prncp,541863,541863,1.0,2014-01-01
pd_development,out_prncp,17433,17433,1.0,2007-06-01
policy_development,out_prncp,94885,94885,1.0,2013-02-01
post_extension,out_prncp,877671,877671,1.0,2017-10-01
primary_oot,out_prncp,376890,376890,1.0,2016-04-01
probability_calibration,out_prncp,14101,14101,1.0,2011-01-01
censored_extension,out_prncp_inv,88227,88227,1.0,2017-07-01
conformal_fit,out_prncp_inv,49007,49007,1.0,2012-01-01
maturity_gap,out_prncp_inv,541863,541863,1.0,2014-01-01
pd_development,out_prncp_inv,17433,17433,1.0,2007-06-01
policy_development,out_prncp_inv,94885,94885,1.0,2013-02-01
post_extension,out_prncp_inv,877671,877671,1.0,2017-10-01
primary_oot,out_prncp_inv,376890,376890,1.0,2016-04-01
probability_calibration,out_prncp_inv,14101,14101,1.0,2011-01-01
censored_extension,payment_plan_start_date,88227,3579,0.04056581318643952,2017-07-01
conformal_fit,payment_plan_start_date,49007,0,0.0,
maturity_gap,payment_plan_start_date,541863,2205,0.0040692942681083595,2014-08-01
pd_development,payment_plan_start_date,17433,0,0.0,
policy_development,payment_plan_start_date,94885,0,0.0,
post_extension,payment_plan_start_date,877671,74396,0.08476524802574086,2017-10-01
primary_oot,payment_plan_start_date,376890,5254,0.013940407015309507,2016-04-01
probability_calibration,payment_plan_start_date,14101,0,0.0,
censored_extension,pct_tl_nvr_dlq,88227,88227,1.0,2017-07-01
conformal_fit,pct_tl_nvr_dlq,49007,26457,0.5398616524170017,2012-08-01
maturity_gap,pct_tl_nvr_dlq,541863,541863,1.0,2014-01-01
pd_development,pct_tl_nvr_dlq,17433,0,0.0,
policy_development,pct_tl_nvr_dlq,94885,94771,0.9987985456078411,2013-02-01
post_extension,pct_tl_nvr_dlq,877671,877669,0.9999977212417865,2017-10-01
primary_oot,pct_tl_nvr_dlq,376890,376890,1.0,2016-04-01
probability_calibration,pct_tl_nvr_dlq,14101,0,0.0,
censored_extension,percent_bc_gt_75,88227,86878,0.9847098960635633,2017-07-01
conformal_fit,percent_bc_gt_75,49007,42516,0.8675495337400779,2012-03-01
maturity_gap,percent_bc_gt_75,541863,536046,0.9892648141688951,2014-01-01
pd_development,percent_bc_gt_75,17433,0,0.0,
policy_development,percent_bc_gt_75,94885,94125,0.9919903040522738,2013-02-01
post_extension,percent_bc_gt_75,877671,865842,0.9865222845462593,2017-10-01
primary_oot,percent_bc_gt_75,376890,372279,0.9877656610682162,2016-04-01
probability_calibration,percent_bc_gt_75,14101,0,0.0,
censored_extension,policy_code,88227,88227,1.0,2017-07-01
conformal_fit,policy_code,49007,49007,1.0,2012-01-01
maturity_gap,policy_code,541863,541863,1.0,2014-01-01
pd_development,policy_code,17433,17433,1.0,2007-06-01
policy_development,policy_code,94885,94885,1.0,2013-02-01
post_extension,policy_code,877671,877671,1.0,2017-10-01
primary_oot,policy_code,376890,376890,1.0,2016-04-01
probability_calibration,policy_code,14101,14101,1.0,2011-01-01
censored_extension,pub_rec,88227,88227,1.0,2017-07-01
conformal_fit,pub_rec,49007,49007,1.0,2012-01-01
maturity_gap,pub_rec,541863,541863,1.0,2014-01-01
pd_development,pub_rec,17433,17404,0.9983364882693742,2007-06-01
policy_development,pub_rec,94885,94885,1.0,2013-02-01
post_extension,pub_rec,877671,877671,1.0,2017-10-01
primary_oot,pub_rec,376890,376890,1.0,2016-04-01
probability_calibration,pub_rec,14101,14101,1.0,2011-01-01
censored_extension,pub_rec_bankruptcies,88227,88227,1.0,2017-07-01
conformal_fit,pub_rec_bankruptcies,49007,49007,1.0,2012-01-01
maturity_gap,pub_rec_bankruptcies,541863,541863,1.0,2014-01-01
pd_development,pub_rec_bankruptcies,17433,16068,0.9217002237136466,2007-08-01
policy_development,pub_rec_bankruptcies,94885,94885,1.0,2013-02-01
post_extension,pub_rec_bankruptcies,877671,877671,1.0,2017-10-01
primary_oot,pub_rec_bankruptcies,376890,376890,1.0,2016-04-01
probability_calibration,pub_rec_bankruptcies,14101,14101,1.0,2011-01-01
censored_extension,purpose,88227,88227,1.0,2017-07-01
conformal_fit,purpose,49007,49007,1.0,2012-01-01
maturity_gap,purpose,541863,541863,1.0,2014-01-01
pd_development,purpose,17433,17433,1.0,2007-06-01
policy_development,purpose,94885,94885,1.0,2013-02-01
post_extension,purpose,877671,877671,1.0,2017-10-01
primary_oot,purpose,376890,376890,1.0,2016-04-01
probability_calibration,purpose,14101,14101,1.0,2011-01-01
censored_extension,pymnt_plan,88227,88227,1.0,2017-07-01
conformal_fit,pymnt_plan,49007,49007,1.0,2012-01-01
maturity_gap,pymnt_plan,541863,541863,1.0,2014-01-01
pd_development,pymnt_plan,17433,17433,1.0,2007-06-01
policy_development,pymnt_plan,94885,94885,1.0,2013-02-01
post_extension,pymnt_plan,877671,877671,1.0,2017-10-01
primary_oot,pymnt_plan,376890,376890,1.0,2016-04-01
probability_calibration,pymnt_plan,14101,14101,1.0,2011-01-01
censored_extension,recoveries,88227,88227,1.0,2017-07-01
conformal_fit,recoveries,49007,49007,1.0,2012-01-01
maturity_gap,recoveries,541863,541863,1.0,2014-01-01
pd_development,recoveries,17433,17433,1.0,2007-06-01
policy_development,recoveries,94885,94885,1.0,2013-02-01
post_extension,recoveries,877671,877671,1.0,2017-10-01
primary_oot,recoveries,376890,376890,1.0,2016-04-01
probability_calibration,recoveries,14101,14101,1.0,2011-01-01
censored_extension,revol_bal,88227,88227,1.0,2017-07-01
conformal_fit,revol_bal,49007,49007,1.0,2012-01-01
maturity_gap,revol_bal,541863,541863,1.0,2014-01-01
pd_development,revol_bal,17433,17433,1.0,2007-06-01
policy_development,revol_bal,94885,94885,1.0,2013-02-01
post_extension,revol_bal,877671,877671,1.0,2017-10-01
primary_oot,revol_bal,376890,376890,1.0,2016-04-01
probability_calibration,revol_bal,14101,14101,1.0,2011-01-01
censored_extension,revol_bal_joint,88227,7699,0.08726353610572728,2017-07-01
conformal_fit,revol_bal_joint,49007,0,0.0,
maturity_gap,revol_bal_joint,541863,0,0.0,
pd_development,revol_bal_joint,17433,0,0.0,
policy_development,revol_bal_joint,94885,0,0.0,
post_extension,revol_bal_joint,877671,99854,0.11377156132537135,2017-10-01
primary_oot,revol_bal_joint,376890,4298,0.0114038578895699,2017-03-01
probability_calibration,revol_bal_joint,14101,0,0.0,
censored_extension,revol_util,88227,88125,0.9988438913257847,2017-07-01
conformal_fit,revol_util,49007,48964,0.9991225743261167,2012-01-01
maturity_gap,revol_util,541863,541600,0.9995146374637132,2014-01-01
pd_development,revol_util,17433,17354,0.9954683645958814,2007-06-01
policy_development,revol_util,94885,94831,0.9994308900247668,2013-02-01
post_extension,revol_util,877671,876483,0.9986464176211816,2017-10-01
primary_oot,revol_util,376890,376633,0.9993181034254026,2016-04-01
probability_calibration,revol_util,14101,14094,0.9995035813062904,2011-01-01
censored_extension,sec_app_chargeoff_within_12_mths,88227,7699,0.08726353610572728,2017-07-01
conformal_fit,sec_app_chargeoff_within_12_mths,49007,0,0.0,
maturity_gap,sec_app_chargeoff_within_12_mths,541863,0,0.0,
pd_development,sec_app_chargeoff_within_12_mths,17433,0,0.0,
policy_development,sec_app_chargeoff_within_12_mths,94885,0,0.0,
post_extension,sec_app_chargeoff_within_12_mths,877671,99855,0.1137727007044781,2017-10-01
primary_oot,sec_app_chargeoff_within_12_mths,376890,4298,0.0114038578895699,2017-03-01
probability_calibration,sec_app_chargeoff_within_12_mths,14101,0,0.0,
censored_extension,sec_app_collections_12_mths_ex_med,88227,7699,0.08726353610572728,2017-07-01
conformal_fit,sec_app_collections_12_mths_ex_med,49007,0,0.0,
maturity_gap,sec_app_collections_12_mths_ex_med,541863,0,0.0,
pd_development,sec_app_collections_12_mths_ex_med,17433,0,0.0,
policy_development,sec_app_collections_12_mths_ex_med,94885,0,0.0,
post_extension,sec_app_collections_12_mths_ex_med,877671,99855,0.1137727007044781,2017-10-01
primary_oot,sec_app_collections_12_mths_ex_med,376890,4298,0.0114038578895699,2017-03-01
probability_calibration,sec_app_collections_12_mths_ex_med,14101,0,0.0,
censored_extension,sec_app_earliest_cr_line,88227,7699,0.08726353610572728,2017-07-01
conformal_fit,sec_app_earliest_cr_line,49007,0,0.0,
maturity_gap,sec_app_earliest_cr_line,541863,0,0.0,
pd_development,sec_app_earliest_cr_line,17433,0,0.0,
policy_development,sec_app_earliest_cr_line,94885,0,0.0,
post_extension,sec_app_earliest_cr_line,877671,99855,0.1137727007044781,2017-10-01
primary_oot,sec_app_earliest_cr_line,376890,4298,0.0114038578895699,2017-03-01
probability_calibration,sec_app_earliest_cr_line,14101,0,0.0,
censored_extension,sec_app_fico_range_high,88227,7699,0.08726353610572728,2017-07-01
conformal_fit,sec_app_fico_range_high,49007,0,0.0,
maturity_gap,sec_app_fico_range_high,541863,0,0.0,
pd_development,sec_app_fico_range_high,17433,0,0.0,
policy_development,sec_app_fico_range_high,94885,0,0.0,
post_extension,sec_app_fico_range_high,877671,99855,0.1137727007044781,2017-10-01
primary_oot,sec_app_fico_range_high,376890,4298,0.0114038578895699,2017-03-01
probability_calibration,sec_app_fico_range_high,14101,0,0.0,
