learner,window_id,taxonomy_groups,conformal_group,score_stratum,role,fit_rows,finite_sample_rank,raw_finite_sample_rank,fit_score_min,fit_score_max,fit_residual_min,fit_residual_max,target_scope,issue_month,target_rows,resolved_rows,unresolved_rows,score_min,score_max,fit_residual_quantile,fit_cdf_at_quantile,resolved_target_cdf_at_quantile,all_target_cdf_at_quantile_min,all_target_cdf_at_quantile_max,resolved_misses,unresolved_misses_min,unresolved_misses_max,misses_min,misses_max,coverage_resolved,coverage_lower,coverage_upper,resolved_calibration_minus_target_ks,resolved_calibration_minus_target_witness,resolved_calibration_minus_target_numerator,resolved_target_minus_calibration_ks,resolved_target_minus_calibration_witness,resolved_target_minus_calibration_numerator,resolved_directional_ks_denominator,resolved_ks_grid_points,calibration_minus_target_ks_min,calibration_minus_target_ks_min_numerator,calibration_minus_target_ks_min_witness,calibration_minus_target_ks_max,calibration_minus_target_ks_max_numerator,calibration_minus_target_ks_max_witness,target_minus_calibration_ks_min,target_minus_calibration_ks_min_numerator,target_minus_calibration_ks_min_witness,target_minus_calibration_ks_max,target_minus_calibration_ks_max_numerator,target_minus_calibration_ks_max_witness,sharp_directional_discrepancy_comparison,completion_directional_ks_denominator,low_completion_grid_points,high_completion_grid_points,v5_q_and_coverage_reconciled
catboost_platt,w03_2012m03_m08,5,0,1,primary_oot,2182,1965,1965,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9866461490602981,pooled_15_issue_months,ALL,60520,58445,2075,0.005424291130823528,0.05026398374733186,0.048815440069822844,0.9005499541704858,0.8798528531097614,0.8496860541969598,0.8817911434236616,7022,132,2075,7154,9097,0.8798528531097614,0.8496860541969598,0.8817911434236616,0.05281912479860146,0.03572658168218495,6735864,0.004319258221338087,0.012775920989464905,550822,127526990,60627,0.05171089785258587,6828664,0.03572658168218495,0.06876485369995329,9080718,0.03671596736065356,0.003919756246353782,517622,0.012775920989464905,0.004283272439347834,565626,0.012775920989464905,larger_target_residual_discrepancy_dominates,132054640,62702,62702,True
catboost_platt,w03_2012m03_m08,5,1,2,primary_oot,2931,2639,2639,0.05029026008180106,0.080358953595577,0.05029026008180106,0.9497000330028293,pooled_15_issue_months,ALL,79865,77165,2700,0.05026561675017613,0.080368886853859,0.07970959229097281,0.9003752985329239,0.8750728957428886,0.8454892631315345,0.8785450447630376,9640,60,2700,9700,12340,0.8750728957428886,0.8454892631315345,0.8785450447630376,0.027552535947253803,0.080358953595577,6231574,0.022133609178186124,0.06828338937113607,5005972,226170615,80096,0.023945107129454614,5605174,0.080358953595577,0.05775215652531012,13518874,0.080358953595577,0.00889309050886216,2081733,0.05793976142946462,0.024691005033805873,5779777,0.06828338937113607,directional_discrepancies_not_robustly_ordered,234084315,82796,82796,True
catboost_platt,w03_2012m03_m08,5,2,3,primary_oot,4018,3618,3618,0.08037134402127445,0.11188898033944253,0.08037134402127445,0.9195109179811446,pooled_15_issue_months,ALL,79047,76495,2552,0.08036959879849867,0.11189296397180755,0.8916085888119072,0.9004479840716775,0.8696777567161252,0.845092160360292,0.8738851569319519,9969,0,2276,9969,12245,0.8696777567161252,0.845092160360292,0.8738851569319519,0.03466716268067635,0.8883708305327046,10655192,0.02493124036157183,0.09181644359407089,7662789,307356910,80513,0.029932202000431684,9506792,0.8883708305327046,0.061989079554292045,19688404,0.8883708305327046,0.014444182425684543,4587629,0.09181644359407089,0.026765965668565362,8501161,0.09181644359407089,larger_target_residual_discrepancy_dominates,317610846,83065,83065,True
catboost_platt,w03_2012m03_m08,5,3,4,primary_oot,4806,4327,4327,0.1118957731833843,0.15326107739536926,0.1118957731833843,0.8880340005665027,pooled_15_issue_months,ALL,80235,77819,2416,0.11189496292649623,0.15326092137265918,0.863313952320159,0.9003329171868498,0.8799393464321053,0.864236305851561,0.883554558484452,9343,0,1550,9343,10893,0.8799393464321053,0.864236305851561,0.883554558484452,0.030668309733775823,0.8476240313722677,11469890,0.003630975529464836,0.1297154717541685,1357978,373998114,82625,0.02503325320821398,9653058,0.8476240313722677,0.054471777542980604,21004830,0.8476240313722677,0.0022713242397274487,875844,0.11306871042250227,0.00628738287273643,2424474,0.1297154717541685,larger_target_residual_discrepancy_dominates,385609410,85041,85041,True
catboost_platt,w03_2012m03_m08,5,4,5,primary_oot,5112,4602,4602,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.8464472221223804,pooled_15_issue_months,ALL,77223,74890,2333,0.1532636176115942,0.5544847575803251,0.8115631424920364,0.9002347417840375,0.8847643210041394,0.8727322170855834,0.8882457298991233,8630,0,1198,8630,9828,0.8847643210041394,0.8727322170855834,0.8882457298991233,0.05913684358342157,0.23399928754944518,22639812,0.0045510253849621075,0.15571587323670374,1742304,382837680,80002,0.05369819762885355,21198114,0.23399928754944518,0.07830988864090274,30913923,0.24828868562889184,0.0034206768654088133,1350360,0.15571587323670374,0.004896920989568714,1933128,0.15571587323670374,larger_target_residual_discrepancy_dominates,394763976,82335,82335,True
catboost_platt,w04_2012m04_m09,5,0,1,primary_oot,2320,2089,2089,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9866461490602981,pooled_15_issue_months,ALL,60520,58445,2075,0.005424291130823528,0.05026398374733186,0.04853565085847877,0.9004310344827586,0.8694328000684404,0.8396232650363517,0.8713648380700595,7631,154,2075,7785,9706,0.8694328000684404,0.8396232650363517,0.8713648380700595,0.06376806517179429,0.03564493436913041,8646465,0.003031290839309578,0.012775920989464905,411020,135592400,60765,0.06264529252227818,8795800,0.035894299023588296,0.07892090389042095,11081000,0.035894299023588296,0.0026597078195865717,373440,0.0119284752840015,0.0029953050573193244,420560,0.012775920989464905,larger_target_residual_discrepancy_dominates,140406400,62840,62840,True
catboost_platt,w04_2012m04_m09,5,1,2,primary_oot,3199,2880,2880,0.050276812744011044,0.080358953595577,0.050276812744011044,0.9497000330028293,pooled_15_issue_months,ALL,79865,77165,2700,0.05026561675017613,0.080368886853859,0.07978766496058752,0.9002813379180994,0.8772500485971619,0.8475928128717211,0.8807738057972829,9472,50,2700,9522,12172,0.8772500485971619,0.8475928128717211,0.8807738057972829,0.028869584338250265,0.080358953595577,7126481,0.027469313603901726,0.06828338937113607,6780823,246850835,80364,0.025262155520451076,6454181,0.080358953595577,0.059069204916306586,15091481,0.080358953595577,0.012359853814737816,3157796,0.0642769666123864,0.030026709459521475,7671468,0.06828338937113607,directional_discrepancies_not_robustly_ordered,255488135,83064,83064,True
catboost_platt,w04_2012m04_m09,5,2,3,primary_oot,4511,4061,4061,0.08037134402127445,0.11188898033944253,0.08037134402127445,0.9195109179811446,pooled_15_issue_months,ALL,79047,76495,2552,0.08036959879849867,0.11189296397180755,0.890281077239412,0.9002438483706495,0.8629322177920126,0.837223424038863,0.8673573949675509,10485,0,2382,10485,12867,0.8629322177920126,0.837223424038863,0.8673573949675509,0.03941829363984058,0.8887227034574942,13602029,0.02312474975109684,0.09181644359407089,7979633,345068945,81006,0.03473186852232238,12384725,0.8887227034574942,0.06630801941988965,23644181,0.8887227034574942,0.012637691815209557,4506361,0.09181644359407089,0.024959475058090375,8900075,0.09181644359407089,larger_target_residual_discrepancy_dominates,356581017,83558,83558,True
catboost_platt,w04_2012m04_m09,5,3,4,primary_oot,5643,5080,5080,0.11189434820589264,0.15326107739536926,0.11189434820589264,0.8880340005665027,pooled_15_issue_months,ALL,80235,77819,2416,0.11189496292649623,0.15326092137265918,0.8624583885207028,0.9002303739145845,0.8760199951168738,0.8599364367171434,0.8797532249018508,9648,0,1590,9648,11238,0.8760199951168738,0.8599364367171434,0.8797532249018508,0.03169268339727996,0.8510896729536459,13917291,0.006070111617329487,0.1297154717541685,2665584,439132617,83462,0.02648016904887348,11989323,0.8510896729536459,0.055404434481684535,25085250,0.8476556311590241,0.003806024746485826,1723239,0.11304543484738241,0.00872651896060108,3951072,0.1297154717541685,larger_target_residual_discrepancy_dominates,452766105,85878,85878,True
catboost_platt,w04_2012m04_m09,5,4,5,primary_oot,6094,5486,5486,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.8466445162537989,pooled_15_issue_months,ALL,77223,74890,2333,0.1532636176115942,0.5544847575803251,0.8127065501276763,0.9002297341647522,0.887675257043664,0.875917796511402,0.8910687230488326,8412,0,1170,8412,9582,0.887675257043664,0.875917796511402,0.8910687230488326,0.06628385235222797,0.24822975570766279,30250602,0.006072571244739523,0.15571587323670374,2771398,456379660,80984,0.060507662180785605,28474722,0.24822975570766279,0.08600524709719652,40473808,0.24822975570766279,0.004952367287062937,2330569,0.1554828564036537,0.006418466849346129,3020511,0.15571587323670374,larger_target_residual_discrepancy_dominates,470596962,83317,83317,True
catboost_platt,w05_2012m05_m10,5,0,1,primary_oot,2456,2212,2212,0.009371217051990668,0.05025870117266396,0.009371217051990668,0.9866461490602981,pooled_15_issue_months,ALL,60520,58445,2075,0.005424291130823528,0.05026398374733186,0.048438468365525386,0.9006514657980456,0.8658567884335701,0.8361698612029081,0.8677627230667548,7840,163,2075,8003,9915,0.8658567884335701,0.8361698612029081,0.8677627230667548,0.06345596781740008,0.03663409645605052,9108528,0.0024240404757054643,0.01282434536432837,347949,143540920,60901,0.062234521228613685,9250360,0.03564625097824304,0.07937268967536508,11797728,0.03663409645605052,0.0020198453791354406,300224,0.01282434536432837,0.0023833615721294923,354256,0.01282434536432837,larger_target_residual_discrepancy_dominates,148637120,62976,62976,True
catboost_platt,w05_2012m05_m10,5,1,2,primary_oot,3483,3136,3136,0.050276812744011044,0.080358953595577,0.050276812744011044,0.9497000330028293,pooled_15_issue_months,ALL,79865,77165,2700,0.05026561675017613,0.080368886853859,0.07978673631620159,0.9003732414585128,0.8772241301108016,0.8475677706129092,0.8807487635384712,9474,50,2700,9524,12174,0.8772241301108015,0.8475677706129092,0.8807487635384712,0.029474137315031963,0.080358953595577,7921637,0.037216498184413006,0.06413363529715116,10002518,268765695,80648,0.025866708497232778,7195337,0.080358953595577,0.059673757893088285,16599437,0.080358953595577,0.023378077407721423,6503075,0.0638678723755829,0.03927855287091828,10926107,0.06413363529715116,directional_discrepancies_not_robustly_ordered,278169795,83348,83348,True
catboost_platt,w05_2012m05_m10,5,2,3,primary_oot,5001,4502,4502,0.08037134402127445,0.11188898033944253,0.08037134402127445,0.9195109179811446,pooled_15_issue_months,ALL,79047,76495,2552,0.08036959879849867,0.11189296397180755,0.8894148014498154,0.9002199560087982,0.8585267010915746,0.8320872392374157,0.8630941085683201,10822,0,2451,10822,13273,0.8585267010915746,0.8320872392374157,0.8630941085683201,0.043180210287767924,0.8887227034574942,16518654,0.02291756564694643,0.09154595637209492,8767149,382551495,81496,0.03849378517024972,15217134,0.8887227034574942,0.07006993606781699,27699630,0.8887227034574942,0.012732980368896429,5033526,0.09144346488758408,0.02459815448956207,9723996,0.09154595637209492,larger_target_residual_discrepancy_dominates,395314047,84048,84048,True
catboost_platt,w05_2012m05_m10,5,3,4,primary_oot,6360,5725,5725,0.11189434820589264,0.1532592704631575,0.11189434820589264,0.8880521839563651,pooled_15_issue_months,ALL,80235,77819,2416,0.11189496292649623,0.15326092137265918,0.8616959042825142,0.9001572327044025,0.8725632557601614,0.8558982987474294,0.8764005733158846,9917,0,1645,9917,11562,0.8725632557601614,0.8558982987474294,0.8764005733158846,0.033894658472519,0.851151924873242,16775444,0.002545054759791327,0.11304543484738241,1259621,494928840,84179,0.028688722161668966,14639700,0.851151924873242,0.05678769675399269,28978455,0.8476713138561691,0.0017061614996513779,870645,0.11304543484738241,0.00279047632485235,1423965,0.11304543484738241,larger_target_residual_discrepancy_dominates,510294600,86595,86595,True
catboost_platt,w05_2012m05_m10,5,4,5,primary_oot,6970,6274,6274,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.8466859812737958,pooled_15_issue_months,ALL,77223,74890,2333,0.1532636176115942,0.5544847575803251,0.8124732989633325,0.9001434720229555,0.8870877286687141,0.8752314724887663,0.8904989446149463,8456,0,1179,8456,9635,0.8870877286687141,0.8752314724887663,0.8904989446149463,0.06974102428181131,0.24822975570766279,36403650,0.004805230358902287,0.1555261355750503,2508250,521983300,81860,0.06405870598056113,34479234,0.22545095694084005,0.08946241902677987,48152638,0.24822975570766279,0.0037628247291643453,2025319,0.1555261355750503,0.005174321304018987,2785049,0.1555261355750503,larger_target_residual_discrepancy_dominates,538244310,84193,84193,True
catboost_platt,w06_2012m06_m11,5,0,1,primary_oot,2551,2297,2297,0.009275781579087032,0.0502440148351461,0.009275781579087032,0.9866461490602981,pooled_15_issue_months,ALL,60520,58445,2075,0.005424291130823528,0.05026398374733186,0.04846688140870716,0.9004312034496276,0.8667636239199247,0.8370456047587574,0.8686880370125578,7787,160,2075,7947,9862,0.8667636239199247,0.8370456047587574,0.8686880370125578,0.049689658874102205,0.0367276552595771,7408390,0.0031647923300590613,0.01282434536432837,471849,149093195,60996,0.04843019325780515,7476969,0.0367276552595771,0.07006922625110017,10817744,0.04722722306801685,0.0027605972334890376,426199,0.01282434536432837,0.0031241134264830893,482321,0.01282434536432837,larger_target_residual_discrepancy_dominates,154386520,63071,63071,True
catboost_platt,w06_2012m06_m11,5,1,2,primary_oot,3783,3406,3406,0.050276812744011044,0.08036276767781429,0.050276812744011044,0.9497000330028293,pooled_15_issue_months,ALL,79865,77165,2700,0.05026561675017613,0.080368886853859,0.07984407970071351,0.9003436426116839,0.8789347502105878,0.8492205596944844,0.8824766793964816,9342,44,2700,9386,12042,0.8789347502105878,0.8492205596944844,0.8824766793964816,0.027261715512959167,0.08036276767781429,7958109,0.0464927767805989,0.06413363529715116,13571948,291915195,80948,0.02368439644358221,7155750,0.9226675648852739,0.05746615534253307,17362209,0.08036276767781429,0.03249022243936987,9816248,0.06413363529715116,0.048554831467104174,14669837,0.06413363529715116,directional_discrepancies_not_robustly_ordered,302129295,83648,83648,True
catboost_platt,w06_2012m06_m11,5,2,3,primary_oot,5502,4953,4953,0.08037134402127445,0.11188898033944253,0.08037134402127445,0.9195109179811446,pooled_15_issue_months,ALL,79047,76495,2552,0.08036959879849867,0.11189296397180755,0.8892521057704302,0.9002181025081788,0.8577684816001045,0.8311890394322365,0.8623603678823991,10880,0,2464,10880,13344,0.8577684816001045,0.8311890394322365,0.8623603678823991,0.04392390015393864,0.8887227034574942,18486493,0.02501145647611839,0.09117109589898628,10526709,420875490,81997,0.03923747503642043,17065029,0.8887227034574942,0.0708136259339877,30798021,0.8887227034574942,0.015103026857604795,6568557,0.09117109589898628,0.026615165205676194,11575377,0.09117109589898628,larger_target_residual_discrepancy_dominates,434916594,84549,84549,True
catboost_platt,w06_2012m06_m11,5,3,4,primary_oot,7126,6415,6415,0.11189434820589264,0.15326086877975426,0.11189434820589264,0.888087071817259,pooled_15_issue_months,ALL,80235,77819,2416,0.11189496292649623,0.15326092137265918,0.8612148729915213,0.9002245298905417,0.8702116449710225,0.8533183772667788,0.8741197731663239,10100,0,1669,10100,11769,0.8702116449710224,0.8533183772667788,0.8741197731663239,0.03490119924904578,0.8513010626010836,19354048,0.0036436372135622455,0.1178446007480486,2020536,554538194,84945,0.029709192900079985,16986368,0.8513010626010836,0.058916005941779814,33685498,0.15291640552186722,0.0023223389488717895,1327808,0.11304543484738241,0.00465367476442385,2660760,0.1178446007480486,larger_target_residual_discrepancy_dominates,571754610,87361,87361,True
catboost_platt,w06_2012m06_m11,5,4,5,primary_oot,7723,6952,6952,0.15326999047696915,0.4831174891615209,0.15326999047696915,0.8466859812737958,pooled_15_issue_months,ALL,77223,74890,2333,0.1532636176115942,0.5544847575803251,0.8119678361988626,0.9001683283698044,0.8858859660835893,0.8739624205223833,0.8893334887274517,8546,0,1187,8546,9733,0.8858859660835893,0.8739624205223833,0.8893334887274517,0.0739151420097398,0.22602163467247957,42750705,0.003945865823113142,0.1555261355750503,2282192,578375470,82613,0.06868853636834298,40965378,0.22602163467247957,0.09346845217117648,55743952,0.24822975570766279,0.0029034601933752,1731604,0.1555261355750503,0.004314956768229842,2573411,0.1555261355750503,larger_target_residual_discrepancy_dominates,596393229,84946,84946,True
catboost_platt,w07_2012m07_m12,5,0,1,primary_oot,2733,2461,2461,0.009275781579087032,0.0502440148351461,0.009275781579087032,0.9866461490602981,pooled_15_issue_months,ALL,60520,58445,2075,0.005424291130823528,0.05026398374733186,0.04848050129381764,0.9004756677643615,0.8673966977500214,0.8376569729015202,0.8693324520819564,7750,158,2075,7908,9825,0.8673966977500214,0.8376569729015202,0.8693324520819564,0.03951568703185312,0.04713245215841523,6311848,0.005568590557883596,0.01282434536432837,889472,159730185,61178,0.037700461109220755,6235700,0.04713245215841523,0.0676506561380827,11189497,0.047238322181165186,0.005164395461313572,854197,0.01282434536432837,0.005527911654307624,914323,0.01282434536432837,larger_target_residual_discrepancy_dominates,165401160,63253,63253,True
catboost_platt,w07_2012m07_m12,5,1,2,primary_oot,4268,3843,3843,0.050276812744011044,0.08036276767781429,0.050276812744011044,0.9497000330028293,pooled_15_issue_months,ALL,79865,77165,2700,0.05026561675017613,0.080368886853859,0.07973976715411543,0.9004217432052484,0.8759930020086827,0.8463782633193514,0.8794716083390722,9569,57,2700,9626,12269,0.8759930020086827,0.8463782633193514,0.8794716083390722,0.03205589041022685,0.08036276767781429,10557294,0.031341261629083746,0.06413363529715116,10321938,329340220,81433,0.028453280843945244,9698694,0.08036276767781429,0.06226033023980075,21222294,0.08036276767781429,0.01914718904458678,6526584,0.05777806983226934,0.03340331631558902,11385982,0.06413363529715116,directional_discrepancies_not_robustly_ordered,340863820,84133,84133,True
catboost_platt,w07_2012m07_m12,5,2,3,primary_oot,5929,5337,5337,0.08038328560604849,0.11188898033944253,0.08038328560604849,0.9195637332268726,pooled_15_issue_months,ALL,79047,76495,2552,0.08036959879849867,0.11189296397180755,0.8884345991499274,0.9001517962556923,0.8536505653964311,0.8264829784811568,0.858375396915759,11195,0,2521,11195,13716,0.8536505653964311,0.8264829784811568,0.858375396915759,0.047166898192217734,0.8887227034574942,21392021,0.017533571627506975,0.09122154886509569,7952156,453538855,82424,0.04248047307469952,19909309,0.8887227034574942,0.0740566239722668,34708093,0.8887227034574942,0.007579982833239198,3552508,0.09122154886509569,0.019168025390198982,8983472,0.09122154886509569,larger_target_residual_discrepancy_dominates,468669663,84976,84976,True
catboost_platt,w07_2012m07_m12,5,3,4,primary_oot,7430,6688,6688,0.11189434820589264,0.15326086877975426,0.11189434820589264,0.888087071817259,pooled_15_issue_months,ALL,80235,77819,2416,0.11189496292649623,0.15326092137265918,0.8604327334944422,0.9001345895020189,0.8669091096004832,0.849404873185019,0.8709166822459027,10357,0,1726,10357,12083,0.8669091096004832,0.849404873185019,0.8709166822459027,0.04149405641005268,0.15211250357205092,23991663,0.002459314905726383,0.11312715839809154,1421964,578195170,85249,0.036057749606828726,21495685,0.15211250357205092,0.06550745408780281,39052010,0.15291640552186722,0.0015585107038786888,929100,0.11312715839809154,0.002742532639442969,1634950,0.11312715839809154,larger_target_residual_discrepancy_dominates,596146050,87665,87665,True
