learner,window_id,taxonomy_groups,conformal_group,score_stratum,role,fit_rows,finite_sample_rank,raw_finite_sample_rank,fit_score_min,fit_score_max,fit_residual_min,fit_residual_max,target_scope,issue_month,target_rows,resolved_rows,unresolved_rows,score_min,score_max,fit_residual_quantile,fit_cdf_at_quantile,resolved_target_cdf_at_quantile,all_target_cdf_at_quantile_min,all_target_cdf_at_quantile_max,resolved_misses,unresolved_misses_min,unresolved_misses_max,misses_min,misses_max,coverage_resolved,coverage_lower,coverage_upper,resolved_calibration_minus_target_ks,resolved_calibration_minus_target_witness,resolved_calibration_minus_target_numerator,resolved_target_minus_calibration_ks,resolved_target_minus_calibration_witness,resolved_target_minus_calibration_numerator,resolved_directional_ks_denominator,resolved_ks_grid_points,calibration_minus_target_ks_min,calibration_minus_target_ks_min_numerator,calibration_minus_target_ks_min_witness,calibration_minus_target_ks_max,calibration_minus_target_ks_max_numerator,calibration_minus_target_ks_max_witness,target_minus_calibration_ks_min,target_minus_calibration_ks_min_numerator,target_minus_calibration_ks_min_witness,target_minus_calibration_ks_max,target_minus_calibration_ks_max_numerator,target_minus_calibration_ks_max_witness,sharp_directional_discrepancy_comparison,completion_directional_ks_denominator,low_completion_grid_points,high_completion_grid_points
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-02,3500,3481,19,0.007664748096363104,0.05026398374733186,0.049113187946657616,0.900492072170585,0.9051996552714737,0.9002857142857142,0.9057142857142857,330,0,19,330,349,0.9051996552714737,0.9002857142857142,0.9057142857142857,0.015067972681190981,0.039477795693724,95934,0.0068111684628999825,0.04714930963829958,43365,6366749,5310,0.015590564711395766,99803,0.039477795693724,0.018161993282824338,116264,0.039477795693724,0.0047442005779895335,30370,0.011688748306770885,0.00741748027805983,47483,0.04714930963829958,larger_target_residual_discrepancy_dominates,6401500,5329,5329
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-03,4881,4851,30,0.006445918508734697,0.050254148090600546,0.049113187946657616,0.900492072170585,0.9115646258503401,0.9059618930547019,0.9114935464044254,429,3,30,432,459,0.9115646258503401,0.9059618930547019,0.9114935464044254,0.0076170369070470605,0.9545981664383147,67582,0.01392260269086013,0.0418735944080663,123528,8872479,6680,0.007348430088260244,65602,0.9545981664383147,0.01185570318803488,105840,0.9545981664383147,0.009821280651176514,87678,0.0418735944080663,0.013799393302535837,123192,0.04922411060120942,directional_discrepancies_not_robustly_ordered,8927349,6710,6710
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-04,3881,3831,50,0.0074562055644185835,0.05025297509878954,0.049113187946657616,0.900492072170585,0.9078569564082485,0.8961607833032723,0.9080133986086061,353,4,50,357,403,0.9078569564082485,0.8961607833032723,0.9080133986086061,0.01260215110850035,0.03222806265608742,88302,0.010059799634617254,0.04894571381438703,70488,7006899,5660,0.014317836443375776,101633,0.03222806265608742,0.01934928812319597,137348,0.03876417092375973,0.005349835574441324,37975,0.022908278436573247,0.010280136972696046,72972,0.04894571381438703,larger_target_residual_discrepancy_dominates,7098349,5710,5710
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-05,4835,4342,493,0.005424291130823528,0.05024433300742442,0.049113187946657616,0.900492072170585,0.8942883463841548,0.8031023784901758,0.8988624612202689,459,30,493,489,952,0.8942883463841548,0.8031023784901758,0.8988624612202689,0.01654872531926516,0.05010013158649831,131422,0.014567995690496452,0.02289816687710643,115692,7941518,6171,0.013130405627365161,116115,0.04802940950067768,0.11113978343848928,982833,0.05010013158649831,0.006143467053554618,54328,0.012678870824241913,0.012493646258741872,110484,0.02289816687710643,larger_target_residual_discrepancy_dominates,8843215,6664,6664
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-06,5171,3738,1433,0.005585762804020796,0.050261994280832174,0.049113187946657616,0.900492072170585,0.8857677902621723,0.6403016824598724,0.9044672210404177,427,67,1433,494,1860,0.8857677902621723,0.6403016824598724,0.9044672210404177,0.029036529067245184,0.05010013158649831,198517,0.007810669374365383,0.022855224974855915,53400,6836802,5567,0.01046273223921227,98954,0.04103069406836325,0.28265765706231255,2673308,0.05010013158649831,0.0031275907960860495,29580,0.010256501026009359,0.010114975439742121,95665,0.047290175648601364,larger_target_residual_discrepancy_dominates,9457759,7000,7000
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-04,5850,5847,3,0.05029838929431224,0.0803686737420548,0.07964589698302632,0.9006975789905621,0.8724132033521464,0.871965811965812,0.8724786324786324,746,0,3,746,749,0.8724132033521463,0.871965811965812,0.8724786324786324,0.029958932957282542,0.07975444137068903,426889,0.02738523359200861,0.0605427307532231,390216,14249139,8284,0.02989517025626997,426199,0.07975444137068903,0.03040799076909048,433510,0.07975444137068903,0.02722262554843597,388098,0.0605427307532231,0.02722262554843597,388098,0.0605427307532231,larger_target_residual_discrepancy_dominates,14256450,8287,8287
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-05,4607,4605,2,0.05027348962516434,0.08036778535648462,0.07964589698302632,0.9006975789905621,0.8705754614549402,0.8701975255046668,0.8706316474929455,596,0,2,596,598,0.8705754614549402,0.8701975255046668,0.8706316474929455,0.03507445164285488,0.08012417395814893,393619,0.021198524199624234,0.05816391948259986,237898,11222385,7042,0.03502288492676619,393211,0.08012417395814893,0.03545700691504489,398085,0.08012417395814893,0.021096333486205314,236854,0.05816391948259986,0.021096333486205314,236854,0.05816391948259986,larger_target_residual_discrepancy_dominates,11227259,7044,7044
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-06,5961,5957,4,0.05027023258961373,0.08036710096868586,0.07964589698302632,0.9006975789905621,0.8727547423199598,0.8721690991444389,0.8728401274953866,758,0,4,758,762,0.8727547423199598,0.8721690991444389,0.8728401274953866,0.029714940385579626,0.07937820576835948,431378,0.03639769875876279,0.06399230226538828,528393,14517209,8394,0.02962313442519311,430334,0.07937820576835948,0.030294162776140936,440082,0.07937820576835948,0.0361116922146875,524593,0.06399230226538828,0.036447206390161406,529467,0.06399230226538828,smaller_target_residual_discrepancy_dominates,14526957,8398,8398
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-07,5143,5140,3,0.050265903569648454,0.08036379079595198,0.07964589698302632,0.9006975789905621,0.8663424124513619,0.8658370600816644,0.8664203772117441,687,0,3,687,690,0.8663424124513619,0.8658370600816644,0.8664203772117441,0.03616641306447776,0.07975444137068903,453027,0.015527559080262298,0.056720768793124314,194501,12526180,7577,0.03609026407726307,452337,0.07975444137068903,0.03667358120734279,459648,0.07975444137068903,0.015419407090969308,193259,0.056720768793124314,0.015419407090969308,193259,0.056720768793124314,larger_target_residual_discrepancy_dominates,12533491,7580,7580
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-08,5922,5918,4,0.05027618970436694,0.08036025056632422,0.07964589698302632,0.9006975789905621,0.8737749239607976,0.8731847348868625,0.8738601823708206,747,0,4,747,751,0.8737749239607976,0.8731847348868625,0.8738601823708206,0.03334665541916519,0.07821657513426038,480931,0.004178706582631208,0.05178922733031239,60266,14422166,8355,0.03322989590985645,479571,0.07821657513426038,0.03390534339381457,489319,0.07821657513426038,0.004151770860053628,59918,0.05178922733031239,0.004151770860053628,59918,0.05178922733031239,larger_target_residual_discrepancy_dominates,14431914,8359,8359
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-09,4318,4314,4,0.05026702452529029,0.08036855938890013,0.07964589698302632,0.9006975789905621,0.865554010199351,0.8647522000926355,0.8654469661880501,580,1,4,581,584,0.865554010199351,0.8647522000926355,0.8654469661880501,0.03839176548988141,0.07977848479213087,403621,0.011173267785372662,0.05679922301550493,117467,10513218,6751,0.03850074209115567,405142,0.07977848479213087,0.039195508186570215,412453,0.07977848479213087,0.011002126206622734,115775,0.05679922301550493,0.011002126206622734,115775,0.05679922301550493,larger_target_residual_discrepancy_dominates,10522966,6755,6755
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-10,5241,5235,6,0.05026673047511478,0.08036745590611336,0.07964589698302632,0.9006975789905621,0.8785100286532951,0.8775042930738408,0.8786491127647396,636,0,6,636,642,0.8785100286532951,0.8775042930738408,0.8786491127647396,0.026877974430334007,0.9224112263035782,342901,0.02709839042240781,0.05840881519756452,345713,12757695,7672,0.026770162375393595,341917,0.9224112263035782,0.027452967225915236,350638,0.08018361263180095,0.026813224256804775,342467,0.05840881519756452,0.02719483082043767,347341,0.05840881519756452,directional_discrepancies_not_robustly_ordered,12772317,7678,7678
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-11,5355,5347,8,0.05026734287101502,0.08035824350898178,0.07964589698302632,0.9006975789905621,0.8698335515242192,0.8685340802987862,0.8700280112044818,696,0,8,696,704,0.8698335515242192,0.8685340802987862,0.8700280112044818,0.03272633061202908,0.08016685499171264,426445,0.02113273186372518,0.0584053326892702,275373,13030639,7784,0.03255422261915298,424837,0.08016685499171264,0.03404815352484859,444333,0.08016685499171264,0.02076951694369445,271045,0.0584053326892702,0.02076951694369445,271045,0.0584053326892702,larger_target_residual_discrepancy_dominates,13050135,7792,7792
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2016-12,5610,5598,12,0.05028112656129097,0.08036638839185595,0.07964589698302632,0.9006975789905621,0.87513397642015,0.8732620320855615,0.875222816399287,699,1,12,700,711,0.87513397642015,0.8732620320855615,0.875222816399287,0.03125947877216832,0.07821657513426038,426452,0.015720999483519158,0.05672420150997181,214471,13642326,8035,0.031250690301113916,427246,0.07821657513426038,0.03303322149540982,451616,0.07821657513426038,0.01532398985632228,209503,0.05672420150997181,0.01585874921461105,216814,0.05672420150997181,larger_target_residual_discrepancy_dominates,13671570,8047,8047
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-01,5021,4980,41,0.05027180475970816,0.08036696252608017,0.07964589698302632,0.9006975789905621,0.8857429718875502,0.8785102569209321,0.8862776339374626,569,2,41,571,610,0.8857429718875502,0.8785102569209321,0.8862776339374626,0.02213952238992902,0.07823200333832725,268691,0.02174640292808493,0.05659365523448335,263920,12136260,7417,0.022017824684948575,269414,0.07823200333832725,0.02898854764850165,354709,0.07823200333832725,0.02020508529747486,247233,0.05659365523448335,0.02100173935045235,256981,0.05659365523448335,larger_target_residual_discrepancy_dominates,12236177,7458,7458
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-02,4253,4220,33,0.05027008669039415,0.08036519052684475,0.07964589698302632,0.9006975789905621,0.8845971563981042,0.8777333646837526,0.8852574653185986,487,1,33,488,520,0.8845971563981043,0.8777333646837526,0.8852574653185986,0.019387814634962183,0.9222498152909044,199387,0.03732387929374746,0.06422204896190492,383844,10284140,6657,0.01870566442707993,193876,0.9222498152909044,0.025800320920490505,267409,0.08013571872845167,0.03395541788986528,351933,0.06422204896190492,0.037012083772771466,383614,0.06422204896190492,smaller_target_residual_discrepancy_dominates,10364561,6690,6690
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-03,6012,5964,48,0.05026561675017613,0.08036701808200984,0.07964589698302632,0.9006975789905621,0.8878269617706237,0.8807385229540918,0.8885562208915503,669,1,48,670,717,0.8878269617706237,0.8807385229540918,0.8885562208915503,0.017378859396290202,0.9224112263035782,252589,0.033818903022842295,0.06372256942541435,491533,14534268,8401,0.01670281376789575,244717,0.9224112263035782,0.024021509709346182,351945,0.9224112263035782,0.030492223049455734,446749,0.06372256942541435,0.033818903022842295,495489,0.06372256942541435,smaller_target_residual_discrepancy_dominates,14651244,8449,8449
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-04,4532,4438,94,0.050284250180962366,0.080368886853859,0.07964589698302632,0.9006975789905621,0.8760703019378098,0.8578993821712269,0.8781994704324801,550,2,94,552,644,0.8760703019378098,0.8578993821712269,0.8781994704324801,0.026885629628698175,0.08013571872845167,290779,0.027397954362508446,0.06477378864197815,296320,10815406,6875,0.02482089701972496,274134,0.08013571872845167,0.04534163841425276,500775,0.08013571872845167,0.0181909811268684,200910,0.06477378864197815,0.02878233152404404,317886,0.06477378864197815,directional_discrepancies_not_robustly_ordered,11044484,6969,6969
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-05,5805,5143,662,0.05026998360911271,0.08036848424817877,0.07964589698302632,0.9006975789905621,0.8699202799922224,0.7707149009474591,0.8818260120585701,669,17,662,686,1331,0.8699202799922224,0.7707149009474591,0.8818260120585701,0.033778458052908,0.07977848479213087,423362,0.023171915949036066,0.05841358132633393,290425,12533491,7580,0.02144974989016939,303445,0.07977848479213087,0.13395255529789984,1894998,0.08018361263180095,0.003820797446204208,54052,0.05055997960611498,0.029274990748781437,414147,0.05841358132633393,directional_discrepancies_not_robustly_ordered,14146785,8242,8242
catboost_platt,w01_2012m01_m06,5,1,2,primary_oot,2437,2195,2195,0.05029026008180106,0.08036503136586999,0.05029026008180106,0.9496179756958449,single_issue_month,2017-06,6235,4459,1776,0.05026619084232117,0.0803605733313198,0.07964589698302632,0.9006975789905621,0.8472751738057861,0.605934242181235,0.8838813151563754,681,43,1776,724,2457,0.847275173805786,0.605934242181235,0.8838813151563754,0.05787357442537364,0.08018361263180095,628888,0.03513588402168372,0.05673392318641704,381807,10866583,6896,0.01945554023953755,295621,0.08018361263180095,0.3030535986408414,4604807,0.08026782287845524,0.0033826279500838944,51398,0.05051207181287611,0.04659415671061512,707984,0.06421169175661663,directional_discrepancies_not_robustly_ordered,15194695,8672,8672
catboost_platt,w01_2012m01_m06,5,2,3,primary_oot,3249,2925,2925,0.08037134402127445,0.11187745514731459,0.08037134402127445,0.9193624989449553,single_issue_month,2016-04,5768,5763,5,0.08037262678169083,0.11189185129763644,0.8919735883395368,0.9002770083102493,0.8648273468679507,0.864251040221914,0.8649445214979196,779,0,4,779,783,0.8648273468679507,0.864251040221914,0.8649445214979196,0.04292579352891027,0.888381813085224,803742,0.007946865162852335,0.0846526406683438,148797,18723987,9012,0.042789064724492204,801877,0.888381813085224,0.04348254600049775,814873,0.888381813085224,0.007842325537912231,146967,0.0846526406683438,0.007842325537912231,146967,0.0846526406683438,larger_target_residual_discrepancy_dominates,18740232,9017,9017
catboost_platt,w01_2012m01_m06,5,2,3,primary_oot,3249,2925,2925,0.08037134402127445,0.11187745514731459,0.08037134402127445,0.9193624989449553,single_issue_month,2016-05,4608,4602,6,0.08037314348647974,0.11188793811973778,0.8919735883395368,0.9002770083102493,0.8570186875271621,0.8561197916666666,0.8572048611111112,658,0,5,658,663,0.8570186875271621,0.8561197916666666,0.8572048611111112,0.047933513190098004,0.11167827997876406,716697,0.01318789092862993,0.09371279299276164,197184,14951898,7851,0.04771480166974454,714357,0.11167827997876406,0.04901688500307787,733851,0.11167827997876406,0.01269501192674669,190062,0.09371279299276164,0.01291202581563558,193311,0.09371279299276164,larger_target_residual_discrepancy_dominates,14971392,7857,7857
catboost_platt,w01_2012m01_m06,5,2,3,primary_oot,3249,2925,2925,0.08037134402127445,0.11187745514731459,0.08037134402127445,0.9193624989449553,single_issue_month,2016-06,5366,5360,6,0.08037233250827519,0.11188462784345152,0.8919735883395368,0.9002770083102493,0.8794776119402985,0.878680581438688,0.8796123742079761,646,0,5,646,651,0.8794776119402985,0.878680581438688,0.8796123742079761,0.025441697330521904,0.8961036592499239,443058,0.03326017649517877,0.10290654949395184,579214,17414640,8609,0.025324458329848788,441510,0.8961036592499239,0.0262562510991369,457755,0.8961036592499239,0.03253296091449108,567184,0.10290654949395184,0.033464753683779186,583429,0.10290654949395184,smaller_target_residual_discrepancy_dominates,17434134,8615,8615
catboost_platt,w01_2012m01_m06,5,2,3,primary_oot,3249,2925,2925,0.08037134402127445,0.11187745514731459,0.08037134402127445,0.9193624989449553,single_issue_month,2016-07,5458,5451,7,0.08037076924278684,0.11189017579625216,0.8919735883395368,0.9002770083102493,0.8635112823335168,0.8627702455111763,0.8636863319897399,744,0,5,744,749,0.8635112823335168,0.8627702455111763,0.8636863319897399,0.04433657500644117,0.11167827997876406,785214,0.0005166485331501179,0.08223198865364473,9150,17710299,8700,0.044125762517226316,782484,0.11167827997876406,0.045408283587215326,805227,0.11167827997876406,0.00045006378488248095,7981,0.08223198865364473,0.0006332810805951963,11230,0.08223198865364473,larger_target_residual_discrepancy_dominates,17733042,8707,8707
catboost_platt,w01_2012m01_m06,5,2,3,primary_oot,3249,2925,2925,0.08037134402127445,0.11187745514731459,0.08037134402127445,0.9193624989449553,single_issue_month,2016-08,5877,5872,5,0.08037296273516663,0.11188936495155029,0.8919735883395368,0.9002770083102493,0.8756811989100818,0.875276501616471,0.8757869661391866,730,0,3,730,733,0.8756811989100818,0.875276501616471,0.8757869661391866,0.030337724959178386,0.11167827997876406,578787,0.009919054951303399,0.0925767312779136,189237,19078128,9121,0.030379944918851223,580086,0.11167827997876406,0.031060564282472117,593082,0.11167827997876406,0.009626239101959514,183807,0.0925767312779136,0.009796393942864738,187056,0.0925767312779136,larger_target_residual_discrepancy_dominates,19094373,9126,9126
