learner,window_id,taxonomy_groups,conformal_group,score_stratum,role,fit_rows,finite_sample_rank,raw_finite_sample_rank,fit_score_min,fit_score_max,fit_residual_min,fit_residual_max,target_scope,issue_month,target_rows,resolved_rows,unresolved_rows,score_min,score_max,fit_residual_quantile,fit_cdf_at_quantile,resolved_target_cdf_at_quantile,all_target_cdf_at_quantile_min,all_target_cdf_at_quantile_max,resolved_misses,unresolved_misses_min,unresolved_misses_max,misses_min,misses_max,coverage_resolved,coverage_lower,coverage_upper,resolved_calibration_minus_target_ks,resolved_calibration_minus_target_witness,resolved_calibration_minus_target_numerator,resolved_target_minus_calibration_ks,resolved_target_minus_calibration_witness,resolved_target_minus_calibration_numerator,resolved_directional_ks_denominator,resolved_ks_grid_points,calibration_minus_target_ks_min,calibration_minus_target_ks_min_numerator,calibration_minus_target_ks_min_witness,calibration_minus_target_ks_max,calibration_minus_target_ks_max_numerator,calibration_minus_target_ks_max_witness,target_minus_calibration_ks_min,target_minus_calibration_ks_min_numerator,target_minus_calibration_ks_min_witness,target_minus_calibration_ks_max,target_minus_calibration_ks_max_numerator,target_minus_calibration_ks_max_witness,sharp_directional_discrepancy_comparison,completion_directional_ks_denominator,low_completion_grid_points,high_completion_grid_points
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-04,4973,4972,1,0.007786031715928196,0.05025812349928266,0.049113187946657616,0.900492072170585,0.8877715205148834,0.8875930022119445,0.8877940880756083,558,0,1,558,559,0.8877715205148834,0.8875930022119445,0.8877940880756083,0.028563894385925864,0.03663409645605052,259754,0.0024076875335118874,0.011673450833906715,21895,9093788,6801,0.02845623337042446,258827,0.03663409645605052,0.028657319234088242,260656,0.03663409645605052,0.00240643378013828,21888,0.011673450833906715,0.00240643378013828,21888,0.011673450833906715,larger_target_residual_discrepancy_dominates,9095617,6802,6802
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-05,3346,3345,1,0.00766267060516738,0.05025015637054324,0.049113187946657616,0.900492072170585,0.8902840059790732,0.8900179318589361,0.8903167961745367,367,0,1,367,368,0.8902840059790732,0.8900179318589361,0.8903167961745367,0.0498646209017482,0.03021062401800777,305072,0.002792903895959549,0.010649466962787117,17087,6118005,5174,0.04994253112094217,305640,0.03021062401800777,0.04994253112094217,305640,0.03021062401800777,0.002791742390398171,17085,0.010649466962787117,0.002791742390398171,17085,0.010649466962787117,larger_target_residual_discrepancy_dominates,6119834,5175,5175
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-06,4445,4441,4,0.007506213709295213,0.05025873672589929,0.049113187946657616,0.900492072170585,0.8806575095699167,0.8798650168728909,0.8807649043869517,530,0,4,530,534,0.8806575095699167,0.8798650168728909,0.8807649043869517,0.06010657439395247,0.03374093191504658,488221,0.001125872551227201,0.009584239510485338,9145,8122589,6270,0.059972533504389046,487571,0.03374093191504658,0.060422477261419416,491229,0.03374093191504658,0.0011248593925759281,9145,0.009584239510485338,0.0011248593925759281,9145,0.009584239510485338,larger_target_residual_discrepancy_dominates,8129905,6274,6274
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-07,3425,3424,1,0.006680860179231397,0.05026018438607935,0.049113187946657616,0.900492072170585,0.8717873831775701,0.8715328467153285,0.8718248175182481,439,0,1,439,440,0.8717873831775701,0.8715328467153285,0.8718248175182481,0.0724447568509425,0.03766169017238344,453685,0.003766229950486196,0.011582172392521545,23586,6262496,5253,0.07228504268217247,452817,0.03766169017238344,0.07257701348509217,454646,0.03766169017238344,0.003764012882473371,23579,0.011582172392521545,0.003764012882473371,23579,0.011582172392521545,larger_target_residual_discrepancy_dominates,6264325,5254,5254
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-08,3495,3493,2,0.008263527604902076,0.050258007464498954,0.049113187946657616,0.900492072170585,0.8748926424277126,0.8743919885550787,0.874964234620887,437,0,2,437,439,0.8748926424277126,0.8743919885550787,0.874964234620887,0.07782432004522988,0.039606972283856776,497196,0.00335577035505049,0.011826827760310259,21439,6388697,5322,0.07811675039950065,499350,0.039606972283856776,0.07811675039950065,499350,0.039606972283856776,0.0033513470387674027,21423,0.011826827760310259,0.0033513470387674027,21423,0.011826827760310259,larger_target_residual_discrepancy_dominates,6392355,5324,5324
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-09,2930,2927,3,0.007709554612282665,0.05026289232108238,0.049113187946657616,0.900492072170585,0.8821318756405876,0.8812286689419795,0.8822525597269625,345,0,3,345,348,0.8821318756405876,0.8812286689419795,0.8822525597269625,0.06448549477041396,0.039385385620522836,345222,0.0020498804236419544,0.009296481355943137,10974,5353483,4756,0.06433251165802384,344756,0.039385385620522836,0.06501510551467912,348414,0.039385385620522836,0.0020477815699658703,10974,0.009296481355943137,0.0020477815699658703,10974,0.009296481355943137,larger_target_residual_discrepancy_dominates,5358970,4759,4759
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-10,3711,3706,5,0.0062614248598770435,0.05025741718547202,0.049113187946657616,0.900492072170585,0.8820831084727468,0.8808946375639989,0.8819725141471302,437,1,5,438,442,0.882083108472747,0.8808946375639989,0.8819725141471302,0.046425978058721146,0.03947174110096888,314688,0.004033327658338981,0.010666580519293634,27339,6778274,5535,0.046611974301277115,316375,0.03947174110096888,0.04715091259284273,320033,0.03947174110096888,0.004026420057462196,27329,0.010666580519293634,0.004026420057462196,27329,0.010666580519293634,larger_target_residual_discrepancy_dominates,6787419,5540,5540
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-11,3813,3811,2,0.00758065716852922,0.05026385249466182,0.049113187946657616,0.900492072170585,0.8921542902125427,0.8916863362182009,0.8922108575924469,411,0,2,411,413,0.8921542902125427,0.8916863362182009,0.8922108575924469,0.04408033549110163,0.03375191533325073,307254,0.0028424810973500638,0.010658227223338788,19813,6970319,5640,0.04374863868922998,305102,0.03375191533325073,0.04427316006347597,308760,0.03375191533325073,0.0028404165944338504,19809,0.010658227223338788,0.0028404165944338504,19809,0.010658227223338788,larger_target_residual_discrepancy_dominates,6973977,5642,5642
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2016-12,4107,4099,8,0.007613745882653481,0.05026355412542677,0.049113187946657616,0.900492072170585,0.8885093925347646,0.8867786705624543,0.8887265644022401,457,0,8,457,465,0.8885093925347646,0.8867786705624543,0.8887265644022401,0.031578465776834715,0.03959044651290096,236746,0.005216703963454528,0.012543747486044018,39110,7497071,5928,0.03095849236850818,232551,0.03959044651290096,0.0326628994783207,245354,0.03959044651290096,0.005190567305443253,38990,0.012543747486044018,0.005190567305443253,38990,0.012543747486044018,larger_target_residual_discrepancy_dominates,7511703,5936,5936
catboost_platt,w01_2012m01_m06,5,0,1,primary_oot,1829,1647,1647,0.009701465766812493,0.05025870117266396,0.009701465766812493,0.9863763947587818,single_issue_month,2017-01,4007,3984,23,0.008064451246543895,0.05026270714174838,0.049113187946657616,0.900492072170585,0.9061244979919679,0.9009233840778638,0.9061642126279011,374,2,23,376,397,0.9061244979919678,0.9009233840778638,0.9061642126279011,0.016073314581453203,0.03374093191504658,117122,0.008150013943142718,0.048890170148364,59387,7286736,5813,0.016185044133400776,118617,0.037913126541326087,0.01893024004056324,138736,0.037913126541326087,0.0058607114968160555,42952,0.01865985367129745,0.007979065612761047,58477,0.048890170148364,larger_target_residual_discrepancy_dominates,7328803,5836,5836
