policy_label,policy,months,expected_objective,realized_payoff_lower,weighted_pd_point,weighted_pd_effective,weighted_default_lower,weighted_miscoverage_lower
selected_conformal_guardrail,Conformal guardrail,6,668966.605839532,581408.640810124,0.0683133989321732,0.1699999999999999,0.0911853452962949,0.1361124622226593
same_threshold_point_pd,"Point PD, same numeric threshold",6,741668.2791926727,531148.54,0.1012688159422365,0.1012688159422365,0.1549874999999999,0.1434708333333333
development_matched_point_pd_low,"Point PD, development match (low)",6,673010.1802506995,518358.5213951228,0.0650317938909284,0.0650317938909284,0.1071697625973185,0.1183124999999999
development_matched_point_pd,"Point PD, development match (mean)",6,684388.5443613498,509964.4957337214,0.0683133989321731,0.0683133989321731,0.115486079555425,0.1288797798441012
development_matched_point_pd_high,"Point PD, development match (high)",6,695151.1574811246,516318.6080531162,0.0717053150638489,0.0717053150638489,0.1197558349024528,0.1338058349024528
