method,window_id,taxonomy_groups,role,conformal_group,candidate_rows,resolved_rows,unresolved_rows,coverage_resolved,coverage_lower,coverage_upper,coverage_resolved_y0,coverage_resolved_y1,rows,mean_width,average_set_size,singleton_share,set_empty_count,set_empty_share,set_zero_only_count,set_zero_only_share,set_one_only_count,set_one_only_share,set_both_count,set_both_share,lower_positive_share,upper_saturated_share,width_q00,width_q10,width_q25,width_q50,width_q75,width_q90,width_q100,score_min,score_max,fit_rows,fit_prevalence,fit_residual_quantile,fit_score_min,fit_score_max,scores_below_fit_range,scores_above_fit_range,venn_multiprobability_gap_mean,venn_multiprobability_gap_q50,coverage_upper_below_nominal
platt,w02_2012m02_m07,5,primary_oot,3,80235,77819,2416,0.8780888985980287,0.8621798467003178,0.8817598304979124,1.0,0.36032634346975934,80235,0.9913579274533129,1.3370848133607527,0.6629151866392472,0,0.0,53189,0.6629151866392472,0,0.0,27046,0.3370848133607528,0.0,0.3370848133607528,0.9747709835006423,0.9782965153072603,0.9837546628325533,0.9932991980411393,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,4098,0.1612981942410932,0.862876020574146,0.1118957731833843,0.15326107739536926,4,0,,,True
platt,w02_2012m02_m07,5,primary_oot,4,77223,74890,2333,0.883976498865002,0.8718516504150318,0.8874817088173212,1.0,0.5365619499706651,77223,0.9898884366361256,1.4880799761729018,0.5119200238270981,0,0.0,39532,0.5119200238270981,0,0.0,37691,0.48807997617290183,0.0,0.48807997617290183,0.9644266363133258,0.9698174076884973,0.9788645427035683,0.9988445168596374,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,4365,0.21786941580756014,0.8111630187017316,0.1532638278468384,0.4831174891615209,3,32,,,True
platt,w03_2012m03_m08,5,primary_oot,-1,376890,364814,12076,0.8777349553471084,0.8556528430045902,0.8811430390830216,0.9851157411919101,0.29751456855999436,376890,0.6653200651843034,1.1826501101117037,0.7891772135105733,5309,0.014086338188861472,297433,0.7891772135105733,0,0.0,74148,0.19673644830056516,0.014086338188861472,0.19673644830056516,0.054239731200646374,0.08933755876411392,0.14275810252805138,0.9793603622579774,0.9961042627119951,1.0,1.0,0.005424291130823528,0.5544847575803251,19049,0.14116226573573415,0.8266480025829714,0.009701465766812493,0.4831174891615209,139,32,,,True
platt,w03_2012m03_m08,5,primary_oot,0,60520,58445,2075,0.8798528531097614,0.8496860541969598,0.8817911434236616,0.942313683091752,0.0,60520,0.08433029469882233,0.9406311962987443,0.9406311962987443,3593,0.05936880370125578,56927,0.9406311962987443,0,0.0,0,0.0,0.05936880370125578,0.0,0.054239731200646374,0.06991788284140439,0.07709794698110137,0.08573814373961161,0.09280230169960481,0.09665370117227436,0.09763088013964569,0.005424291130823528,0.05026398374733186,2182,0.04903758020164986,0.048815440069822844,0.009701465766812493,0.05025870117266396,139,13,,,True
platt,w03_2012m03_m08,5,primary_oot,1,79865,77165,2700,0.8750728957428886,0.8454892631315345,0.8785450447630376,0.9792050348757958,0.0,79865,0.1450774403991096,0.9785137419395229,0.9785137419395229,1716,0.021486258060477055,78149,0.9785137419395229,0,0.0,0,0.0,0.021486258060477055,0.0,0.12997520904114895,0.13308810695526083,0.13765570264525,0.14507227941426398,0.15258424915999158,0.15700682788569273,0.15941918458194565,0.05026561675017613,0.080368886853859,2931,0.0791538723984988,0.07970959229097281,0.05029026008180106,0.080358953595577,57,33,,,True
platt,w03_2012m03_m08,5,primary_oot,2,79047,76495,2552,0.8696777567161252,0.845092160360292,0.8738851569319519,1.0,0.1187234794908062,79047,0.9872553690886571,1.1045580477437473,0.8954419522562526,0,0.0,70782,0.8954419522562526,0,0.0,8265,0.10455804774374738,0.0,0.10455804774374738,0.9719781876104059,0.9750096220204256,0.9795698340729467,0.9872825611487951,0.9952422699167978,1.0,1.0,0.08036959879849867,0.11189296397180755,4018,0.11398705823792932,0.8916085888119072,0.08037134402127445,0.11188898033944253,4,10,,,True
platt,w03_2012m03_m08,5,primary_oot,3,80235,77819,2416,0.8799393464321053,0.864236305851561,0.883554558484452,1.0,0.3700357359584654,80235,0.9916459658278117,1.3476911572256496,0.6523088427743503,0,0.0,52338,0.6523088427743503,0,0.0,27897,0.34769115722564964,0.0,0.34769115722564964,0.9752089152466552,0.9787344470532733,0.9841925945785662,0.9937371297871522,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,4806,0.16146483562213898,0.863313952320159,0.1118957731833843,0.15326107739536926,4,0,,,True
platt,w03_2012m03_m08,5,primary_oot,4,77223,74890,2333,0.8847643210041394,0.8727322170855834,0.8882457298991233,1.0,0.539708784468505,77223,0.9900924714931949,1.4919000815819121,0.5080999184180879,0,0.0,39237,0.5080999184180879,0,0.0,37986,0.4919000815819121,0.0,0.4919000815819121,0.9648267601036307,0.9702175314788022,0.9792646664938731,0.9992446406499422,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,5112,0.21830985915492956,0.8115631424920364,0.1532638278468384,0.4831174891615209,3,32,,,True
platt,w04_2012m04_m09,5,primary_oot,-1,376890,364814,12076,0.8748732230670972,0.8525697153015469,0.8783411605508239,0.9836831881289753,0.2869304219616654,376890,0.665031208384886,1.171156040223938,0.7980869749794369,5796,0.015378492398312505,300791,0.7980869749794369,0,0.0,70303,0.18653453262225053,0.015378492398312505,0.18653453262225053,0.0539599419893023,0.08905776955276984,0.14283617519766612,0.9786919648415489,0.9953512704484286,1.0,1.0,0.005424291130823528,0.5544847575803251,21767,0.14126889327881656,0.8255389571463173,0.009701465766812493,0.4831174891615209,139,32,,,True
platt,w04_2012m04_m09,5,primary_oot,0,60520,58445,2075,0.8694328000684404,0.8396232650363517,0.8713648380700595,0.9311539095856773,0.0,60520,0.08403227703546395,0.9291804362194316,0.9291804362194316,4286,0.0708195637805684,56234,0.9291804362194316,0,0.0,0,0.0,0.0708195637805684,0.0,0.0539599419893023,0.06963809363006032,0.0768181577697573,0.08545835452826753,0.09252251248826072,0.09637391196093027,0.09707130171695755,0.005424291130823528,0.05026398374733186,2320,0.04482758620689655,0.04853565085847877,0.009701465766812493,0.05025870117266396,139,13,,,True
platt,w04_2012m04_m09,5,primary_oot,1,79865,77165,2700,0.8772500485971619,0.8475928128717211,0.8807738057972829,0.9816412650995519,0.0,79865,0.14515708835622113,0.9810930945971327,0.9810930945971327,1510,0.01890690540286734,78355,0.9810930945971327,0,0.0,0,0.0,0.01890690540286734,0.0,0.13005328171076364,0.13316617962487554,0.13773377531486475,0.1451503520838787,0.15266232182960626,0.15708490055530744,0.15957532992117507,0.05026561675017613,0.080368886853859,3199,0.07783682400750234,0.07978766496058752,0.050276812744011044,0.080358953595577,26,33,,,True
platt,w04_2012m04_m09,5,primary_oot,2,79047,76495,2552,0.8629322177920126,0.837223424038863,0.8673573949675509,1.0,0.07310820367751059,79047,0.9860405848595958,1.0652776196440092,0.9347223803559908,0,0.0,73887,0.9347223803559908,0,0.0,5160,0.06527761964400926,0.0,0.06527761964400926,0.9706506760379107,0.9736821104479304,0.9782423225004515,0.9859550495762999,0.9939147583443027,0.9988215044155954,1.0,0.08036959879849867,0.11189296397180755,4511,0.10995344712923964,0.890281077239412,0.08037134402127445,0.11188898033944253,4,10,,,True
platt,w04_2012m04_m09,5,primary_oot,3,80235,77819,2416,0.8760199951168738,0.8599364367171434,0.8797532249018508,1.0,0.34947070325669205,80235,0.9910789008638985,1.3268274443821275,0.6731725556178725,0,0.0,54012,0.6731725556178725,0,0.0,26223,0.3268274443821275,0.0,0.3268274443821275,0.974353351447199,0.977878883253817,0.98333703077911,0.9928815659876961,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,5643,0.16055289739500267,0.8624583885207028,0.11189434820589264,0.15326107739536926,0,0,,,True
platt,w04_2012m04_m09,5,primary_oot,4,77223,74890,2333,0.887675257043664,0.875917796511402,0.8910687230488326,1.0,0.5513360712571337,77223,0.9906665389613523,1.5039949237921344,0.49600507620786555,0,0.0,38303,0.49600507620786555,0,0.0,38920,0.5039949237921345,0.0,0.5039949237921345,0.9659701677392706,0.971360939114442,0.980408074129513,1.0,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,6094,0.21660649819494585,0.8127065501276763,0.1532638278468384,0.4831174891615209,3,32,,,True
platt,w05_2012m05_m10,5,primary_oot,-1,376890,364814,12076,0.87251311627295,0.8499323410013532,0.8760327947146382,0.9829977715841243,0.275521308713052,376890,0.6647076525088492,1.160824113136459,0.8071347077396588,6038,0.01602058956194115,304201,0.8071347077396588,0,0.0,66651,0.17684470269840005,0.01602058956194115,0.17684470269840005,0.053862759496348916,0.08896058705981646,0.14283524655328017,0.9779902667559446,0.9946330525536466,1.0,1.0,0.005424291130823528,0.5544847575803251,24270,0.13976102183765965,0.8238022572208143,0.009371217051990668,0.4831174891615209,119,32,,,True
platt,w05_2012m05_m10,5,primary_oot,0,60520,58445,2075,0.8658567884335701,0.8361698612029081,0.8677627230667548,0.9273240365762034,0.0,60520,0.08392801191163496,0.9252148050231328,0.9252148050231328,4526,0.07478519497686716,55994,0.9252148050231328,0,0.0,0,0.0,0.07478519497686716,0.0,0.053862759496348916,0.06954091113710693,0.07672097527680391,0.08536117203531415,0.09242532999530735,0.0962767294679769,0.09687693673105077,0.005424291130823528,0.05026398374733186,2456,0.04682410423452769,0.048438468365525386,0.009371217051990668,0.05025870117266396,119,13,,,True
platt,w05_2012m05_m10,5,primary_oot,1,79865,77165,2700,0.8772241301108015,0.8475677706129092,0.8807487635384712,0.981612262358793,0.0,79865,0.145156142146416,0.981068052338321,0.981068052338321,1512,0.018931947661679084,78353,0.981068052338321,0,0.0,0,0.0,0.018931947661679084,0.0,0.13005235306637772,0.13316525098048962,0.1377328466704788,0.14514942343949278,0.15266139318522035,0.1570839719109215,0.15957347263240318,0.05026561675017613,0.080368886853859,3483,0.07723227103072064,0.07978673631620159,0.050276812744011044,0.080358953595577,26,33,,,True
platt,w05_2012m05_m10,5,primary_oot,2,79047,76495,2552,0.8585267010915746,0.8320872392374157,0.8630941085683201,1.0,0.043316831683168355,79047,0.9852197606709866,1.0393689830101078,0.9606310169898921,0,0.0,75935,0.9606310169898921,0,0.0,3112,0.03936898301010791,0.0,0.03936898301010791,0.9697844002483141,0.9728158346583339,0.977376046710855,0.9850887737867033,0.9930484825547061,0.9979552286259988,1.0,0.08036959879849867,0.11189296397180755,5001,0.10657868426314737,0.8894148014498154,0.08037134402127445,0.11188898033944253,4,10,,,True
platt,w05_2012m05_m10,5,primary_oot,3,80235,77819,2416,0.8725632557601614,0.8558982987474294,0.8764005733158846,1.0,0.3313330186770953,80235,0.9905589508784607,1.309241602791799,0.6907583972082009,0,0.0,55423,0.6907583972082009,0,0.0,24812,0.3092416027917991,0.0,0.3092416027917991,0.9735908672090104,0.9771163990156284,0.9825745465409215,0.9921190817495075,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,6360,0.1589622641509434,0.8616959042825142,0.11189434820589264,0.1532592704631575,0,4,,,True
platt,w05_2012m05_m10,5,primary_oot,4,77223,74890,2333,0.8870877286687141,0.8752314724887663,0.8904989446149463,1.0,0.5489892794282362,77223,0.9905505449820876,1.5014956683889515,0.4985043316110485,0,0.0,38496,0.4985043316110485,0,0.0,38727,0.5014956683889514,0.0,0.5014956683889514,0.9657369165749268,0.9711276879500983,0.9801748229651692,1.0,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,6970,0.21004304160688667,0.8124732989633325,0.1532638278468384,0.4831174891615209,3,32,,,True
platt,w06_2012m06_m11,5,primary_oot,-1,376890,364814,12076,0.8721129123334083,0.8494255618350182,0.8756692934277905,0.9835987292182353,0.2697114371972197,376890,0.6645688455708322,1.1568282522751996,0.812271485048688,5823,0.015450131338056197,306137,0.812271485048688,0,0.0,64930,0.17227838361325587,0.015450131338056197,0.17227838361325587,0.05389117253953069,0.08898900010299823,0.14289258993779208,0.9776415565716892,0.9942949912817858,1.0,1.0,0.005424291130823528,0.5544847575803251,26685,0.1380925613640622,0.8228775147793896,0.009275781579087032,0.4831174891615209,113,32,,,True
platt,w06_2012m06_m11,5,primary_oot,0,60520,58445,2075,0.8667636239199247,0.8370456047587574,0.8686880370125578,0.9282952483920031,0.0,60520,0.08395853514900146,0.9262227362855254,0.9262227362855254,4465,0.07377726371447456,56055,0.9262227362855254,0,0.0,0,0.0,0.07377726371447456,0.0,0.05389117253953069,0.06956932418028872,0.07674938831998569,0.08538958507849592,0.09245374303848912,0.09630514251115867,0.09693376281741434,0.005424291130823528,0.05026398374733186,2551,0.04547236377891023,0.04846688140870716,0.009275781579087032,0.0502440148351461,113,49,,,True
platt,w06_2012m06_m11,5,primary_oot,1,79865,77165,2700,0.8789347502105878,0.8492205596944844,0.8824766793964816,0.983526443248887,0.0,79865,0.14521451223709567,0.9829963062668252,0.9829963062668252,1358,0.017003693733174733,78507,0.9829963062668252,0,0.0,0,0.0,0.017003693733174733,0.0,0.13010969645088966,0.13322259436500153,0.1377901900549907,0.14520676682400468,0.15271873656973228,0.15714131529543343,0.15968815940142705,0.05026561675017613,0.080368886853859,3783,0.07930214115781126,0.07984407970071351,0.050276812744011044,0.08036276767781429,26,22,,,True
platt,w06_2012m06_m11,5,primary_oot,2,79047,76495,2552,0.8577684816001045,0.8311890394322365,0.8623603678823991,1.0,0.038189533239038176,79047,0.9850630399535071,1.0339797841790328,0.9660202158209673,0,0.0,76361,0.9660202158209673,0,0.0,2686,0.033979784179032725,0.0,0.033979784179032725,0.9696217045689289,0.9726531389789487,0.9772133510314698,0.9849260781073181,0.9928857868753209,0.9977925329466136,1.0,0.08036959879849867,0.11189296397180755,5502,0.10523446019629226,0.8892521057704302,0.08037134402127445,0.11188898033944253,4,10,,,True
platt,w06_2012m06_m11,5,primary_oot,3,80235,77819,2416,0.8702116449710224,0.8533183772667788,0.8741197731663239,1.0,0.3189939990560313,80235,0.9902239885218164,1.2983112108182215,0.7016887891817786,0,0.0,56300,0.7016887891817786,0,0.0,23935,0.2983112108182215,0.0,0.2983112108182215,0.9731098359180176,0.9766353677246356,0.9820935152499286,0.9916380504585146,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,7126,0.1570305921975863,0.8612148729915213,0.11189434820589264,0.15326086877975426,0,1,,,True
platt,w06_2012m06_m11,5,primary_oot,4,77223,74890,2333,0.8858859660835893,0.8739624205223833,0.8893334887274517,1.0,0.5441890234145821,77223,0.9902972534336264,1.4960827732670319,0.5039172267329681,0,0.0,38914,0.5039172267329681,0,0.0,38309,0.4960827732670318,0.0,0.4960827732670318,0.9652314538104568,0.9706222251856282,0.9796693602006993,0.9996493343567685,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,7723,0.20341836074064482,0.8119678361988626,0.15326999047696915,0.4831174891615209,10,32,,,True
platt,w07_2012m07_m12,5,primary_oot,-1,376890,364814,12076,0.8694814343747773,0.8465175515402372,0.8730929448910822,0.9829815294859051,0.2561960261180931,376890,0.6641544351090524,1.1452253973307862,0.8226432115471358,6055,0.01606569556103903,310046,0.8226432115471358,0,0.0,60789,0.1612910928918252,0.01606569556103903,0.1612910928918252,0.05390479242464117,0.08900261998810871,0.142788277391194,0.9767883025628927,0.9934566726155654,1.0,1.0,0.005424291130823528,0.5544847575803251,28411,0.13248389708211608,0.8164243127235671,0.009275781579087032,0.49345656902413654,113,18,,,True
platt,w07_2012m07_m12,5,primary_oot,0,60520,58445,2075,0.8673966977500214,0.8376569729015202,0.8693324520819564,0.9289732641879387,0.0,60520,0.08397315600376638,0.926867151354924,0.926867151354924,4426,0.073132848645076,56094,0.926867151354924,0,0.0,0,0.0,0.073132848645076,0.0,0.05390479242464117,0.0695829440653992,0.07676300820509617,0.0854032049636064,0.0924673629235996,0.09631876239626914,0.09696100258763529,0.005424291130823528,0.05026398374733186,2733,0.04427369191364801,0.04848050129381764,0.009275781579087032,0.0502440148351461,113,49,,,True
platt,w07_2012m07_m12,5,primary_oot,1,79865,77165,2700,0.8759930020086827,0.8463782633193514,0.8794716083390722,0.9802346321727403,0.0,79865,0.14510825010558204,0.9796030801978338,0.9796030801978338,1629,0.020396919802166156,78236,0.9796030801978338,0,0.0,0,0.0,0.020396919802166156,0.0,0.13000538390429156,0.13311828181840346,0.13768587750839265,0.1451024542774066,0.1526144240231342,0.15703700274883534,0.15947953430823086,0.05026561675017613,0.080368886853859,4268,0.07450796626054358,0.07973976715411543,0.050276812744011044,0.08036276767781429,26,22,,,True
platt,w07_2012m07_m12,5,primary_oot,2,79047,76495,2552,0.8536505653964311,0.8264829784811568,0.858375396915759,1.0,0.01034299858557286,79047,0.9842633701640714,1.0095639303199362,0.9904360696800638,0,0.0,78291,0.9904360696800638,0,0.0,756,0.00956393031993624,0.0,0.00956393031993624,0.9688041979484261,0.9718356323584458,0.9763958444109669,0.9841085714868153,0.992068280254818,0.9969750263261108,1.0,0.08036959879849867,0.11189296397180755,5929,0.10170349131388093,0.8884345991499274,0.08038328560604849,0.11188898033944253,44,10,,,True
platt,w07_2012m07_m12,5,primary_oot,3,80235,77819,2416,0.8669091096004832,0.849404873185019,0.8709166822459027,1.0,0.30166543051716,80235,0.9896682178015767,1.280663052283916,0.719336947716084,0,0.0,57716,0.719336947716084,0,0.0,22519,0.28066305228391597,0.0,0.28066305228391597,0.9723276964209384,0.9758532282275565,0.9813113757528494,0.9908559109614354,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,7430,0.15047106325706594,0.8604327334944422,0.11189434820589264,0.15326086877975426,0,1,,,True
platt,w07_2012m07_m12,5,primary_oot,4,77223,74890,2333,0.8832420883963146,0.8711135283529519,0.8867694857749634,1.0,0.5336284601845431,77223,0.9897691513610153,1.4857879129274958,0.5142120870725043,0,0.0,39709,0.5142120870725043,0,0.0,37514,0.4857879129274957,0.0,0.4857879129274957,0.9641941457173917,0.9695849170925632,0.9786320521076342,0.9986120262637033,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,8051,0.19922990932803378,0.8109305281057975,0.15326999047696915,0.49345656902413654,10,18,,,True
platt,w08_2012m08_2013m01,5,primary_oot,-1,376890,364814,12076,0.8658549288130389,0.8424845445620738,0.8695640637851894,0.9830562431377134,0.23257038545250297,376890,0.5005686881638921,1.128127570378625,0.8397357319111677,6056,0.016068348855103613,316488,0.8397357319111677,0,0.0,54346,0.14419591923372868,0.016068348855103613,0.14419591923372868,0.05408270522336448,0.08918053278683202,0.14269205142933994,0.2108606159144652,0.9855777292913334,1.0,1.0,0.005424291130823528,0.5544847575803251,30129,0.12761790965514952,0.8091359890849514,0.009275781579087032,0.49345656902413654,113,18,,,True
platt,w08_2012m08_2013m01,5,primary_oot,0,60520,58445,2075,0.8740525280177945,0.8440846001321877,0.8759748843357568,0.9361015924208829,0.0,60520,0.0841634286508453,0.93433575677462,0.93433575677462,3974,0.06566424322538005,56546,0.93433575677462,0,0.0,0,0.0,0.06566424322538005,0.0,0.05408270522336448,0.0697608568641225,0.07694092100381948,0.08558111776232971,0.09264527572232291,0.09649667519499246,0.09731682818508192,0.005424291130823528,0.05026398374733186,2847,0.04636459430979979,0.04865841409254095,0.009275781579087032,0.05024758432419906,113,39,,,True
platt,w08_2012m08_2013m01,5,primary_oot,1,79865,77165,2700,0.8733752348862827,0.8438489951793652,0.8768046077756213,0.9773053553560811,0.0,79865,0.1450099004424735,0.9765228823639892,0.9765228823639892,1875,0.023477117636010767,77990,0.9765228823639892,0,0.0,0,0.0,0.023477117636010767,0.0,0.12990915794243746,0.13302205585654936,0.13758965154653857,0.14500622831555252,0.15251819806128009,0.15694077678698126,0.15928708238452272,0.05026561675017613,0.080368886853859,4572,0.07086614173228346,0.07964354119226134,0.050276812744011044,0.08036276767781429,26,22,,,True
platt,w08_2012m08_2013m01,5,primary_oot,2,79047,76495,2552,0.8499771226877574,0.8225359596189609,0.8547066934861538,0.9974840065661292,0.0,79047,0.2076312400549422,0.9973813047933507,0.9973813047933507,207,0.002618695206649209,78840,0.9973813047933507,0,0.0,0,0.0,0.002618695206649209,0.0,0.1921706871656252,0.19520212157564493,0.19976233362816603,0.20747506070401445,0.21543476947201712,0.22034151554330988,0.22360217673425303,0.08036959879849867,0.11189296397180755,6238,0.0971465213209362,0.1118010883671265,0.08037270083776406,0.11188325252114233,7,26,,,True
platt,w08_2012m08_2013m01,5,primary_oot,3,80235,77819,2416,0.8619745820429459,0.8437838848382875,0.8661307409484639,1.0,0.2757737172139437,80235,0.9887897361431687,1.2542032778712533,0.7457967221287468,0,0.0,59839,0.7457967221287468,0,0.0,20396,0.2542032778712532,0.0,0.2542032778712532,0.9711285395370555,0.9746540713436735,0.9801122188689665,0.9896567540775525,1.0,1.0,1.0,0.11189496292649623,0.15326092137265918,7820,0.14437340153452685,0.8592335766105592,0.11189434820589264,0.15326086877975426,0,1,,,True
platt,w08_2012m08_2013m01,5,primary_oot,4,77223,74890,2333,0.8719588730137535,0.858889191044119,0.8758271499423746,1.0,0.4885593898341245,77223,0.9872236946147112,1.4396358597827073,0.5603641402172927,0,0.0,43273,0.5603641402172927,0,0.0,33950,0.43963585978270725,0.0,0.43963585978270725,0.9594596299942448,0.9648504013694164,0.9738975363844873,0.9938775105405564,1.0,1.0,1.0,0.1532636176115942,0.5544847575803251,8652,0.191169671752196,0.8061960123826506,0.15326999047696915,0.49345656902413654,10,18,,,True
