method,window_id,taxonomy_groups,role,conformal_group,candidate_rows,resolved_rows,unresolved_rows,coverage_resolved,coverage_lower,coverage_upper,coverage_resolved_y0,coverage_resolved_y1,rows,mean_width,average_set_size,singleton_share,set_empty_count,set_empty_share,set_zero_only_count,set_zero_only_share,set_one_only_count,set_one_only_share,set_both_count,set_both_share,lower_positive_share,upper_saturated_share,width_q00,width_q10,width_q25,width_q50,width_q75,width_q90,width_q100,score_min,score_max,fit_rows,fit_prevalence,fit_residual_quantile,fit_score_min,fit_score_max,scores_below_fit_range,scores_above_fit_range,venn_multiprobability_gap_mean,venn_multiprobability_gap_q50,coverage_upper_below_nominal
isotonic,w01_2012m01_m06,5,primary_oot,-1,376890,364814,12076,0.9088576644536668,0.8891214943352171,0.9117779723526759,1.0,0.41637997612862454,376890,0.665929105735027,1.301703414789461,0.6982965852105388,0,0.0,263181,0.6982965852105388,0,0.0,113709,0.3017034147894611,0.0,0.3017034147894611,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,14948,0.13674070109713674,0.8262195121951219,0.0,0.5,0,0,,,False
isotonic,w01_2012m01_m06,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,1829,0.05248769819573537,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w01_2012m01_m06,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,2437,0.07796471070988921,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w01_2012m01_m06,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,3249,0.11665127731609726,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w01_2012m01_m06,5,primary_oot,3,80235,77819,2416,0.8748249142240327,0.8585779273384433,0.8785941297438774,1.0,0.34320005394106934,80235,0.9911633086689565,1.3212438462017824,0.6787561537982177,0,0.0,54460,0.6787561537982177,0,0.0,25775,0.32124384620178226,0.0,0.32124384620178226,0.9695896009743712,0.9695896009743712,0.9695896009743712,0.999468421616443,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,3603,0.15431584790452402,0.8610478359908884,0.10854176498348278,0.14970453053184507,0,0,,,True
isotonic,w01_2012m01_m06,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,3830,0.21488250652741514,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w02_2012m02_m07,5,primary_oot,-1,376890,364814,12076,0.9249398323529251,0.9070471490355276,0.9273448486295737,1.0,0.5193603875588009,376890,0.6660059142752397,1.3857942635782323,0.6142057364217677,0,0.0,231488,0.6142057364217677,0,0.0,145402,0.3857942635782324,0.0,0.3857942635782324,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,16674,0.14081804006237256,0.8502954694681549,0.0,0.5,0,0,,,False
isotonic,w02_2012m02_m07,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,1943,0.049922799794132784,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w02_2012m02_m07,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,2647,0.0819795995466566,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w02_2012m02_m07,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,3621,0.11654239160452913,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w02_2012m02_m07,5,primary_oot,3,80235,77819,2416,0.9502178131304694,0.9427805820402567,0.9517168318065682,1.0,0.7387903715191153,80235,0.991524103468243,1.7162460272948215,0.28375397270517855,0,0.0,22767,0.28375397270517855,0,0.0,57468,0.7162460272948215,0.0,0.7162460272948215,0.9701211793579282,0.9701211793579282,0.9701211793579282,1.0,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,4098,0.1612981942410932,0.8615794143744454,0.10854176498348278,0.14970453053184507,0,0,,,False
isotonic,w02_2012m02_m07,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,4365,0.21786941580756014,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w03_2012m03_m08,5,primary_oot,-1,376890,364814,12076,0.9249398323529251,0.9070471490355276,0.9273448486295737,1.0,0.5193603875588009,376890,0.6660059142752397,1.3857942635782323,0.6142057364217677,0,0.0,231488,0.6142057364217677,0,0.0,145402,0.3857942635782324,0.0,0.3857942635782324,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,19049,0.14116226573573415,0.8502954694681549,0.0,0.5,0,0,,,False
isotonic,w03_2012m03_m08,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2182,0.04903758020164986,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w03_2012m03_m08,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,2931,0.0791538723984988,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w03_2012m03_m08,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,4018,0.11398705823792932,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w03_2012m03_m08,5,primary_oot,3,80235,77819,2416,0.9502178131304694,0.9427805820402567,0.9517168318065682,1.0,0.7387903715191153,80235,0.991524103468243,1.7162460272948215,0.28375397270517855,0,0.0,22767,0.28375397270517855,0,0.0,57468,0.7162460272948215,0.0,0.7162460272948215,0.9701211793579282,0.9701211793579282,0.9701211793579282,1.0,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,4806,0.16146483562213898,0.8615794143744454,0.10854176498348278,0.14970453053184507,0,0,,,False
isotonic,w03_2012m03_m08,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,5112,0.21830985915492956,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w04_2012m04_m09,5,primary_oot,-1,376890,364814,12076,0.9249398323529251,0.9070471490355276,0.9273448486295737,1.0,0.5193603875588009,376890,0.6660059142752397,1.3857942635782323,0.6142057364217677,0,0.0,231488,0.6142057364217677,0,0.0,145402,0.3857942635782324,0.0,0.3857942635782324,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,21767,0.14126889327881656,0.8502954694681549,0.0,0.5,0,0,,,False
isotonic,w04_2012m04_m09,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2320,0.04482758620689655,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w04_2012m04_m09,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,3199,0.07783682400750234,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w04_2012m04_m09,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,4511,0.10995344712923964,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w04_2012m04_m09,5,primary_oot,3,80235,77819,2416,0.9502178131304694,0.9427805820402567,0.9517168318065682,1.0,0.7387903715191153,80235,0.991524103468243,1.7162460272948215,0.28375397270517855,0,0.0,22767,0.28375397270517855,0,0.0,57468,0.7162460272948215,0.0,0.7162460272948215,0.9701211793579282,0.9701211793579282,0.9701211793579282,1.0,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,5643,0.16055289739500267,0.8615794143744454,0.10854176498348278,0.14970453053184507,0,0,,,False
isotonic,w04_2012m04_m09,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,6094,0.21660649819494585,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w05_2012m05_m10,5,primary_oot,-1,376890,364814,12076,0.9088576644536668,0.8891214943352171,0.9117779723526759,1.0,0.41637997612862454,376890,0.665929105735027,1.301703414789461,0.6982965852105388,0,0.0,263181,0.6982965852105388,0,0.0,113709,0.3017034147894611,0.0,0.3017034147894611,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,24270,0.13976102183765965,0.8262195121951219,0.0,0.5,0,0,,,False
isotonic,w05_2012m05_m10,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2456,0.04682410423452769,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w05_2012m05_m10,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,3483,0.07723227103072064,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w05_2012m05_m10,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,5001,0.10657868426314737,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w05_2012m05_m10,5,primary_oot,3,80235,77819,2416,0.8748249142240327,0.8585779273384433,0.8785941297438774,1.0,0.34320005394106934,80235,0.9911633086689565,1.3212438462017824,0.6787561537982177,0,0.0,54460,0.6787561537982177,0,0.0,25775,0.32124384620178226,0.0,0.32124384620178226,0.9695896009743712,0.9695896009743712,0.9695896009743712,0.999468421616443,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,6360,0.1589622641509434,0.8610478359908884,0.10854176498348278,0.14970453053184507,0,0,,,True
isotonic,w05_2012m05_m10,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,6970,0.21004304160688667,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w06_2012m06_m11,5,primary_oot,-1,376890,364814,12076,0.9088576644536668,0.8891214943352171,0.9117779723526759,1.0,0.41637997612862454,376890,0.665929105735027,1.301703414789461,0.6982965852105388,0,0.0,263181,0.6982965852105388,0,0.0,113709,0.3017034147894611,0.0,0.3017034147894611,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,26685,0.1380925613640622,0.8262195121951219,0.0,0.5,0,0,,,False
isotonic,w06_2012m06_m11,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2551,0.04547236377891023,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w06_2012m06_m11,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,3783,0.07930214115781126,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w06_2012m06_m11,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,5502,0.10523446019629226,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w06_2012m06_m11,5,primary_oot,3,80235,77819,2416,0.8748249142240327,0.8585779273384433,0.8785941297438774,1.0,0.34320005394106934,80235,0.9911633086689565,1.3212438462017824,0.6787561537982177,0,0.0,54460,0.6787561537982177,0,0.0,25775,0.32124384620178226,0.0,0.32124384620178226,0.9695896009743712,0.9695896009743712,0.9695896009743712,0.999468421616443,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,7126,0.1570305921975863,0.8610478359908884,0.10854176498348278,0.14970453053184507,0,0,,,True
isotonic,w06_2012m06_m11,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,7723,0.20341836074064482,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w07_2012m07_m12,5,primary_oot,-1,376890,364814,12076,0.9088576644536668,0.8891214943352171,0.9117779723526759,1.0,0.41637997612862454,376890,0.665929105735027,1.301703414789461,0.6982965852105388,0,0.0,263181,0.6982965852105388,0,0.0,113709,0.3017034147894611,0.0,0.3017034147894611,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.975924042726967,1.0,1.0,1.0,0.0,0.5,28411,0.13248389708211608,0.8262195121951219,0.0,0.5,0,0,,,False
isotonic,w07_2012m07_m12,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2733,0.04427369191364801,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w07_2012m07_m12,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,4268,0.07450796626054358,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w07_2012m07_m12,5,primary_oot,2,79047,76495,2552,0.9287665860513759,0.9143167988664972,0.931066327627867,1.0,0.5182991513437059,79047,0.9897087636086636,1.4872164661530483,0.5127835338469519,0,0.0,40534,0.5127835338469519,0,0.0,38513,0.4872164661530482,0.0,0.4872164661530482,0.9671300879160929,0.9671300879160929,0.9882324285649043,0.9926487112069934,1.0,1.0,1.0,0.07567185289957568,0.10854176498348278,5929,0.10170349131388093,0.8914582350165172,0.07567185289957568,0.10854176498348278,0,0,,,False
isotonic,w07_2012m07_m12,5,primary_oot,3,80235,77819,2416,0.8748249142240327,0.8585779273384433,0.8785941297438774,1.0,0.34320005394106934,80235,0.9911633086689565,1.3212438462017824,0.6787561537982177,0,0.0,54460,0.6787561537982177,0,0.0,25775,0.32124384620178226,0.0,0.32124384620178226,0.9695896009743712,0.9695896009743712,0.9695896009743712,0.999468421616443,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,7430,0.15047106325706594,0.8610478359908884,0.10854176498348278,0.14970453053184507,0,0,,,True
isotonic,w07_2012m07_m12,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,8051,0.19922990932803378,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
isotonic,w08_2012m08_2013m01,5,primary_oot,-1,376890,364814,12076,0.8927864610459029,0.8703069861232721,0.8962217092520364,1.0,0.3134697746261321,376890,0.5017241700596277,1.1995171004802463,0.8004828995197538,0,0.0,301694,0.8004828995197538,0,0.0,75196,0.19951710048024623,0.0,0.19951710048024623,0.056291390728476824,0.09923617600455045,0.1346606169445195,0.21708352996696556,0.999468421616443,1.0,1.0,0.0,0.5,30129,0.12761790965514952,0.8262195121951219,0.0,0.5,0,0,,,True
isotonic,w08_2012m08_2013m01,5,primary_oot,0,60520,58445,2075,0.9337154589785268,0.9017019167217448,0.9359881031064111,1.0,0.0,60520,0.0921815362437202,1.0,1.0,0,0.0,60520,1.0,0,0.0,0,0.0,0.0,0.0,0.056291390728476824,0.07399050577272462,0.08795365985776443,0.09795805739514349,0.09923617600455045,0.11258278145695365,0.11258278145695365,0.0,0.056291390728476824,2847,0.04636459430979979,0.056291390728476824,0.0,0.056291390728476824,0,0,,,False
isotonic,w08_2012m08_2013m01,5,primary_oot,1,79865,77165,2700,0.8936564504632929,0.8634445626995555,0.897251612095411,1.0,0.0,79865,0.13885819104583255,1.0,1.0,0,0.0,79865,1.0,0,0.0,0,0.0,0.0,0.0,0.1319632436280525,0.1319632436280525,0.1346606169445195,0.1346606169445195,0.15134370579915135,0.15134370579915135,0.15134370579915135,0.056291390728476824,0.07567185289957568,4572,0.07086614173228346,0.07567185289957568,0.056291390728476824,0.07567185289957568,0,0,,,True
isotonic,w08_2012m08_2013m01,5,primary_oot,2,79047,76495,2552,0.8521210536636381,0.82461067466191,0.8568952648424355,1.0,0.0,79047,0.20679229357562923,1.0,1.0,0,0.0,79047,1.0,0,0.0,0,0.0,0.0,0.0,0.18421361788305846,0.18421361788305846,0.20531595853186987,0.20973224117395897,0.21708352996696556,0.21708352996696556,0.21708352996696556,0.07567185289957568,0.10854176498348278,6238,0.0971465213209362,0.10854176498348278,0.07567185289957568,0.10854176498348278,0,0,,,True
isotonic,w08_2012m08_2013m01,5,primary_oot,3,80235,77819,2416,0.8748249142240327,0.8585779273384433,0.8785941297438774,1.0,0.34320005394106934,80235,0.9911633086689565,1.3212438462017824,0.6787561537982177,0,0.0,54460,0.6787561537982177,0,0.0,25775,0.32124384620178226,0.0,0.32124384620178226,0.9695896009743712,0.9695896009743712,0.9695896009743712,0.999468421616443,1.0,1.0,1.0,0.10854176498348278,0.14970453053184507,7820,0.14437340153452685,0.8610478359908884,0.10854176498348278,0.14970453053184507,0,0,,,True
isotonic,w08_2012m08_2013m01,5,primary_oot,4,77223,74890,2333,0.92014955267726,0.9117620398067933,0.9225619310309104,1.0,0.6810496559816523,77223,0.9913340319736503,1.6399777268430389,0.360022273156961,0,0.0,27802,0.360022273156961,0,0.0,49421,0.639977726843039,0.0,0.639977726843039,0.975924042726967,0.975924042726967,0.975924042726967,1.0,1.0,1.0,1.0,0.14970453053184507,0.5,8652,0.191169671752196,0.8262195121951219,0.14970453053184507,0.5,0,0,,,False
beta,w01_2012m01_m06,5,primary_oot,-1,376890,364814,12076,0.8770469335058413,0.8547135769057285,0.8805221682719095,0.9868666393799417,0.28364810784244887,376890,0.6649482034036374,1.1745787895672477,0.8004112605800101,4713,0.01250497492637109,301667,0.8004112605800101,0,0.0,70510,0.18708376449361883,0.01250497492637109,0.18708376449361883,0.053754906089262165,0.08886039799127043,0.14298798598967666,0.9785584628392497,0.9953856261578836,1.0,1.0,0.0049435940806103066,0.5312216139528497,14948,0.13674070109713674,0.8217464436494071,0.009070531712455643,0.5068199160635963,139,3,,,True
beta,w01_2012m01_m06,5,primary_oot,0,60520,58445,2075,0.8912995123620497,0.8607402511566424,0.8932584269662921,0.9545729416723168,0.0,60520,0.0838107930342643,0.9530898876404494,0.9530898876404494,2839,0.04691011235955056,57681,0.9530898876404494,0,0.0,0,0.0,0.04691011235955056,0.0,0.053754906089262165,0.06918912286362638,0.07642659910358185,0.08519558751635373,0.09239221225321226,0.09632142143527336,0.09762262401730373,0.0049435940806103066,0.04998598064105944,1829,0.05248769819573537,0.04881131200865186,0.009070531712455643,0.04998058819603851,139,13,,,True
beta,w01_2012m01_m06,5,primary_oot,1,79865,77165,2700,0.8733881941294628,0.843861516308771,0.8768171289050273,0.9773198567264606,0.0,79865,0.14534791456863466,0.9765354034933951,0.9765354034933951,1874,0.023464596506604894,77991,0.9765354034933951,0,0.0,0,0.0,0.023464596506604894,0.0,0.12993840017187663,0.13311636268209626,0.13777976766556949,0.14534926188757014,0.1530081579472664,0.15751177012552386,0.15990150512650342,0.049987647608624945,0.08068609250319513,2437,0.07796471070988921,0.0799507525632517,0.0500128035232233,0.08068217153211397,57,14,,,True
beta,w01_2012m01_m06,5,primary_oot,2,79047,76495,2552,0.871442577946271,0.8470909711943527,0.8755930016319405,1.0,0.13065770862800563,79047,0.9874433667271685,1.1155515073310815,0.8844484926689185,0,0.0,69913,0.8844484926689185,0,0.0,9134,0.11555150733108151,0.0,0.11555150733108151,0.9719958356773652,0.9750774718072308,0.9797081111062063,0.9875247940076828,0.9955700754673682,1.0,1.0,0.0806868165393329,0.11258415162624781,3249,0.11665127731609726,0.8913090191380324,0.08068859140197143,0.11256854765162985,4,32,,,True
beta,w01_2012m01_m06,5,primary_oot,3,80235,77819,2416,0.8727817114072398,0.8561974200785194,0.8766124509254066,1.0,0.3324792664014564,80235,0.9906126216192468,1.3108119897800212,0.6891880102199788,0,0.0,55297,0.6891880102199788,0,0.0,24938,0.31081198978002117,0.0,0.31081198978002117,0.9736345963206057,0.9771792992637641,0.9826573678701058,0.9922077174095527,1.0,1.0,1.0,0.11258616283812312,0.15385850927364253,3603,0.15431584790452402,0.8610484334824825,0.11258697806289734,0.15385866361405715,4,0,,,True
