learner,learner_label,window_id,score_stratum,fit_rows,target_rows,resolved_rows,unresolved_rows,completion_directional_ks_denominator,calibration_minus_target_ks_min,calibration_minus_target_ks_max,target_minus_calibration_ks_min,target_minus_calibration_ks_max,calibration_minus_target_ks_min_numerator,calibration_minus_target_ks_max_numerator,target_minus_calibration_ks_min_numerator,target_minus_calibration_ks_max_numerator,sharp_directional_discrepancy_comparison,v5_q_and_coverage_reconciled
catboost_monotonic_platt,Monotonic CatBoost,w06_2012m06_m11,1,2376,54840,53021,1819,130299840,0.0484625614275504,0.0626616272130495,0.0042330673621702,0.0046524692585961,6314664,8164800,551568,606216,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w06_2012m06_m11,2,3316,73852,71333,2519,244893232,0.0205446265660783,0.0544502757021884,0.0099845143944198,0.0159073893883682,5031240,13334504,2445140,3895612,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w06_2012m06_m11,3,5356,81100,78463,2637,434371600,0.0338836424849138,0.0663127423616092,0.0297262620300222,0.0471122053099235,14718092,28804372,12912244,20464204,directional_discrepancies_not_robustly_ordered,True
catboost_monotonic_platt,Monotonic CatBoost,w06_2012m06_m11,4,7241,78800,76404,2396,570590800,0.0324157662549063,0.0621706711710038,0.0142193635088403,0.0244292319469574,18496138,35474013,8113438,13939095,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w06_2012m06_m11,5,8396,88298,85593,2705,741350008,0.0962447983139429,0.1170594173649756,9.607607638954796e-05,0.0008918783204491,71351082,86782000,71226,661194,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w07_2012m07_m12,1,2457,54840,53021,1819,134741880,0.0268034704577374,0.0532709651965669,0.0069694366740318,0.0076689296601769,3611550,7177830,939075,1033326,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w07_2012m07_m12,2,3642,73852,71333,2519,268968984,0.0250332060591789,0.0589388551952889,0.0127623860154819,0.022259718986781,6733156,15852724,3432686,5987174,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w07_2012m07_m12,3,5776,81100,78463,2637,468433600,0.0405807610726472,0.072984431518149,0.0266132745388033,0.0432693641105164,19009392,34188360,12466552,20268824,directional_discrepancies_not_robustly_ordered,True
catboost_monotonic_platt,Monotonic CatBoost,w07_2012m07_m12,4,7625,78800,76404,2396,600850000,0.0366391778314055,0.0668295331613547,0.0103059831904801,0.0200575434800699,22014650,40154525,6192350,12051575,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w07_2012m07_m12,5,8911,88298,85593,2705,786823478,0.0985272467937211,0.1202488317208043,0.0002429642802295,0.0005754187726462,77523551,94614604,191170,452753,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w08_2012m08_2013m01,1,2498,54840,53021,1819,136990320,0.0189249576174433,0.0506171530951968,0.0080025070384535,0.0095053139521099,2592536,6934060,1096266,1302136,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w08_2012m08_2013m01,2,3844,73852,71333,2519,283887088,0.0262743193166996,0.0603559961839476,0.0148139460291339,0.0298817535512569,7458940,17134288,4205488,8483044,directional_discrepancies_not_robustly_ordered,True
catboost_monotonic_platt,Monotonic CatBoost,w08_2012m08_2013m01,3,6042,81100,78463,2637,490006200,0.0461630077333715,0.0785921076100669,0.0206683058295997,0.0358143672467817,22620160,38510620,10127598,17549262,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w08_2012m08_2013m01,4,8094,78800,76404,2396,637807200,0.043264980389058,0.0734553357190072,0.0124942020096355,0.0204349590283709,27594716,46850342,7968892,13033564,larger_target_residual_discrepancy_dominates,True
catboost_monotonic_platt,Monotonic CatBoost,w08_2012m08_2013m01,5,9651,88298,85593,2705,852163998,0.0939444381455786,0.1183844028106899,1.4702569023574264e-05,9.715383446649668e-05,80056068,100882926,12529,82791,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w01_2012m01_m06,1,1821,35138,33946,1192,63986298,0.0252502965556782,0.0489574971191488,0.0128865870627489,0.0150494876262414,1615673,3132609,824565,962961,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w01_2012m01_m06,2,2510,64651,62524,2127,162274010,0.043293137329878,0.0625349123990958,0.0013271318062578,0.0049542129389666,7025351,10147791,215359,803940,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w01_2012m01_m06,3,3065,83959,81210,2749,257334335,0.0185206688411789,0.05109184128111,0.0063451074261038,0.0249970685023434,4766004,13147685,1632814,6432604,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w01_2012m01_m06,4,3565,90040,87174,2866,320992600,0.0217513737076804,0.05307636375418,0.0040678975153944,0.0090344917608692,6982030,17037120,1305765,2900005,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w01_2012m01_m06,5,3987,103102,99960,3142,411067674,0.0309349087858462,0.0483643041218561,0.0007274349673139,0.0026659795194695,12716341,19881002,299025,1095898,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w02_2012m02_m07,1,1894,35138,33946,1192,66551372,0.0209705368658665,0.0479818808243352,0.0106661963332626,0.0121176164482379,1395618,3193260,709850,806444,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w02_2012m02_m07,2,2582,64651,62524,2127,166928882,0.0275602516765193,0.0470879688752722,0.0044659976815755,0.0056106048802267,4600602,7860342,745504,936572,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w02_2012m02_m07,3,3378,83959,81210,2749,283613502,0.0175323140997708,0.0498337945842931,0.0003215855357972,0.0182012949439903,4972401,14133537,91206,5162133,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w02_2012m02_m07,4,4156,90040,87174,2866,374206240,0.0174187474799992,0.0489936030997238,0.0056398204369868,0.0096910730296747,6518204,18333712,2110456,3626460,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w02_2012m02_m07,5,4664,103102,99960,3142,480867728,0.027155742087978,0.0485871449456055,0.0005712215314228,0.0016264264671136,13058320,23363990,274682,782096,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w03_2012m03_m08,1,2104,35138,33946,1192,73930352,0.0178621900785755,0.0449269063401727,0.0104396905887855,0.012602591152278,1320558,3321462,771810,931714,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w03_2012m03_m08,2,2710,64651,62524,2127,175204210,0.0297676009041106,0.0467046082967983,0.0023202239261259,0.0025522388988255,5215409,8182844,406513,447163,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w03_2012m03_m08,3,3761,83959,81210,2749,315769799,0.02424300241582,0.0565444829003422,0.0056486244271891,0.0221754044312515,7655208,17855040,1783665,7002323,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w03_2012m03_m08,4,4941,90040,87174,2866,444887640,0.0177665960780569,0.0493414516977814,0.0093901597266222,0.0165773474848615,7904139,21951402,4177566,7375057,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w03_2012m03_m08,5,5533,103102,99960,3142,570463366,0.0283362507803875,0.0524617298562866,0.0004312616982314,0.0037070250712646,16164793,29927495,246019,2114722,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w04_2012m04_m09,1,2199,35138,33946,1192,77268462,0.0212518659941749,0.048316582255772,0.0067967445760729,0.0089596451395654,1642099,3733348,525174,692298,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w04_2012m04_m09,2,2864,64651,62524,2127,185160464,0.026949370790084,0.0460838281329863,0.0031574397005183,0.0038320005506143,4989958,8532903,584633,709535,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w04_2012m04_m09,3,4218,83959,81210,2749,354139062,0.0280155934902205,0.0606715392497425,0.0026520259998881,0.0199903505702514,9921416,21486162,939186,7079364,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w04_2012m04_m09,4,5758,90040,87174,2866,518450320,0.0189097964101941,0.050495758204952,0.0090725529882978,0.0147315831534253,9803790,26179542,4703668,7637594,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w04_2012m04_m09,5,6728,103102,99960,3142,693670256,0.0332409611058773,0.0573453822705063,0.0003690917951079,0.0027542221732511,23058266,39778786,256028,1910522,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w05_2012m05_m10,1,2281,35138,33946,1192,80149778,0.0152116204239517,0.0413027220112824,0.0068116969706391,0.0089745975341316,1219208,3310404,545956,719312,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w05_2012m05_m10,2,3010,64651,62524,2127,194599510,0.0212695602368166,0.0448094447925382,0.0044295024175549,0.0067675350261673,4139046,8719896,861979,1316959,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w05_2012m05_m10,3,4620,83959,81210,2749,387890580,0.0367317943116844,0.0691576629677369,0.0049691384616764,0.0196663141445713,14247917,26825606,1927482,7628378,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w05_2012m05_m10,4,6597,90040,87174,2866,593993880,0.021164398192116,0.0527866751758452,0.0079470768284683,0.0133053912946039,12571523,31354962,4720515,7903321,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w05_2012m05_m10,5,7762,103102,99960,3142,800277724,0.0391429213391425,0.0639242058923034,0.0001260887276677,0.0001595870985408,31325208,51157118,100906,127714,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w06_2012m06_m11,1,2270,35138,33946,1192,79763260,0.0109139220237487,0.0421123710339823,0.009740273905555,0.013916682944002,870530,3359020,776916,1110040,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w06_2012m06_m11,2,3131,64651,62524,2127,202422281,0.0202156846557815,0.0403404010648412,0.0030395863388181,0.0122273990183916,4092105,8165796,615280,2475098,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w06_2012m06_m11,3,5058,83959,81210,2749,424664622,0.0369869002179324,0.0697171614168509,0.0111577907707131,0.0279504775888771,15707028,29606412,4738319,11869579,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w06_2012m06_m11,4,7370,90040,87174,2866,663594800,0.0251051093227373,0.0566339278125747,0.0068917508093794,0.0158972764705208,16659620,37581980,4573330,10549350,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w06_2012m06_m11,5,8856,103102,99960,3142,913071312,0.0486716507417768,0.0734238378962452,0.0001260887276677,0.0001728736824008,44440688,67041200,115128,157846,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w07_2012m07_m12,1,2228,35138,33946,1192,78287464,0.0065476127825522,0.0387322803048007,0.016895399753912,0.0232987237905675,512596,3032252,1322698,1823998,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w07_2012m07_m12,2,3329,64651,62524,2127,215223179,0.0211573726452576,0.0471522911572642,0.0008240051133154,0.0104114947581923,4553557,10148266,177345,2240795,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w07_2012m07_m12,3,5419,83959,81210,2749,454973821,0.0424122116687676,0.0751424728676861,0.0110027407489012,0.0279401526269354,19296446,34187858,5005959,12712038,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w07_2012m07_m12,4,7848,90040,87174,2866,706633920,0.0320309333579684,0.0634280901771599,0.0080529052440618,0.0166112490042934,22634144,44820440,5690456,11738072,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w07_2012m07_m12,5,9587,103102,99960,3142,988438874,0.0557550926512831,0.0805363772044441,0.0002695482816472,0.0004732300724951,55110501,79605286,266432,467759,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w08_2012m08_2013m01,1,2118,35138,33946,1192,74422284,0.0067222876416961,0.0393273337324611,0.0226039286835109,0.0290268436265675,500288,2926830,1682236,2160244,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w08_2012m08_2013m01,2,3393,64651,62524,2127,219360843,0.021595982834548,0.054464770633654,0.000375417959166,0.004904512515937,4737313,11947438,82352,1075858,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w08_2012m08_2013m01,3,5636,83959,81210,2749,473192924,0.0462843396195839,0.0790265113939024,0.0090468195589501,0.0255983667245201,21901422,37394786,4280891,12112966,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w08_2012m08_2013m01,4,8306,90040,87174,2866,747872240,0.0386271082879075,0.0700131589320657,0.009232988778939,0.0186843437322931,28888142,52360898,6905096,13973502,larger_target_residual_discrepancy_dominates,True
woe_scorecard_platform_platt,Platform-signal WOE scorecard,w08_2012m08_2013m01,5,10676,103102,99960,3142,1100716952,0.0535206784023437,0.0809892387302853,0.0007802623539498,0.0011057483922533,58911118,89146228,858848,1217116,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w01_2012m01_m06,1,1800,39047,37814,1233,70284600,0.017937556733623,0.0457501927876092,0.0133004527307546,0.0222362508999126,1260734,3215534,934817,1562866,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w01_2012m01_m06,2,2687,58224,56371,1853,156447888,0.0369398850561664,0.0581956657669932,0.0019120104708604,0.0028309490505873,5779167,9104589,299130,442896,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w01_2012m01_m06,3,3101,72677,70244,2433,225371377,0.0293813619464196,0.0450024450087998,0.0011468758963122,0.0017385348805851,6621718,10142263,258473,391816,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w01_2012m01_m06,4,3484,87156,84389,2767,303651504,0.0247002893158731,0.0494968600583648,0.0001863451991991,0.0008059238856923,7500280,15029796,56584,244720,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w01_2012m01_m06,5,3876,119786,115996,3790,464290536,0.0292992101824793,0.0509465822926013,0.0026496124831629,0.0133724242012118,13603346,23654016,1230190,6208690,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w02_2012m02_m07,1,1857,39047,37814,1233,72510279,0.025111432821821,0.0508496457447088,0.0146486127849542,0.0245767637992401,1820837,3687122,1062175,1782068,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w02_2012m02_m07,2,2863,58224,56371,1853,166695312,0.0327677121477777,0.0544390234561605,0.0021849264723173,0.0029203220784037,5462224,9074730,364217,486804,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w02_2012m02_m07,3,3436,72677,70244,2433,249718172,0.0296969657458488,0.0467991972967029,0.0010073756266324,0.0016336576418635,7415872,11686610,251560,407954,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w02_2012m02_m07,4,3989,87156,84389,2767,347665284,0.0193737922938546,0.0426525502615325,0.0004336210917164,0.0021382836717168,6735595,14828811,150755,743407,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w02_2012m02_m07,5,4529,119786,115996,3790,542510794,0.0254430329362257,0.0493700720727042,0.000929987026212,0.0128528926559938,13803120,26783797,504528,6972833,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w03_2012m03_m08,1,2047,39047,37814,1233,79929209,0.0308763345825178,0.0566145475054056,0.0129189318012642,0.0161214406613232,2467921,4525156,1032600,1288574,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w03_2012m03_m08,2,3126,58224,56371,1853,182008224,0.0250429672892143,0.0526940035412905,0.001543545636707,0.0017324711656985,4558026,9590742,280938,315324,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w03_2012m03_m08,3,3850,72677,70244,2433,279806450,0.0172590660436884,0.0473901548731274,0.0005141732794222,0.0010199336005299,4829198,13260071,143869,285384,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w03_2012m03_m08,4,4669,87156,84389,2767,406931364,0.013686543954867,0.0408312862313557,0.0010133871126237,0.0028790088541811,5569484,16615531,412379,1171559,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w03_2012m03_m08,5,5357,119786,115996,3790,641693602,0.0278228128570307,0.0516008479698072,0.0006181782064892,0.0143442461812171,17853721,33111934,396681,9204611,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w04_2012m04_m09,1,2138,39047,37814,1233,83482486,0.0369564581485989,0.061203963188159,0.0053142883167135,0.011499010702676,3085217,5109459,443650,959966,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w04_2012m04_m09,2,3345,58224,56371,1853,194759280,0.0285303118803889,0.0603213258952282,0.0016482654895828,0.0018371910185743,5556543,11748138,321015,357810,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w04_2012m04_m09,3,4375,72677,70244,2433,317961875,0.0197010128965933,0.0499048981894448,0.0013985639001531,0.0017425516817071,6264171,15867855,444690,554065,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w04_2012m04_m09,4,5417,87156,84389,2767,472124052,0.0159443433735504,0.0423121908646162,0.001855226388678,0.0031169731636548,7527708,19976603,875897,1471598,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w04_2012m04_m09,5,6492,119786,115996,3790,777650712,0.0320513896732598,0.0551875480054855,0.0005138219432376,0.0149891690705479,24924786,42916636,399574,11656338,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w05_2012m05_m10,1,2207,39047,37814,1233,86176729,0.0392380755134022,0.0611859844436657,0.003147961208878,0.0052771090905527,3381409,5272808,271281,454764,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w05_2012m05_m10,2,3562,58224,56371,1853,207393888,0.0305127892679267,0.0623038032827659,0.0061132852671145,0.0154611595882709,6328166,12921428,1267858,3206550,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w05_2012m05_m10,3,4834,72677,70244,2433,351320618,0.024106487254329,0.0558095169922535,0.0010153261201424,0.0025736718930626,8469106,19607034,356705,904184,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w05_2012m05_m10,4,6197,87156,84389,2767,540105732,0.0176839726633377,0.0431364372189258,0.0023244022894391,0.0043896645777497,9551215,23298237,1255423,2370883,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w05_2012m05_m10,5,7470,119786,115996,3790,894801420,0.0356354396487211,0.0587209014487259,0.0003500307364286,0.0115796083560081,31886642,52543546,313208,10361450,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w06_2012m06_m11,1,2184,39047,37814,1233,85278648,0.0271553085597698,0.0503661831036533,0.0051632854216919,0.0133541164958431,2315768,4295160,440318,1138821,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w06_2012m06_m11,2,3788,58224,56371,1853,220552512,0.0284856424577925,0.0602766564726317,0.0140938771080512,0.0234542783171746,6282580,13294168,3108440,5172900,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w06_2012m06_m11,3,5307,72677,70244,2433,385696839,0.0248248158445498,0.0567537889518456,0.0024143651330261,0.0094580655871022,9574853,21889757,931213,3647946,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w06_2012m06_m11,4,6917,87156,84389,2767,602858052,0.018203251932347,0.0462403793190109,0.0024727578823148,0.0047526892781719,10973977,27876385,1490722,2865197,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w06_2012m06_m11,5,8489,119786,115996,3790,1016863354,0.0416900754985807,0.0649401060036627,0.0002643698378376,0.0045109453319919,42393110,66035214,268828,4587015,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w07_2012m07_m12,1,2162,39047,37814,1233,84419614,0.0170464295181449,0.0480687580495215,0.013901082276922,0.0226341475572252,1439053,4057946,1173524,1910766,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w07_2012m07_m12,2,3889,58224,56371,1853,226433136,0.0323350642460739,0.0640230279723723,0.010229951503211,0.0196934030008752,7321730,14496935,2316400,4459239,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w07_2012m07_m12,3,5630,72677,70244,2433,409171510,0.0297062789146781,0.062385118162308,0.0016462534256111,0.0060772975127227,12154963,25526213,673600,2486657,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w07_2012m07_m12,4,7379,87156,84389,2767,643124124,0.0222813053736419,0.0524520364594502,0.0032805673450371,0.0044066236893331,14329645,33733170,2109812,2834006,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w07_2012m07_m12,5,9351,119786,115996,3790,1120118886,0.0494547370751143,0.0729636827139436,0.0002213970348143,0.0002798345817731,55395185,81727999,247991,313448,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w08_2012m08_2013m01,1,2101,39047,37814,1233,82037747,0.0177713802891247,0.0491950492009489,0.0208720505208413,0.0296051158011445,1457924,4035851,1712296,2428737,directional_discrepancies_not_robustly_ordered,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w08_2012m08_2013m01,2,3866,58224,56371,1853,225093984,0.0357499914346889,0.0674379551609873,0.0155722331521752,0.0249914808918216,8047108,15179878,3505216,5625432,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w08_2012m08_2013m01,3,5786,72677,70244,2433,420509122,0.0328425931269096,0.0655214323745395,0.0053126623968932,0.0103260161856845,13810610,27552360,2234023,4342184,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w08_2012m08_2013m01,4,7886,87156,84389,2767,687312216,0.0300786476927684,0.0610805293761867,0.0025038897315335,0.003468898041527,20673422,41981394,1720954,2384216,larger_target_residual_discrepancy_dominates,True
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,w08_2012m08_2013m01,5,10490,119786,115996,3790,1256555140,0.0455462622993209,0.0733128989468779,0.0006374825700048,0.0008614854736895,57231390,92121700,801032,1082504,larger_target_residual_discrepancy_dominates,True
