window_id,role,frontier_ruler,frontier_coordinate,gamma,candidate_id,selected_positions,funded_dollars,committed_capital_usd,cash_residual_usd,resolved_positions,unresolved_positions,empty_set_positions,full_set_positions,singleton_zero_positions,singleton_one_positions,count_selected_fcp_lower,count_selected_fcp_upper,count_selected_coverage_lower,count_selected_coverage_upper,invested_dollar_selected_fcp_lower,invested_dollar_selected_fcp_upper,invested_dollar_selected_coverage_lower,invested_dollar_selected_coverage_upper,fixed_capital_decision_fcp_lower,fixed_capital_decision_fcp_upper,fixed_capital_decision_coverage_lower,fixed_capital_decision_coverage_upper,count_selected_minus_invested_dollar_selected_fcp_lower,count_selected_minus_invested_dollar_selected_fcp_upper,count_selected_minus_invested_dollar_selected_coverage_lower,count_selected_minus_invested_dollar_selected_coverage_upper,count_selected_minus_fixed_capital_decision_fcp_lower,count_selected_minus_fixed_capital_decision_fcp_upper,count_selected_minus_fixed_capital_decision_coverage_lower,count_selected_minus_fixed_capital_decision_coverage_upper,sharpness,periods
w01_2012m01_m06,primary_oot,objective_matched,0.75,0.0,objective_matched_g000_c075,1500,14999625.0,15000000.0,375.0,1461,39,17,7,1476,0,0.19533333333333333,0.22133333333333333,0.7786666666666666,0.8046666666666666,0.24025933981682876,0.2694067351683792,0.7305932648316208,0.7597406601831712,0.24025333333333335,0.2694,0.7306,0.7597466666666667,-0.05430487428852389,-0.03869453403001742,0.03869453403001742,0.05430487428852389,-0.054298333333333344,-0.038688333333333345,0.038688333333333345,0.054298333333333344,cellwise_shared_binary_completion,15
w01_2012m01_m06,primary_oot,objective_matched,0.75,1.0,objective_matched_g100_c075,1457,14999625.0,15000000.0,375.0,1419,38,48,3,1406,0,0.23266986959505834,0.2560054907343857,0.7439945092656143,0.7673301304049417,0.26862338225122295,0.2940040167670858,0.7059959832329141,0.731376617748777,0.26861666666666667,0.2939966666666667,0.7060033333333333,0.7313833333333333,-0.042863473783138345,-0.031088564905726406,0.031088564905726406,0.042863473783138345,-0.042856345229924514,-0.03108162777396478,0.03108162777396478,0.042856345229924514,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.25,0.0,normalized_score_g000_c025,1528,14999625.0,15000000.0,375.0,1483,45,15,1,1512,0,0.1662303664921466,0.1956806282722513,0.8043193717277487,0.8337696335078534,0.19805661808211872,0.23624923956432245,0.7637507604356776,0.8019433819178813,0.19805166666666665,0.23624333333333333,0.7637566666666666,0.8019483333333334,-0.0461640958563231,-0.026230767025720133,0.026230767025720133,0.0461640958563231,-0.046158376963350775,-0.026225628272251295,0.026225628272251295,0.046158376963350775,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.25,1.0,normalized_score_g100_c025,1437,14999550.0,15000000.0,450.0,1399,38,45,35,1357,0,0.26583159359777314,0.290883785664579,0.709116214335421,0.7341684064022269,0.3078009006936875,0.33375834608371585,0.6662416539162841,0.6921990993063125,0.3077916666666667,0.3337483333333333,0.6662516666666667,0.6922083333333333,-0.049103960940679287,-0.03573990657437189,0.03573990657437189,0.049103960940679287,-0.049094220598469025,-0.03573040013917883,0.03573040013917883,0.049094220598469025,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.5,0.0,normalized_score_g000_c050,1482,14999625.0,15000000.0,375.0,1447,35,24,26,1432,0,0.23144399460188933,0.2550607287449393,0.7449392712550607,0.7685560053981106,0.28662883238747633,0.310186087985533,0.6898139120144671,0.7133711676125236,0.28662166666666666,0.31017833333333333,0.6898216666666667,0.7133783333333333,-0.06117802405249066,-0.049132172973690075,0.049132172973690075,0.06117802405249066,-0.06117050607287451,-0.04912477058029691,0.04912477058029691,0.06117050607287451,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.5,1.0,normalized_score_g100_c050,1440,14999575.0,15000000.0,425.0,1403,37,34,81,1325,0,0.2722222222222222,0.2965277777777778,0.7034722222222223,0.7277777777777779,0.3162689609538937,0.34107966392381117,0.6589203360761888,0.6837310390461063,0.31626,0.34107,0.65893,0.68374,-0.05117108526408246,-0.03742753961362237,0.03742753961362237,0.05117108526408246,-0.051161666666666654,-0.037418333333333324,0.037418333333333324,0.051161666666666654,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.75,0.0,normalized_score_g000_c075,1461,14999600.0,15000000.0,400.0,1428,33,16,95,1350,0,0.26283367556468173,0.28542094455852157,0.7145790554414784,0.7371663244353183,0.3130900157337529,0.3326888717032454,0.6673111282967545,0.6869099842662472,0.31308166666666665,0.33268,0.66732,0.6869183333333333,-0.05466645777220726,-0.042857809541587785,0.042857809541587785,0.05466645777220726,-0.05465782683093773,-0.04284921971252568,0.04284921971252568,0.05465782683093773,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,normalized_score,0.75,1.0,normalized_score_g100_c075,1445,14999550.0,15000000.0,450.0,1408,37,22,124,1299,0,0.27889273356401384,0.3038062283737024,0.6961937716262976,0.7211072664359861,0.3228396851905557,0.34525869109406615,0.6547413089059338,0.6771603148094443,0.32283,0.3452483333333333,0.6547516666666666,0.67717,-0.04999490469143142,-0.03540450965547422,0.03540450965547422,0.04999490469143142,-0.04998480968858132,-0.03539456170703577,0.03539456170703577,0.04998480968858132,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.25,0.0,objective_matched_g000_c025,1559,14999625.0,15000000.0,375.0,1508,51,1,0,1558,0,0.07376523412443874,0.10647851186658114,0.8935214881334188,0.9262347658755613,0.0899955832229139,0.12474311857796445,0.8752568814220355,0.9100044167770861,0.08999333333333333,0.12474,0.87526,0.9100066666666666,-0.025958160179148808,-0.008536795630709675,0.008536795630709675,0.025958160179148808,-0.025955282232200137,-0.008534305110113329,0.008534305110113329,0.025955282232200137,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.25,1.0,objective_matched_g100_c025,1560,14999625.0,15000000.0,375.0,1510,50,1,0,1559,0,0.07307692307692308,0.10512820512820513,0.8948717948717949,0.926923076923077,0.09126228155703893,0.12467645024458945,0.8753235497554106,0.908737718442961,0.09126,0.12467333333333333,0.8753266666666667,0.90874,-0.027230696793060852,-0.010502906803439318,0.010502906803439318,0.027230696793060852,-0.027227820512820515,-0.010500384615384618,0.010500384615384618,0.027227820512820515,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.5,0.0,objective_matched_g000_c050,1504,14999625.0,15000000.0,375.0,1452,52,7,0,1497,0,0.12965425531914893,0.16422872340425532,0.8357712765957447,0.8703457446808511,0.1527771527621524,0.19525154795536556,0.8047484520446344,0.8472228472378476,0.15277333333333334,0.19524666666666668,0.8047533333333333,0.8472266666666667,-0.038339932345826375,-0.015805789648287306,0.015805789648287306,0.038339932345826375,-0.03833528368794326,-0.015801737588652484,0.015801737588652484,0.03833528368794326,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.5,1.0,objective_matched_g100_c050,1520,14999625.0,15000000.0,375.0,1469,51,19,0,1501,0,0.1394736842105263,0.1730263157894737,0.8269736842105263,0.8605263157894737,0.16811586956340574,0.20809353567172512,0.7919064643282749,0.8318841304365943,0.16811166666666666,0.20808833333333332,0.7919116666666667,0.8318883333333333,-0.04346726540970543,-0.020242139825425463,0.020242139825425463,0.04346726540970543,-0.0434622807017544,-0.020237719298245624,0.020237719298245624,0.0434622807017544,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.75,0.0,objective_matched_g000_c075,1500,14999625.0,15000000.0,375.0,1461,39,21,7,1472,0,0.198,0.224,0.776,0.802,0.24305107627690692,0.2721984716284574,0.7278015283715427,0.7569489237230931,0.243045,0.27219166666666667,0.7278083333333334,0.756955,-0.05442994408193538,-0.03881960382342893,0.03881960382342893,0.05442994408193538,-0.05442333333333334,-0.03881333333333334,0.03881333333333334,0.05442333333333334,cellwise_shared_binary_completion,15
w02_2012m02_m07,primary_oot,objective_matched,0.75,1.0,objective_matched_g100_c075,1457,14999625.0,15000000.0,375.0,1419,38,53,4,1400,0,0.2361015785861359,0.2594371997254633,0.7405628002745367,0.7638984214138641,0.27244847787861365,0.2978291123944765,0.7021708876055235,0.7275515221213864,0.2724416666666667,0.29782166666666665,0.7021783333333333,0.7275583333333333,-0.04325686041945147,-0.03148195154203953,0.03148195154203953,0.04325686041945147,-0.043249636238846964,-0.031474918782887225,0.031474918782887225,0.043249636238846964,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.25,0.0,normalized_score_g000_c025,1528,14999625.0,15000000.0,375.0,1483,45,19,1,1508,0,0.16753926701570682,0.19698952879581152,0.8030104712041884,0.8324607329842932,0.19886997174929374,0.23706259323149745,0.7629374067685025,0.8011300282507062,0.198865,0.23705666666666667,0.7629433333333333,0.801135,-0.0456685489999379,-0.025735220169334938,0.025735220169334938,0.0456685489999379,-0.0456628097731239,-0.02573006108202442,0.02573006108202442,0.0456628097731239,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.25,1.0,normalized_score_g100_c025,1437,14999525.0,15000000.0,475.0,1399,38,52,34,1351,0,0.26931106471816285,0.29436325678496866,0.7056367432150313,0.7306889352818371,0.3100064835386454,0.33597397250912947,0.6640260274908705,0.6899935164613547,0.30999666666666664,0.33596333333333334,0.6640366666666666,0.6900033333333333,-0.04783676767254436,-0.03446936687209893,0.03446936687209893,0.04783676767254436,-0.04782641614474599,-0.03445926235212247,0.03445926235212247,0.04782641614474599,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.5,0.0,normalized_score_g000_c050,1482,14999625.0,15000000.0,375.0,1447,35,29,24,1429,0,0.2341430499325236,0.25775978407557354,0.7422402159244265,0.7658569500674763,0.28871721793044824,0.3122744735285049,0.6877255264714951,0.7112827820695518,0.28871,0.3122666666666667,0.6877333333333333,0.71129,-0.06056735426482829,-0.04852150318602771,0.04852150318602771,0.06056735426482829,-0.06055978407557357,-0.048514048582995975,0.048514048582995975,0.06055978407557357,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.5,1.0,normalized_score_g100_c050,1441,14999625.0,15000000.0,375.0,1404,37,40,77,1324,0,0.27550312283136713,0.2997918112421929,0.7002081887578071,0.7244968771686329,0.3186379659491487,0.34345025292298975,0.6565497470770103,0.6813620340508513,0.31863,0.34344166666666665,0.6565583333333334,0.68137,-0.05026706745623766,-0.03652621734234081,0.03652621734234081,0.05026706745623766,-0.05025869766365951,-0.03651803492944716,0.03651803492944716,0.05025869766365951,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.75,0.0,normalized_score_g000_c075,1461,14999600.0,15000000.0,400.0,1428,33,20,88,1353,0,0.2662559890485969,0.2888432580424367,0.7111567419575633,0.7337440109514031,0.3155700818688498,0.33516893783834234,0.6648310621616577,0.6844299181311502,0.3155616666666667,0.33516,0.66484,0.6844383333333333,-0.05372421042338907,-0.041915562192769595,0.041915562192769595,0.05372421042338907,-0.0537155133470226,-0.041906906228610555,0.041906906228610555,0.0537155133470226,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,normalized_score,0.75,1.0,normalized_score_g100_c075,1445,14999575.0,15000000.0,425.0,1408,37,26,121,1298,0,0.28096885813148786,0.3058823529411765,0.6941176470588235,0.7190311418685121,0.3250892108609744,0.3475081793984163,0.6524918206015837,0.6749107891390256,0.32508,0.34749833333333335,0.6525016666666666,0.67492,-0.05016828302638125,-0.035577896160345075,0.035577896160345075,0.05016828302638125,-0.05015868512110728,-0.035568437139561725,0.035568437139561725,0.05015868512110728,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.25,0.0,objective_matched_g000_c025,1559,14999625.0,15000000.0,375.0,1508,51,1,0,1558,0,0.07376523412443874,0.10647851186658114,0.8935214881334188,0.9262347658755613,0.0899955832229139,0.12474311857796445,0.8752568814220355,0.9100044167770861,0.08999333333333333,0.12474,0.87526,0.9100066666666666,-0.025958160179148808,-0.008536795630709675,0.008536795630709675,0.025958160179148808,-0.025955282232200137,-0.008534305110113329,0.008534305110113329,0.025955282232200137,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.25,1.0,objective_matched_g100_c025,1560,14999625.0,15000000.0,375.0,1510,50,1,0,1559,0,0.07307692307692308,0.10512820512820513,0.8948717948717949,0.926923076923077,0.09126228155703893,0.12467645024458945,0.8753235497554106,0.908737718442961,0.09126,0.12467333333333333,0.8753266666666667,0.90874,-0.027230696793060852,-0.010502906803439318,0.010502906803439318,0.027230696793060852,-0.027227820512820515,-0.010500384615384618,0.010500384615384618,0.027227820512820515,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.5,0.0,objective_matched_g000_c050,1504,14999625.0,15000000.0,375.0,1452,52,10,0,1494,0,0.13031914893617022,0.16489361702127658,0.8351063829787234,0.8696808510638298,0.15311049442902738,0.19558488962224055,0.8044151103777595,0.8468895055709726,0.15310666666666667,0.19558,0.80442,0.8468933333333333,-0.03800838039568011,-0.015474237698141038,0.015474237698141038,0.03800838039568011,-0.03800372340425532,-0.015470177304964543,0.015470177304964543,0.03800372340425532,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.5,1.0,objective_matched_g100_c050,1520,14999625.0,15000000.0,375.0,1469,51,23,0,1497,0,0.14078947368421052,0.17434210526315788,0.8256578947368421,0.8592105263157894,0.16892922323058077,0.20890688933890014,0.7910931106610999,0.8310707767694192,0.168925,0.20890166666666668,0.7910983333333333,0.831075,-0.042964829603196225,-0.019739704018916268,0.019739704018916268,0.042964829603196225,-0.042959824561403515,-0.019735263157894742,0.019735263157894742,0.042959824561403515,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.75,0.0,objective_matched_g000_c075,1500,14999625.0,15000000.0,375.0,1461,39,26,6,1468,0,0.20066666666666666,0.22666666666666666,0.7733333333333333,0.7993333333333333,0.24513946181987883,0.2742868571714293,0.7257131428285707,0.7548605381801212,0.24513333333333334,0.27428,0.7257199999999999,0.7548666666666667,-0.05385166295824063,-0.03824132269973417,0.03824132269973417,0.05385166295824063,-0.053845000000000004,-0.038235000000000005,0.038235000000000005,0.053845000000000004,cellwise_shared_binary_completion,15
w03_2012m03_m08,primary_oot,objective_matched,0.75,1.0,objective_matched_g100_c075,1457,14999625.0,15000000.0,375.0,1419,38,62,4,1391,0,0.24090597117364448,0.26424159231297184,0.7357584076870282,0.7590940288263555,0.27537688442211056,0.3007575189379734,0.6992424810620266,0.7246231155778895,0.27537,0.30075,0.6992499999999999,0.72463,-0.04138087437543981,-0.029605965498027867,0.029605965498027867,0.04138087437543981,-0.041373576984671714,-0.02959885952871198,0.02959885952871198,0.041373576984671714,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.25,0.0,normalized_score_g000_c025,1528,14999625.0,15000000.0,375.0,1483,45,26,1,1501,0,0.17081151832460734,0.20026178010471204,0.7997382198952879,0.8291884816753927,0.20068335041709376,0.2388759718992975,0.7611240281007026,0.7993166495829063,0.20067833333333332,0.23887,0.76113,0.7993216666666667,-0.044209676358837394,-0.02427634752823444,0.02427634752823444,0.044209676358837394,-0.04420389179755671,-0.02427114310645723,0.02427114310645723,0.04420389179755671,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.25,1.0,normalized_score_g100_c025,1438,14999500.0,15000000.0,500.0,1400,38,58,27,1353,0,0.2732962447844228,0.29833101529902645,0.7016689847009736,0.7267037552155772,0.3115853861795393,0.3375945864862162,0.6624054135137838,0.6884146138204608,0.311575,0.33758333333333335,0.6624166666666667,0.6884250000000001,-0.04546729443600833,-0.032085418146297985,0.032085418146297985,0.04546729443600833,-0.04545634445989802,-0.032074728789986115,0.032074728789986115,0.04545634445989802,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.5,0.0,normalized_score_g000_c050,1482,14999625.0,15000000.0,375.0,1447,35,36,14,1432,0,0.23819163292847503,0.26180836707152494,0.738191632928475,0.761808367071525,0.29062559897330764,0.3141828545713643,0.6858171454286357,0.7093744010266924,0.2906183333333333,0.314175,0.685825,0.7093816666666667,-0.05842715231173628,-0.04638130123293569,0.04638130123293569,0.05842715231173628,-0.058419534412955484,-0.046373798920377886,0.046373798920377886,0.058419534412955484,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.5,1.0,normalized_score_g100_c050,1441,14999600.0,15000000.0,400.0,1404,37,44,60,1337,0,0.28036086051353226,0.3046495489243581,0.6953504510756419,0.7196391394864677,0.32101689378383425,0.34582755540147736,0.6541724445985226,0.6789831062161658,0.32100833333333334,0.34581833333333334,0.6541816666666667,0.6789916666666667,-0.04778661782125896,-0.034047421926162315,0.034047421926162315,0.04778661782125896,-0.047777626648161015,-0.034038630580615334,0.034038630580615334,0.047777626648161015,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.75,0.0,normalized_score_g000_c075,1461,14999600.0,15000000.0,400.0,1428,33,25,65,1371,0,0.27173169062286107,0.2943189596167009,0.7056810403832992,0.7282683093771389,0.31854849462652335,0.3381473505960159,0.661852649403984,0.6814515053734767,0.31854,0.3381383333333333,0.6618616666666667,0.68146,-0.05122692160679841,-0.03941827337617893,0.03941827337617893,0.05122692160679841,-0.05121814510609174,-0.03940953798767968,0.03940953798767968,0.05121814510609174,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,normalized_score,0.75,1.0,normalized_score_g100_c075,1445,14999550.0,15000000.0,450.0,1408,37,29,99,1317,0,0.28581314878892733,0.3107266435986159,0.6892733564013841,0.7141868512110727,0.3251630882259801,0.34758209412949054,0.6524179058705095,0.6748369117740198,0.32515333333333335,0.34757166666666667,0.6524283333333334,0.6748466666666666,-0.04539789250194231,-0.03080749746598512,0.03080749746598512,0.04539789250194231,-0.045387727797001176,-0.03079747981545561,0.03079747981545561,0.045387727797001176,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.25,0.0,objective_matched_g000_c025,1559,14999625.0,15000000.0,375.0,1508,51,1,0,1558,0,0.07376523412443874,0.10647851186658114,0.8935214881334188,0.9262347658755613,0.0899955832229139,0.12474311857796445,0.8752568814220355,0.9100044167770861,0.08999333333333333,0.12474,0.87526,0.9100066666666666,-0.025958160179148808,-0.008536795630709675,0.008536795630709675,0.025958160179148808,-0.025955282232200137,-0.008534305110113329,0.008534305110113329,0.025955282232200137,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.25,1.0,objective_matched_g100_c025,1560,14999625.0,15000000.0,375.0,1510,50,1,0,1559,0,0.07307692307692308,0.10512820512820513,0.8948717948717949,0.926923076923077,0.09126228155703893,0.12467645024458945,0.8753235497554106,0.908737718442961,0.09126,0.12467333333333333,0.8753266666666667,0.90874,-0.027230696793060852,-0.010502906803439318,0.010502906803439318,0.027230696793060852,-0.027227820512820515,-0.010500384615384618,0.010500384615384618,0.027227820512820515,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.5,0.0,objective_matched_g000_c050,1504,14999625.0,15000000.0,375.0,1452,52,12,0,1492,0,0.1309840425531915,0.16555851063829788,0.8344414893617021,0.8690159574468085,0.1537771777627774,0.19625157295599058,0.8037484270440094,0.8462228222372226,0.15377333333333335,0.19624666666666668,0.8037533333333333,0.8462266666666667,-0.03801017011240884,-0.015476027414869772,0.015476027414869772,0.03801017011240884,-0.03800549645390071,-0.015471950354609933,0.015471950354609933,0.03800549645390071,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.5,1.0,objective_matched_g100_c050,1519,14999625.0,15000000.0,375.0,1469,50,31,0,1488,0,0.1448321263989467,0.17774851876234365,0.8222514812376563,0.8551678736010533,0.17117927948198705,0.21106360992358142,0.7889363900764186,0.8288207205180129,0.171175,0.21105833333333332,0.7889416666666667,0.828825,-0.04113640475420488,-0.018525839490073283,0.018525839490073283,0.04113640475420488,-0.04113134408602152,-0.018521344086021515,0.018521344086021515,0.04113134408602152,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.75,0.0,objective_matched_g000_c075,1500,14999625.0,15000000.0,375.0,1461,39,33,4,1463,0,0.204,0.23,0.77,0.796,0.24658116452911322,0.2757285598806637,0.7242714401193363,0.7534188354708868,0.246575,0.27572166666666664,0.7242783333333334,0.753425,-0.0519600323341417,-0.03634969207563523,0.03634969207563523,0.0519600323341417,-0.05195333333333334,-0.036343333333333346,0.036343333333333346,0.05195333333333334,cellwise_shared_binary_completion,15
w04_2012m04_m09,primary_oot,objective_matched,0.75,1.0,objective_matched_g100_c075,1456,14999625.0,15000000.0,375.0,1418,38,71,3,1382,0,0.24519230769230768,0.26854395604395603,0.731456043956044,0.7548076923076923,0.2770819270481762,0.3024625615640391,0.6975374384359609,0.7229180729518239,0.277075,0.302455,0.6975450000000001,0.722925,-0.03879298104247476,-0.027015243833476768,0.027015243833476768,0.03879298104247476,-0.03878564102564101,-0.02700809523809522,0.02700809523809522,0.03878564102564101,cellwise_shared_binary_completion,15
