baseline,comparison_role,baseline_risk_tolerance,baseline_weighted_point_pd,baseline_risk_cap_slack,expected_payoff_difference,realized_payoff_difference_lower,realized_payoff_difference_upper,weighted_default_difference_lower,weighted_default_difference_upper,weighted_miscoverage_difference_lower,weighted_miscoverage_difference_upper
same_threshold_point_pd,same_numeric_threshold_secondary,0.17,0.1157582090330937,0.05424179096690632,-240977.7786228247,-322703.7874780131,-58040.33924711874,-0.0462748346152041,-0.0200930945951215,0.0088218320514624,0.0298502387382117
development_matched_point_pd,development_mean_point_risk_primary,0.06831339893217318,0.0683133989321731,8.326672684688674e-17,8479.178169439547,-506587.0338402599,-295967.16648832813,0.0344307288414278,0.0562870221891162,0.0270932625502525,0.0462828892312742
