window_id,fit_rows,fit_prevalence,fit_residual_quantile,coverage_lower,coverage_upper,mean_width,set_empty_share,set_zero_only_share,set_both_share
w01_2012m01_m06,3249,0.11665127731609726,0.8919735883395368,0.8435867268840057,0.8747327539312055,0.9875801457582357,0.0,0.8844484926689185,0.11555150733108151
w02_2012m02_m07,3621,0.11654239160452913,0.8920116585417792,0.8438017888091894,0.8749478158563893,0.9876137950975032,0.0,0.8831707718192974,0.11682922818070263
w03_2012m03_m08,4018,0.11398705823792932,0.8916085888119072,0.841840930079573,0.8729869571267727,0.9872553690886571,0.0,0.8954419522562526,0.10455804774374738
w04_2012m04_m09,4511,0.10995344712923964,0.890281077239412,0.835186661100358,0.8663326881475578,0.9860405848595958,0.0,0.9347223803559908,0.06527761964400926
w05_2012m05_m10,5001,0.10657868426314737,0.8894148014498154,0.8309107239996458,0.8620567510468455,0.9852197606709866,0.0,0.9606310169898921,0.03936898301010791
w06_2012m06_m11,5502,0.10523446019629226,0.8892521057704302,0.8301643326122433,0.8613103596594431,0.9850630399535071,0.0,0.9660202158209673,0.033979784179032725
w07_2012m07_m12,5929,0.10170349131388093,0.8884345991499274,0.8261414095411591,0.8572874365883588,0.9842633701640714,0.0,0.9904360696800638,0.00956393031993624
w08_2012m08_2013m01,6238,0.0971465213209362,0.1118010883671265,0.8225359596189609,0.8536819866661607,0.2076312400549422,0.002618695206649209,0.9973813047933507,0.0
