learner,learner_label,pair_id,transition,pair_index,window_from,window_to,taxonomy_groups,conformal_group,score_stratum,candidate_rows,resolved_rows,unresolved_rows,threshold_from,threshold_to,threshold_low,threshold_high,threshold_delta,threshold_sign,potential_y0_crossed_rows,potential_y1_crossed_rows,resolved_y0_crossed_rows,resolved_y1_crossed_rows,resolved_y0_delta_numerator,resolved_y1_delta_numerator,resolved_delta_numerator,resolved_covered_from_numerator,resolved_covered_to_numerator,resolved_delta_rate,delta_lower_numerator,delta_upper_numerator,delta_width_numerator,delta_lower,delta_upper,delta_width
catboost_platt,CatBoost,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,1,2,79865,77165,2700,0.0797095922909728,0.0797876649605875,0.0797095922909728,0.0797876649605875,7.807266961470938e-05,1,206,0,168,0,168,0,168,67525,67693,0.0021771528542733,168,178,10,0.0021035497401865,0.0022287610342452,0.0001252112940587
catboost_platt,CatBoost,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,2,3,79047,76495,2552,0.8916085888119072,0.890281077239412,0.890281077239412,0.8916085888119072,-0.0013275115724952,-1,0,3105,0,516,0,-516,-516,66526,66010,-0.0067455389241126,-622,-516,106,-0.007868736321429,-0.0065277619644009,0.001340974357028
catboost_platt,CatBoost,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,3,4,80235,77819,2416,0.863313952320159,0.8624583885207028,0.8624583885207028,0.863313952320159,-0.0008555637994561,-1,0,1674,0,305,0,-305,-305,68476,68171,-0.0039193513152314,-345,-305,40,-0.0042998691344176,-0.0038013335826011,0.0004985355518165
catboost_platt,CatBoost,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,4,5,77223,74890,2333,0.8115631424920364,0.8127065501276763,0.8115631424920364,0.8127065501276763,0.0011434076356399,1,0,934,0,218,0,218,218,66260,66478,0.0029109360395246,218,246,28,0.0028229931497092,0.0031855794258187,0.0003625862761094
catboost_platt,CatBoost,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,0,1,60520,58445,2075,0.0485356508584787,0.0484384683655253,0.0484384683655253,0.0485356508584787,-9.718249295338072e-05,-1,240,0,209,0,-209,0,-209,50814,50605,-0.0035760116348703,-218,-209,9,-0.0036021150033046,-0.0034534038334434,0.0001487111698612
catboost_platt,CatBoost,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,1,2,79865,77165,2700,0.0797876649605875,0.0797867363162015,0.0797867363162015,0.0797876649605875,-9.286443859307658e-07,-1,2,0,2,0,-2,0,-2,67693,67691,-2.5918486360396552e-05,-2,-2,0,-2.504225881174482e-05,-2.504225881174482e-05,0.0
catboost_platt,CatBoost,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,2,3,79047,76495,2552,0.890281077239412,0.8894148014498154,0.8894148014498154,0.890281077239412,-0.0008662757895965,-1,0,2048,0,337,0,-337,-337,66010,65673,-0.0044055167004379,-406,-337,69,-0.0051361848014472,-0.0042632863992308,0.0008728984022164
catboost_platt,CatBoost,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,3,4,80235,77819,2416,0.8624583885207028,0.8616959042825142,0.8616959042825142,0.8624583885207028,-0.0007624842381885,-1,0,1411,0,269,0,-269,-269,68171,67902,-0.0034567393567123,-324,-269,55,-0.0040381379697139,-0.0033526515859662,0.0006854863837477
catboost_platt,CatBoost,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,4,5,77223,74890,2333,0.8127065501276763,0.8124732989633325,0.8124732989633325,0.8127065501276763,-0.0002332511643438,-1,0,193,0,44,0,-44,-44,66478,66434,-0.0005875283749499,-53,-44,9,-0.0006863240226357,-0.0005697784338862,0.0001165455887494
catboost_platt,CatBoost,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,0,1,60520,58445,2075,0.0484384683655253,0.0484668814087071,0.0484384683655253,0.0484668814087071,2.841304318177557e-05,1,61,0,53,0,53,0,53,50605,50658,0.0009068354863546,53,56,3,0.0008757435558493,0.000925313945803,4.95703899537343e-05
catboost_platt,CatBoost,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,1,2,79865,77165,2700,0.0797867363162015,0.0798440797007135,0.0797867363162015,0.0798440797007135,5.734338451192367e-05,1,154,0,132,0,132,0,132,67691,67823,0.0017106200997861,132,138,6,0.0016527890815751,0.0017279158580103,7.512677643523446e-05
catboost_platt,CatBoost,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,2,3,79047,76495,2552,0.8894148014498154,0.8892521057704302,0.8892521057704302,0.8894148014498154,-0.0001626956793852,-1,0,426,0,58,0,-58,-58,65673,65615,-0.00075821949147,-71,-58,13,-0.0008981998051791,-0.000733740685921,0.0001644591192581
catboost_platt,CatBoost,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,3,4,80235,77819,2416,0.8616959042825142,0.8612148729915213,0.8612148729915213,0.8616959042825142,-0.0004810312909928,-1,0,877,0,183,0,-183,-183,67902,67719,-0.0023516107891388,-207,-183,24,-0.0025799214806505,-0.0022808001495606,0.0002991213310899
catboost_platt,CatBoost,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,4,5,77223,74890,2333,0.8124732989633325,0.8119678361988626,0.8119678361988626,0.8124732989633325,-0.0005054627644699,-1,0,418,0,90,0,-90,-90,66434,66344,-0.0012017625851248,-98,-90,8,-0.001269051966383,-0.0011654558874946,0.0001035960788884
catboost_platt,CatBoost,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,0,1,60520,58445,2075,0.0484668814087071,0.0484805012938176,0.0484668814087071,0.0484805012938176,1.3619885110477403e-05,1,39,0,37,0,37,0,37,50658,50695,0.0006330738300966,37,39,2,0.0006113681427627,0.0006444150693985,3.304692663582287e-05
catboost_platt,CatBoost,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,1,2,79865,77165,2700,0.0798440797007135,0.0797397671541154,0.0797397671541154,0.0798440797007135,-0.000104312546598,-1,271,0,227,0,-227,0,-227,67823,67596,-0.002941748201905,-240,-227,13,-0.0030050710574093,-0.002842296375133,0.0001627746822763
catboost_platt,CatBoost,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,2,3,79047,76495,2552,0.8892521057704302,0.8884345991499274,0.8884345991499274,0.8892521057704302,-0.0008175066205028,-1,0,1930,0,315,0,-315,-315,65615,65300,-0.0041179162036734,-372,-315,57,-0.0047060609510797,-0.0039849709666401,0.0007210899844396
catboost_platt,CatBoost,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,3,4,80235,77819,2416,0.8612148729915213,0.8604327334944422,0.8604327334944422,0.8612148729915213,-0.0007821394970791,-1,0,1416,0,257,0,-257,-257,67719,67462,-0.0033025353705393,-314,-257,57,-0.0039135040817598,-0.0032030909204212,0.0007104131613385
catboost_platt,CatBoost,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,4,5,77223,74890,2333,0.8119678361988626,0.8109305281057975,0.8109305281057975,0.8119678361988626,-0.0010373080930651,-1,0,795,0,198,0,-198,-198,66344,66146,-0.0026438776872746,-220,-198,22,-0.0028488921694313,-0.0025640029524882,0.0002848892169431
catboost_platt,CatBoost,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,0,1,60520,58445,2075,0.0484805012938176,0.0486584140925409,0.0484805012938176,0.0486584140925409,0.0001779127987233,1,452,0,389,0,389,0,389,50695,51084,0.0066558302677731,389,402,13,0.0064276272306675,0.0066424322538003,0.0002148050231328
catboost_platt,CatBoost,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,1,2,79865,77165,2700,0.0797397671541154,0.0796435411922613,0.0796435411922613,0.0797397671541154,-9.622596185408784e-05,-1,246,0,202,0,-202,0,-202,67596,67394,-0.0026177671224,-213,-202,11,-0.0026670005634508,-0.0025292681399862,0.0001377324234645
catboost_platt,CatBoost,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,2,3,79047,76495,2552,0.8884345991499274,0.1118010883671265,0.1118010883671265,0.8884345991499274,-0.7766335107828009,-1,207,756,164,117,-164,-117,-281,65300,65019,-0.0036734427086737,-312,-290,22,-0.0039470188621959,-0.0036687034296051,0.0002783154325907
catboost_platt,CatBoost,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,3,4,80235,77819,2416,0.8604327334944422,0.8592335766105592,0.8592335766105592,0.8604327334944422,-0.0011991568838829,-1,0,2123,0,384,0,-384,-384,67462,67078,-0.0049345275575373,-451,-384,67,-0.0056209883467314,-0.0047859412974387,0.0008350470492927
catboost_platt,CatBoost,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,4,5,77223,74890,2333,0.8109305281057975,0.8061960123826506,0.8061960123826506,0.8109305281057975,-0.0047345157231468,-1,0,3564,0,845,0,-845,-845,66146,65301,-0.011283215382561,-944,-845,99,-0.0122243373088328,-0.0109423358325887,0.0012820014762441
numeric_logistic_platt,Numeric logistic,00:w01_2012m01_m06->w02_2012m02_m07,W1--W2,0,w01_2012m01_m06,w02_2012m02_m07,5,0,1,48646,47005,1641,0.0558455068891937,0.0558035349604413,0.0558035349604413,0.0558455068891937,-4.1971928752375376e-05,-1,66,0,59,0,-59,0,-59,41618,41559,-0.0012551856185512,-62,-59,3,-0.0012745138346421,-0.0012128438103852,6.167002425687621e-05
numeric_logistic_platt,Numeric logistic,00:w01_2012m01_m06->w02_2012m02_m07,W1--W2,0,w01_2012m01_m06,w02_2012m02_m07,5,1,2,55311,53433,1878,0.0810087084692815,0.0809745020827268,0.0809745020827268,0.0810087084692815,-3.420638655471375e-05,-1,96,0,80,0,-80,0,-80,47938,47858,-0.0014972021035689,-84,-80,4,-0.0015186852524814,-0.0014463669071251,7.231834535625825e-05
numeric_logistic_platt,Numeric logistic,00:w01_2012m01_m06->w02_2012m02_m07,W1--W2,0,w01_2012m01_m06,w02_2012m02_m07,5,2,3,70157,67884,2273,0.8954712290162469,0.89610165568957,0.8954712290162469,0.89610165568957,0.0006304266733231,1,0,1628,0,193,0,193,193,60900,61093,0.0028430852630958,193,238,45,0.0027509728181079,0.0033923913508274,0.0006414185327194
numeric_logistic_platt,Numeric logistic,00:w01_2012m01_m06->w02_2012m02_m07,W1--W2,0,w01_2012m01_m06,w02_2012m02_m07,5,3,4,87008,84316,2692,0.8649328079682392,0.8647243677720748,0.8647243677720748,0.8649328079682392,-0.0002084401961643,-1,0,398,0,73,0,-73,-73,74833,74760,-0.0008657905972769,-85,-73,12,-0.0009769216623758,-0.0008390033100404,0.0001379183523354
numeric_logistic_platt,Numeric logistic,00:w01_2012m01_m06->w02_2012m02_m07,W1--W2,0,w01_2012m01_m06,w02_2012m02_m07,5,4,5,115768,112176,3592,0.8080294405623234,0.8063208460322784,0.8063208460322784,0.8080294405623234,-0.001708594530045,-1,4,1558,1,329,-1,-329,-330,100511,100181,-0.0029418057338468,-379,-330,49,-0.0032737889572247,-0.0028505286434938,0.0004232603137309
numeric_logistic_platt,Numeric logistic,01:w02_2012m02_m07->w03_2012m03_m08,W2--W3,1,w02_2012m02_m07,w03_2012m03_m08,5,0,1,48646,47005,1641,0.0558035349604413,0.0557623096810253,0.0557623096810253,0.0558035349604413,-4.122527941596149e-05,-1,65,0,58,0,-58,0,-58,41559,41501,-0.0012339112860334,-62,-58,4,-0.0012745138346421,-0.0011922871356329,8.222669900916828e-05
numeric_logistic_platt,Numeric logistic,01:w02_2012m02_m07->w03_2012m03_m08,W2--W3,1,w02_2012m02_m07,w03_2012m03_m08,5,1,2,55311,53433,1878,0.0809745020827268,0.0809073660956201,0.0809073660956201,0.0809745020827268,-6.713598710669788e-05,-1,167,0,142,0,-142,0,-142,47858,47716,-0.0026575337338348,-151,-142,9,-0.0027300175371987,-0.0025673012601471,0.0001627162770515
numeric_logistic_platt,Numeric logistic,01:w02_2012m02_m07->w03_2012m03_m08,W2--W3,1,w02_2012m02_m07,w03_2012m03_m08,5,2,3,70157,67884,2273,0.89610165568957,0.8958192511745544,0.8958192511745544,0.89610165568957,-0.0002824045150155,-1,0,728,0,73,0,-73,-73,61093,61020,-0.0010753638559896,-93,-73,20,-0.0013255983009535,-0.0010405233975226,0.0002850749034308
numeric_logistic_platt,Numeric logistic,01:w02_2012m02_m07->w03_2012m03_m08,W2--W3,1,w02_2012m02_m07,w03_2012m03_m08,5,3,4,87008,84316,2692,0.8647243677720748,0.8655596934660833,0.8647243677720748,0.8655596934660833,0.0008353256940084,1,0,1686,0,279,0,279,279,74760,75039,0.0033089805019213,279,329,50,0.0032066016917984,0.003781261493196,0.0005746598013975
numeric_logistic_platt,Numeric logistic,01:w02_2012m02_m07->w03_2012m03_m08,W2--W3,1,w02_2012m02_m07,w03_2012m03_m08,5,4,5,115768,112176,3592,0.8063208460322784,0.8058713502545035,0.8058713502545035,0.8063208460322784,-0.0004494957777748,-1,0,441,0,109,0,-109,-109,100181,100072,-0.0009716873484524,-115,-109,6,-0.0009933660424296,-0.0009415382489116,5.182779351807063e-05
numeric_logistic_platt,Numeric logistic,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,0,1,48646,47005,1641,0.0557623096810253,0.0556807020199895,0.0556807020199895,0.0557623096810253,-8.160766103582767e-05,-1,171,0,147,0,-147,0,-147,41501,41354,-0.0031273268801191,-153,-147,6,-0.0031451712371006,-0.0030218311885869,0.0001233400485137
numeric_logistic_platt,Numeric logistic,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,1,2,55311,53433,1878,0.0809073660956201,0.0807050090863365,0.0807050090863365,0.0809073660956201,-0.0002023570092836,-1,507,0,455,0,-455,0,-455,47716,47261,-0.0085153369640484,-468,-455,13,-0.0084612464066822,-0.0082262117842743,0.0002350346224078
numeric_logistic_platt,Numeric logistic,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,2,3,70157,67884,2273,0.8958192511745544,0.8947818688022484,0.8947818688022484,0.8958192511745544,-0.0010373823723059,-1,0,2781,0,352,0,-352,-352,61020,60668,-0.0051853161275116,-452,-352,100,-0.0064426928175378,-0.0050173183003834,0.0014253745171543
numeric_logistic_platt,Numeric logistic,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,3,4,87008,84316,2692,0.8655596934660833,0.8645731565389918,0.8645731565389918,0.8655596934660833,-0.0009865369270914,-1,0,1956,0,332,0,-332,-332,75039,74707,-0.0039375681958347,-386,-332,54,-0.0044363736667892,-0.0038157410812798,0.0006206325855093
numeric_logistic_platt,Numeric logistic,02:w03_2012m03_m08->w04_2012m04_m09,W3--W4,2,w03_2012m03_m08,w04_2012m04_m09,5,4,5,115768,112176,3592,0.8058713502545035,0.8056165785472097,0.8056165785472097,0.8058713502545035,-0.0002547717072938,-1,0,210,0,50,0,-50,-50,100072,100022,-0.0004457281414919,-59,-50,9,-0.0005096399695943,-0.0004318982793172,7.774169027710594e-05
numeric_logistic_platt,Numeric logistic,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,0,1,48646,47005,1641,0.0556807020199895,0.0557893961188405,0.0556807020199895,0.0557893961188405,0.000108694098851,1,215,0,186,0,186,0,186,41354,41540,0.003957025848314,186,195,9,0.0038235415039263,0.0040085515766969,0.0001850100727706
numeric_logistic_platt,Numeric logistic,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,1,2,55311,53433,1878,0.0807050090863365,0.0807085321606214,0.0807050090863365,0.0807085321606214,3.523074284930705e-06,1,6,0,6,0,6,0,6,47261,47267,0.0001122901577676,6,6,0,0.0001084775180343,0.0001084775180343,0.0
numeric_logistic_platt,Numeric logistic,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,2,3,70157,67884,2273,0.8947818688022484,0.89330390881681,0.89330390881681,0.8947818688022484,-0.0014779599854384,-1,0,3868,0,512,0,-512,-512,60668,60156,-0.0075422780036532,-633,-512,121,-0.0090226206935872,-0.0072979175278304,0.0017247031657568
numeric_logistic_platt,Numeric logistic,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,3,4,87008,84316,2692,0.8645731565389918,0.8633439810939889,0.8633439810939889,0.8645731565389918,-0.0012291754450028,-1,0,2479,0,415,0,-415,-415,74707,74292,-0.0049219602447933,-507,-415,92,-0.0058270503861713,-0.0047696763515998,0.0010573740345715
numeric_logistic_platt,Numeric logistic,03:w04_2012m04_m09->w05_2012m05_m10,W4--W5,3,w04_2012m04_m09,w05_2012m05_m10,5,4,5,115768,112176,3592,0.8056165785472097,0.8048975884461733,0.8048975884461733,0.8056165785472097,-0.0007189901010363,-1,0,636,0,164,0,-164,-164,100022,99858,-0.0014619883040935,-183,-164,19,-0.0015807477023011,-0.0014166263561605,0.0001641213461405
numeric_logistic_platt,Numeric logistic,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,0,1,48646,47005,1641,0.0557893961188405,0.0558073347454651,0.0557893961188405,0.0558073347454651,1.7938626624552922e-05,1,25,0,23,0,23,0,23,41540,41563,0.0004893096479097,23,24,1,0.0004728035193027,0.000493360194055,2.055667475229207e-05
numeric_logistic_platt,Numeric logistic,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,1,2,55311,53433,1878,0.0807085321606214,0.0808002068916298,0.0807085321606214,0.0808002068916298,9.167473100839264e-05,1,250,0,227,0,227,0,227,47267,47494,0.0042483109688769,227,233,6,0.0041040660989676,0.004212543617002,0.0001084775180343
numeric_logistic_platt,Numeric logistic,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,2,3,70157,67884,2273,0.89330390881681,0.8928429613469422,0.8928429613469422,0.89330390881681,-0.0004609474698678,-1,0,1218,0,167,0,-167,-167,60156,59989,-0.0024600789582228,-207,-167,40,-0.0029505252505095,-0.0023803754436478,0.0005701498068617
numeric_logistic_platt,Numeric logistic,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,3,4,87008,84316,2692,0.8633439810939889,0.8615126151660237,0.8615126151660237,0.8633439810939889,-0.0018313659279651,-1,0,3619,0,561,0,-561,-561,74292,73731,-0.0066535414393472,-663,-561,102,-0.0076199889665318,-0.0064476829716807,0.001172305994851
numeric_logistic_platt,Numeric logistic,04:w05_2012m05_m10->w06_2012m06_m11,W5--W6,4,w05_2012m05_m10,w06_2012m06_m11,5,4,5,115768,112176,3592,0.8048975884461733,0.8023477375876491,0.8023477375876491,0.8048975884461733,-0.0025498508585242,-1,3,2146,1,487,-1,-487,-488,99858,99370,-0.0043503066609613,-549,-488,61,-0.0047422431069034,-0.0042153272061364,0.000526915900767
numeric_logistic_platt,Numeric logistic,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,0,1,48646,47005,1641,0.0558073347454651,0.0557164094567131,0.0557164094567131,0.0558073347454651,-9.092528875196544e-05,-1,170,0,153,0,-153,0,-153,41563,41410,-0.003254972875226,-158,-153,5,-0.0032479546108621,-0.0031451712371006,0.0001027833737614
numeric_logistic_platt,Numeric logistic,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,1,2,55311,53433,1878,0.0808002068916298,0.0807156622296755,0.0807156622296755,0.0808002068916298,-8.454466195426114e-05,-1,234,0,214,0,-214,0,-214,47494,47280,-0.0040050156270469,-220,-214,6,-0.0039775089945942,-0.0038690314765598,0.0001084775180343
numeric_logistic_platt,Numeric logistic,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,2,3,70157,67884,2273,0.8928429613469422,0.107864252044333,0.107864252044333,0.8928429613469422,-0.7849787093026092,-1,262,2119,214,316,-214,-316,-530,59989,59459,-0.0078074362147192,-591,-540,51,-0.0084239633963823,-0.0076970223926336,0.0007269410037487
numeric_logistic_platt,Numeric logistic,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,3,4,87008,84316,2692,0.8615126151660237,0.8600412333216553,0.8600412333216553,0.8615126151660237,-0.0014713818443684,-1,0,2897,0,522,0,-522,-522,73731,73209,-0.0061909957777883,-610,-522,88,-0.0070108495770503,-0.0059994483265906,0.0010114012504597
numeric_logistic_platt,Numeric logistic,05:w06_2012m06_m11->w07_2012m07_m12,W6--W7,5,w06_2012m06_m11,w07_2012m07_m12,5,4,5,115768,112176,3592,0.8023477375876491,0.7990143068958951,0.7990143068958951,0.8023477375876491,-0.0033334306917539,-1,2,2762,2,628,-2,-628,-630,99370,98740,-0.0056161745827984,-710,-630,80,-0.006132955566305,-0.0054419183193974,0.0006910372469076
numeric_logistic_platt,Numeric logistic,06:w07_2012m07_m12->w08_2012m08_2013m01,W7--W8,6,w07_2012m07_m12,w08_2012m08_2013m01,5,0,1,48646,47005,1641,0.0557164094567131,0.0557368200356067,0.0557164094567131,0.0557368200356067,2.041057889357045e-05,1,48,0,44,0,44,0,44,41410,41454,0.0009360706307839,44,44,0,0.0009044936891008,0.0009044936891008,0.0
