learner,window_id,taxonomy_groups,conformal_group,alpha,fit_rows,fit_defaults,fit_nondefaults,fit_default_prevalence,finite_sample_rank,boundary_count,boundary_closed_form,phase_margin,frozen_fit_rows,frozen_finite_sample_rank,frozen_threshold,recomputed_threshold,threshold_gap,threshold_below_half,recomputed_residual_below_threshold,recomputed_residual_equal_threshold,recomputed_residual_above_threshold,frozen_residual_below_threshold,frozen_residual_equal_threshold,frozen_residual_above_threshold,recomputed_score_min,recomputed_score_max,frozen_score_min,frozen_score_max,fit_score_max_nondefault,fit_score_max_default,both_classes_nonempty,count_nondefault_score_below_half,count_default_score_above_half,exact_half_criterion_expected,exact_half_criterion_observed,exact_half_criterion_pass,max_score_below_half_condition,phase_margin_half_check_applicable,phase_margin_half_check_pass,no_interleaving_condition,expected_threshold_source_branch,threshold_source_branch,phase_margin_source_check_applicable,phase_margin_source_check_pass,boundary_identity_reconciles,rows_reconcile,rank_reconciles,threshold_reconciles,tie_counts_reconcile,score_extrema_reconcile,rank_bracket_reconciles,cell_reconciles
catboost_platt,w01_2012m01_m06,5,0,0.1,1829,96,1733,0.0524876981957353,1647,182,182,-86,1829,1647,0.0491131879466576,0.0491131879466576,0.0,True,1646,1,182,1646,1,182,0.0097014657668124,0.0502587011726639,0.0097014657668124,0.0502587011726639,0.0502587011726639,0.0498655525568537,True,1733,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w01_2012m01_m06,5,1,0.1,2437,190,2247,0.0779647107098892,2195,242,242,-52,2437,2195,0.0796458969830263,0.0796458969830263,0.0,True,2194,1,242,2194,1,242,0.050290260081801,0.0803650313658699,0.050290260081801,0.0803650313658699,0.0803650313658699,0.0801530559121887,True,2247,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w01_2012m01_m06,5,2,0.1,3249,379,2870,0.1166512773160972,2925,324,324,55,3249,2925,0.8919735883395368,0.8919735883395368,0.0,False,2924,1,324,2924,1,324,0.0803713440212744,0.1118774551473145,0.0803713440212744,0.1118774551473145,0.1118774551473145,0.111862316603227,True,2870,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w01_2012m01_m06,5,3,0.1,3603,556,3047,0.154315847904524,3244,359,359,197,3603,3244,0.8617614186932525,0.8617614186932525,0.0,False,3243,1,359,3243,1,359,0.1118957731833843,0.1532610773953692,0.1118957731833843,0.1532610773953692,0.1532610773953692,0.1532592704631575,True,3047,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w01_2012m01_m06,5,4,0.1,3830,823,3007,0.2148825065274151,3448,382,382,441,3830,3448,0.8095744723631617,0.8095744723631617,0.0,False,3447,1,382,3447,1,382,0.1532638278468384,0.5281745670852075,0.1532638278468384,0.5281745670852075,0.4521968793537455,0.5281745670852075,True,3007,1,False,False,True,False,False,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w02_2012m02_m07,5,0,0.1,1943,97,1846,0.0499227997941327,1750,193,193,-96,1943,1750,0.0490039526461765,0.0490039526461765,0.0,True,1749,1,193,1749,1,193,0.0097014657668124,0.0502587011726639,0.0097014657668124,0.0502587011726639,0.0502587011726639,0.0498655525568537,True,1846,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w02_2012m02_m07,5,1,0.1,2647,217,2430,0.0819795995466566,2384,263,263,-46,2647,2384,0.0797876649605875,0.0797876649605875,0.0,True,2383,1,263,2383,1,263,0.050290260081801,0.080358953595577,0.050290260081801,0.080358953595577,0.080358953595577,0.0801530559121887,True,2430,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w02_2012m02_m07,5,2,0.1,3621,422,3199,0.1165423916045291,3260,361,361,61,3621,3260,0.8920116585417792,0.8920116585417792,0.0,False,3259,1,361,3259,1,361,0.0803713440212744,0.1118889803394425,0.0803713440212744,0.1118889803394425,0.1118774551473145,0.1118889803394425,True,3199,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w02_2012m02_m07,5,3,0.1,4098,661,3437,0.1612981942410932,3690,408,408,253,4098,3690,0.862876020574146,0.862876020574146,0.0,False,3689,1,408,3689,1,408,0.1118957731833843,0.1532610773953692,0.1118957731833843,0.1532610773953692,0.1532610773953692,0.1532592704631575,True,3437,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w02_2012m02_m07,5,4,0.1,4365,951,3414,0.2178694158075601,3930,435,435,516,4365,3930,0.8111630187017316,0.8111630187017316,0.0,False,3929,1,435,3929,1,435,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.4831174891615209,0.4521968793537455,0.4831174891615209,True,3414,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w03_2012m03_m08,5,0,0.1,2182,107,2075,0.0490375802016498,1965,217,217,-110,2182,1965,0.0488154400698228,0.0488154400698228,0.0,True,1964,1,217,1964,1,217,0.0097014657668124,0.0502587011726639,0.0097014657668124,0.0502587011726639,0.0502587011726639,0.0502365920822496,True,2075,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w03_2012m03_m08,5,1,0.1,2931,232,2699,0.0791538723984988,2639,292,292,-60,2931,2639,0.0797095922909728,0.0797095922909728,0.0,True,2638,1,292,2638,1,292,0.050290260081801,0.080358953595577,0.050290260081801,0.080358953595577,0.080358953595577,0.0801576370716758,True,2699,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w03_2012m03_m08,5,2,0.1,4018,458,3560,0.1139870582379293,3618,400,400,58,4018,3618,0.8916085888119072,0.8916085888119072,0.0,False,3617,1,400,3617,1,400,0.0803713440212744,0.1118889803394425,0.0803713440212744,0.1118889803394425,0.1118774551473145,0.1118889803394425,True,3560,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w03_2012m03_m08,5,3,0.1,4806,776,4030,0.1614648356221389,4327,479,479,297,4806,4327,0.863313952320159,0.863313952320159,0.0,False,4326,1,479,4326,1,479,0.1118957731833843,0.1532610773953692,0.1118957731833843,0.1532610773953692,0.1532610773953692,0.1532592704631575,True,4030,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w03_2012m03_m08,5,4,0.1,5112,1116,3996,0.2183098591549295,4602,510,510,606,5112,4602,0.8115631424920364,0.8115631424920364,0.0,False,4601,1,510,4601,1,510,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.4831174891615209,0.4521968793537455,0.4831174891615209,True,3996,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w04_2012m04_m09,5,0,0.1,2320,104,2216,0.0448275862068965,2089,231,231,-127,2320,2089,0.0485356508584787,0.0485356508584787,0.0,True,2088,1,231,2088,1,231,0.0097014657668124,0.0502587011726639,0.0097014657668124,0.0502587011726639,0.0502587011726639,0.0502365920822496,True,2216,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w04_2012m04_m09,5,1,0.1,3199,249,2950,0.0778368240075023,2880,319,319,-70,3199,2880,0.0797876649605875,0.0797876649605875,0.0,True,2879,1,319,2879,1,319,0.050276812744011,0.080358953595577,0.050276812744011,0.080358953595577,0.080358953595577,0.0801576370716758,True,2950,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w04_2012m04_m09,5,2,0.1,4511,496,4015,0.1099534471292396,4061,450,450,46,4511,4061,0.890281077239412,0.890281077239412,0.0,False,4060,1,450,4060,1,450,0.0803713440212744,0.1118889803394425,0.0803713440212744,0.1118889803394425,0.1118774551473145,0.1118889803394425,True,4015,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w04_2012m04_m09,5,3,0.1,5643,906,4737,0.1605528973950026,5080,563,563,343,5643,5080,0.8624583885207028,0.8624583885207028,0.0,False,5079,1,563,5079,1,563,0.1118943482058926,0.1532610773953692,0.1118943482058926,0.1532610773953692,0.1532610773953692,0.1532592704631575,True,4737,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w04_2012m04_m09,5,4,0.1,6094,1320,4774,0.2166064981949458,5486,608,608,712,6094,5486,0.8127065501276763,0.8127065501276763,0.0,False,5485,1,608,5485,1,608,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.4831174891615209,0.4492655501151448,0.4831174891615209,True,4774,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w05_2012m05_m10,5,0,0.1,2456,115,2341,0.0468241042345276,2212,244,244,-129,2456,2212,0.0484384683655253,0.0484384683655253,0.0,True,2211,1,244,2211,1,244,0.0093712170519906,0.0502587011726639,0.0093712170519906,0.0502587011726639,0.0502587011726639,0.0502365920822496,True,2341,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w05_2012m05_m10,5,1,0.1,3483,269,3214,0.0772322710307206,3136,347,347,-78,3483,3136,0.0797867363162015,0.0797867363162015,0.0,True,3135,1,347,3135,1,347,0.050276812744011,0.080358953595577,0.050276812744011,0.080358953595577,0.080358953595577,0.0801576370716758,True,3214,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w05_2012m05_m10,5,2,0.1,5001,533,4468,0.1065786842631473,4502,499,499,34,5001,4502,0.8894148014498154,0.8894148014498154,0.0,False,4501,1,499,4501,1,499,0.0803713440212744,0.1118889803394425,0.0803713440212744,0.1118889803394425,0.1118822972710683,0.1118889803394425,True,4468,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w05_2012m05_m10,5,3,0.1,6360,1011,5349,0.1589622641509434,5725,635,635,376,6360,5725,0.8616959042825142,0.8616959042825142,0.0,False,5724,1,635,5724,1,635,0.1118943482058926,0.1532592704631575,0.1118943482058926,0.1532592704631575,0.1532582305906117,0.1532592704631575,True,5349,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w05_2012m05_m10,5,4,0.1,6970,1464,5506,0.2100430416068866,6274,696,696,768,6970,6274,0.8124732989633325,0.8124732989633325,0.0,False,6273,1,696,6273,1,696,0.1532638278468384,0.4831174891615209,0.1532638278468384,0.4831174891615209,0.4492655501151448,0.4831174891615209,True,5506,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w06_2012m06_m11,5,0,0.1,2551,116,2435,0.0454723637789102,2297,254,254,-138,2551,2297,0.0484668814087071,0.0484668814087071,0.0,True,2296,1,254,2296,1,254,0.009275781579087,0.0502440148351461,0.009275781579087,0.0502440148351461,0.0502440148351461,0.0502365920822496,True,2435,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w06_2012m06_m11,5,1,0.1,3783,300,3483,0.0793021411578112,3406,377,377,-77,3783,3406,0.0798440797007135,0.0798440797007135,0.0,True,3405,1,377,3405,1,377,0.050276812744011,0.0803627676778142,0.050276812744011,0.0803627676778142,0.0803627676778142,0.0801576370716758,True,3483,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w06_2012m06_m11,5,2,0.1,5502,579,4923,0.1052344601962922,4953,549,549,30,5502,4953,0.8892521057704302,0.8892521057704302,0.0,False,4952,1,549,4952,1,549,0.0803713440212744,0.1118889803394425,0.0803713440212744,0.1118889803394425,0.1118832525211423,0.1118889803394425,True,4923,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w06_2012m06_m11,5,3,0.1,7126,1119,6007,0.1570305921975863,6415,711,711,408,7126,6415,0.8612148729915213,0.8612148729915213,0.0,False,6414,1,711,6414,1,711,0.1118943482058926,0.1532608687797542,0.1118943482058926,0.1532608687797542,0.1532608687797542,0.1532592704631575,True,6007,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w06_2012m06_m11,5,4,0.1,7723,1571,6152,0.2034183607406448,6952,771,771,800,7723,6952,0.8119678361988626,0.8119678361988626,0.0,False,6951,1,771,6951,1,771,0.1532699904769691,0.4831174891615209,0.1532699904769691,0.4831174891615209,0.4492655501151448,0.4831174891615209,True,6152,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w07_2012m07_m12,5,0,0.1,2733,121,2612,0.044273691913648,2461,272,272,-151,2733,2461,0.0484805012938176,0.0484805012938176,0.0,True,2460,1,272,2460,1,272,0.009275781579087,0.0502440148351461,0.009275781579087,0.0502440148351461,0.0502440148351461,0.0502365920822496,True,2612,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w07_2012m07_m12,5,1,0.1,4268,318,3950,0.0745079662605435,3843,425,425,-107,4268,3843,0.0797397671541154,0.0797397671541154,0.0,True,3842,1,425,3842,1,425,0.050276812744011,0.0803627676778142,0.050276812744011,0.0803627676778142,0.0803627676778142,0.0801576370716758,True,3950,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w07_2012m07_m12,5,2,0.1,5929,603,5326,0.1017034913138809,5337,592,592,11,5929,5337,0.8884345991499274,0.8884345991499274,0.0,False,5336,1,592,5336,1,592,0.0803832856060484,0.1118889803394425,0.0803832856060484,0.1118889803394425,0.1118832525211423,0.1118889803394425,True,5326,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w07_2012m07_m12,5,3,0.1,7430,1118,6312,0.1504710632570659,6688,742,742,376,7430,6688,0.8604327334944422,0.8604327334944422,0.0,False,6687,1,742,6687,1,742,0.1118943482058926,0.1532608687797542,0.1118943482058926,0.1532608687797542,0.1532608687797542,0.1532588386786363,True,6312,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w07_2012m07_m12,5,4,0.1,8051,1604,6447,0.1992299093280337,7247,804,804,800,8051,7247,0.8109305281057975,0.8109305281057975,0.0,False,7246,1,804,7246,1,804,0.1532699904769691,0.4934565690241365,0.1532699904769691,0.4934565690241365,0.4934565690241365,0.4831174891615209,True,6447,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w08_2012m08_2013m01,5,0,0.1,2847,132,2715,0.0463645943097997,2564,283,283,-151,2847,2564,0.0486584140925409,0.0486584140925409,0.0,True,2563,1,283,2563,1,283,0.009275781579087,0.050247584324199,0.009275781579087,0.050247584324199,0.050247584324199,0.0502365920822496,True,2715,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w08_2012m08_2013m01,5,1,0.1,4572,324,4248,0.0708661417322834,4116,456,456,-132,4572,4116,0.0796435411922613,0.0796435411922613,0.0,True,4115,1,456,4115,1,456,0.050276812744011,0.0803627676778142,0.050276812744011,0.0803627676778142,0.0803627676778142,0.0801576370716758,True,4248,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w08_2012m08_2013m01,5,2,0.1,6238,606,5632,0.0971465213209362,5616,622,622,-16,6238,5616,0.1118010883671265,0.1118010883671265,0.0,True,5615,1,622,5615,1,622,0.080372700837764,0.1118832525211423,0.080372700837764,0.1118832525211423,0.1118832525211423,0.1118412439715225,True,5632,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w08_2012m08_2013m01,5,3,0.1,7820,1129,6691,0.1443734015345268,7039,781,781,348,7820,7039,0.8592335766105592,0.8592335766105592,0.0,False,7038,1,781,7038,1,781,0.1118943482058926,0.1532608687797542,0.1118943482058926,0.1532608687797542,0.1532608687797542,0.1532588386786363,True,6691,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
catboost_platt,w08_2012m08_2013m01,5,4,0.1,8652,1654,6998,0.191169671752196,7788,864,864,790,8652,7788,0.8061960123826506,0.8061960123826506,0.0,False,7787,1,864,7787,1,864,0.1532699904769691,0.4934565690241365,0.1532699904769691,0.4934565690241365,0.4934565690241365,0.4305992141892783,True,6998,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w01_2012m01_m06,5,0,0.1,1626,70,1556,0.043050430504305,1465,161,161,-91,1626,1465,0.0558455068891937,0.0558455068891937,0.0,True,1464,1,161,1464,1,161,0.0023860243811882,0.0568475497617715,0.0023860243811882,0.0568475497617715,0.0568475497617715,0.0568265624771463,True,1556,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w01_2012m01_m06,5,1,0.1,2452,200,2252,0.0815660685154975,2208,244,244,-44,2452,2208,0.0810087084692815,0.0810087084692815,0.0,True,2207,1,244,2207,1,244,0.0568589986191353,0.0813823178606611,0.0568589986191353,0.0813823178606611,0.0813823178606611,0.0813808249740199,True,2252,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w01_2012m01_m06,5,2,0.1,2724,309,2415,0.1134361233480176,2453,271,271,38,2724,2453,0.8954712290162469,0.8954712290162469,0.0,False,2452,1,271,2452,1,271,0.081389138945861,0.1079253397070166,0.081389138945861,0.1079253397070166,0.1079253397070166,0.1077988236199541,True,2415,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w01_2012m01_m06,5,3,0.1,3497,501,2996,0.1432656562768087,3149,348,348,153,3497,3149,0.8649328079682392,0.8649328079682392,0.0,False,3148,1,348,3148,1,348,0.1079710884784932,0.147384130448722,0.1079710884784932,0.147384130448722,0.147384130448722,0.1473086686022943,True,2996,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w01_2012m01_m06,5,4,0.1,4649,964,3685,0.207356420735642,4185,464,464,500,4649,4185,0.8080294405623234,0.8080294405623234,0.0,False,4184,1,464,4184,1,464,0.1474080565028807,0.4387428023626731,0.1474080565028807,0.4387428023626731,0.4387428023626731,0.4182575333489753,True,3685,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w02_2012m02_m07,5,0,0.1,1712,73,1639,0.0426401869158878,1542,170,170,-97,1712,1542,0.0558035349604413,0.0558035349604413,0.0,True,1541,1,170,1541,1,170,0.0023860243811882,0.0568475497617715,0.0023860243811882,0.0568475497617715,0.0568475497617715,0.0568265624771463,True,1639,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w02_2012m02_m07,5,1,0.1,2585,206,2379,0.0796905222437137,2328,257,257,-51,2585,2328,0.0809745020827268,0.0809745020827268,0.0,True,2327,1,257,2327,1,257,0.0568589986191353,0.0813808249740199,0.0568589986191353,0.0813808249740199,0.0813783271616888,0.0813808249740199,True,2379,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w02_2012m02_m07,5,2,0.1,2960,345,2615,0.116554054054054,2665,295,295,50,2960,2665,0.89610165568957,0.89610165568957,0.0,False,2664,1,295,2664,1,295,0.081389138945861,0.1079632103028048,0.081389138945861,0.1079632103028048,0.1079632103028048,0.1077988236199541,True,2615,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w02_2012m02_m07,5,3,0.1,3925,571,3354,0.1454777070063694,3534,391,391,180,3925,3534,0.8647243677720748,0.8647243677720748,0.0,False,3533,1,391,3533,1,391,0.1079710884784932,0.1473890198357532,0.1079710884784932,0.1473890198357532,0.147384130448722,0.1473890198357532,True,3354,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w02_2012m02_m07,5,4,0.1,5492,1153,4339,0.2099417334304442,4944,548,548,605,5492,4944,0.8063208460322784,0.8063208460322784,0.0,False,4943,1,548,4943,1,548,0.1474080565028807,0.4387428023626731,0.1474080565028807,0.4387428023626731,0.4387428023626731,0.4182575333489753,True,4339,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w03_2012m03_m08,5,0,0.1,1945,80,1865,0.0411311053984575,1752,193,193,-113,1945,1752,0.0557623096810253,0.0557623096810253,0.0,True,1751,1,193,1751,1,193,0.0023860243811882,0.0568475497617715,0.0023860243811882,0.0568475497617715,0.0568475497617715,0.0568265624771463,True,1865,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w03_2012m03_m08,5,1,0.1,2758,205,2553,0.0743292240754169,2484,274,274,-69,2758,2484,0.0809073660956201,0.0809073660956201,0.0,True,2483,1,274,2483,1,274,0.0568652044548206,0.0813808249740199,0.0568652044548206,0.0813808249740199,0.0813783271616888,0.0813808249740199,True,2553,0,True,True,True,True,True,True,True,nondefault_mirror,nondefault_mirror,True,True,True,True,True,True,True,True,True,True
numeric_logistic_platt,w03_2012m03_m08,5,2,0.1,3252,366,2886,0.1125461254612546,2928,324,324,42,3252,2928,0.8958192511745544,0.8958192511745544,0.0,False,2927,1,324,2927,1,324,0.0813892106624145,0.1079632103028048,0.0813892106624145,0.1079632103028048,0.1079632103028048,0.1075623168274405,True,2886,0,False,False,True,True,True,True,True,default_mirror,default_mirror,True,True,True,True,True,True,True,True,True,True
