learner,learner_label,window,window_id,taxonomy_groups,identification_state_at_nominal,role,score_strata_observed,threshold_cells,infinite_threshold_cells,average_set_size,singleton_share,set_empty_count,set_empty_share,set_zero_only_count,set_zero_only_share,set_one_only_count,set_one_only_share,set_both_count,set_both_share,candidate_rows,resolved_rows,unresolved_rows,resolved_y0_rows,resolved_y1_rows,resolved_covered_rows,coverage_resolved,coverage_resolved_y0,coverage_resolved_y1,coverage_resolved_gap_y0_minus_y1,coverage_lower,coverage_upper,coverage_y0_lower,coverage_y0_upper,coverage_y1_lower,coverage_y1_upper,coverage_gap_y0_minus_y1_lower,coverage_gap_y0_minus_y1_upper,gap_lower_unresolved_y1_rows,gap_upper_unresolved_y1_rows,unresolved_zero_covered_rows,unresolved_zero_missed_rows,unresolved_one_covered_rows,unresolved_one_missed_rows,baseline_average_set_size,baseline_singleton_share,baseline_set_empty_count,baseline_set_empty_share,baseline_set_zero_only_count,baseline_set_zero_only_share,baseline_set_one_only_count,baseline_set_one_only_share,baseline_set_both_count,baseline_set_both_share,baseline_candidate_rows,baseline_resolved_rows,baseline_unresolved_rows,baseline_resolved_y0_rows,baseline_resolved_y1_rows,baseline_resolved_covered_rows,baseline_coverage_resolved,baseline_coverage_resolved_y0,baseline_coverage_resolved_y1,baseline_coverage_resolved_gap_y0_minus_y1,baseline_coverage_lower,baseline_coverage_upper,baseline_coverage_y0_lower,baseline_coverage_y0_upper,baseline_coverage_y1_lower,baseline_coverage_y1_upper,baseline_coverage_gap_y0_minus_y1_lower,baseline_coverage_gap_y0_minus_y1_upper,baseline_gap_lower_unresolved_y1_rows,baseline_gap_upper_unresolved_y1_rows,baseline_unresolved_zero_covered_rows,baseline_unresolved_zero_missed_rows,baseline_unresolved_one_covered_rows,baseline_unresolved_one_missed_rows,baseline_mean_width,resolved_coverage_delta_label_mondrian_minus_baseline,resolved_y0_coverage_delta_label_mondrian_minus_baseline,resolved_y1_coverage_delta_label_mondrian_minus_baseline,average_set_size_delta_label_mondrian_minus_baseline
numeric_logistic_platt,Numeric logistic,W3,w03_2012m03_m08,5,robust_shortfall,primary_oot,5,10,0,1.7298734378731195,0.2701265621268805,0,0.0,55622,0.14758152246013426,46186,0.12254503966674626,275082,0.7298734378731194,376890,364814,12076,307842,56972,323285,0.8861639081833482,0.8869095185192404,0.8821350839008636,0.004774434618376788,0.8808564833240468,0.8898113507920082,0.8825575381432635,0.8906595477386935,0.8542895510717503,0.9000610200770937,-0.014492673033806663,0.03206327389416434,8701,3375,10558,1518,10219,1857,1.2303059248056463,0.752214173896893,3294,0.008739950648730399,283213,0.751447371912229,289,0.0007668019846639603,90094,0.2390458754543766,376890,364814,12076,307842,56972,325348,0.8918188446715313,0.9898974149076474,0.3618619672821737,0.6280354476254737,0.8706413011754093,0.8949693544535541,0.9894570733718857,0.9902745941753888,0.31122248724374263,0.39181638729967544,0.5980010904368971,0.6787082382075721,2806,9270,11939,137,2806,9270,0.7500939205698408,-0.005654936488183049,-0.102987896388407,0.5202731166186899,0.49956751306747327
numeric_logistic_platt,Numeric logistic,W4,w04_2012m04_m09,5,robust_shortfall,primary_oot,5,10,0,1.7237177956432912,0.27628220435670886,0,0.0,58359,0.15484358831489295,45769,0.12143861604181591,272762,0.7237177956432912,376890,364814,12076,307842,56972,323283,0.8861584259376011,0.888017229617791,0.8761145826019799,0.011902647015811008,0.8806760593276552,0.8898060442038791,0.8837112322284074,0.891736648053816,0.847249333763346,0.8948246829689899,-0.007983667239589293,0.04003065871624489,8635,3441,10576,1500,10135,1941,1.215381145692377,0.7635410862585901,3972,0.010538884024516438,287482,0.7627742842739261,289,0.0007668019846639603,85147,0.2259200297168935,376890,364814,12076,307842,56972,324012,0.8881567045124364,0.9879418662820538,0.3489784455522011,0.6389634207298527,0.8666640133726021,0.8913741409960466,0.9874414768927071,0.9883913660785208,0.29940516527369926,0.37784114736224106,0.610024269074604,0.6885813719181134,2643,9433,11920,156,2643,9433,0.7496760765048107,-0.001998278574835366,-0.09992463666426288,0.5271361370497789,0.5083366499509141
numeric_logistic_platt,Numeric logistic,W5,w05_2012m05_m10,5,robust_shortfall,primary_oot,5,10,0,1.7287219082490912,0.2712780917509088,0,0.0,56662,0.1503409482872987,45580,0.12093714346361008,274648,0.7287219082490912,376890,364814,12076,307842,56972,323513,0.8867888841985231,0.8884460210107783,0.8778347258302324,0.010611295180545932,0.8814853140173525,0.8904163018387328,0.8841722432353797,0.8921552617529755,0.84982158028887,0.8963823135328272,-0.009163683868155331,0.03799031231528664,8710,3366,10588,1488,10198,1878,1.197439571227679,0.7826554166998329,3751,0.009952506036243997,294686,0.7818886147151689,289,0.0007668019846639603,78164,0.20739207726392317,376890,364814,12076,307842,56972,323113,0.8856924350490936,0.9885655628536717,0.3298286877764516,0.6587368750772201,0.8636631377855608,0.8890127092785693,0.9880937306202494,0.9889921224876552,0.2819904857661659,0.3570382095886028,0.6314691304070509,0.7066059178141378,2411,9665,11929,147,2411,9665,0.7491068029128565,0.0010964491494295237,-0.1001195418428934,0.5480060380537808,0.5312823370214121
numeric_logistic_platt,Numeric logistic,W6,w06_2012m06_m11,5,robust_shortfall,primary_oot,5,10,0,1.7303006182175171,0.2696993817824829,0,0.0,56451,0.14978110323967206,45196,0.1199182785428109,275243,0.730300618217517,376890,364814,12076,307842,56972,323813,0.8876112210605953,0.8893523300914106,0.8782033279505722,0.01114900214083836,0.8823343681180186,0.8912122900581071,0.8851171136220358,0.8930364741164094,0.850250658509644,0.8967026423520655,-0.008578197921275593,0.038496000888378776,8730,3346,10603,1473,10203,1873,1.1796333147602749,0.8019209849027568,3476,0.009222850168484172,301944,0.8011462230358991,292,0.0007747618668577038,71178,0.18885616492875906,376890,364814,12076,307842,56972,322147,0.8830445103532211,0.9893744193449887,0.30850242224250507,0.6808719971024837,0.8605614370240654,0.886468200270636,0.9889182554937919,0.9897709646752727,0.262964182052126,0.3343246257307965,0.6549957565069815,0.7264214693869874,2210,9866,11934,142,2210,9866,0.7482864173070809,0.004566710707374244,-0.10002208925357814,0.5697009057080671,0.5506673034572422
numeric_logistic_platt,Numeric logistic,W7,w07_2012m07_m12,5,robust_shortfall,primary_oot,5,10,0,1.7302316325718379,0.26976836742816207,0,0.0,57219,0.1518188330812704,44454,0.11794953434689166,275217,0.730231632571838,376890,364814,12076,307842,56972,324187,0.8886364010153119,0.8909570493954692,0.876097030120059,0.014860019275410141,0.8833187402159781,0.8922046220382605,0.8867715287993663,0.8945943824282103,0.8478800027179453,0.8948802716225875,-0.005094043938953324,0.04241884713192156,8727,3349,10623,1453,10180,1896,1.1572235930908223,0.8207965188781873,4142,0.010989944015495237,309056,0.8200164504232004,294,0.0007800684549868662,63398,0.1682135371063175,376890,364814,12076,307842,56972,320098,0.8774279495852682,0.9874805906926281,0.28277048374640174,0.7047101069462263,0.8545172331449494,0.8809758815569529,0.9869580039285076,0.9879470219386718,0.24020755364038945,0.306871575661968,0.6805567513336317,0.7472885328347916,1981,10095,11913,163,1981,10095,0.6012897474623677,0.011208451430043787,-0.0965235412971589,0.5933265463736572,0.5730080394810155
numeric_logistic_platt,Numeric logistic,W8,w08_2012m08_2013m01,5,robust_shortfall,primary_oot,5,10,0,1.7571784870917244,0.2428215129082756,0,0.0,48619,0.12900050412587227,42898,0.11382100878240335,285373,0.7571784870917244,376890,364814,12076,307842,56972,325911,0.8933620968493534,0.894689483566245,0.8861897072246016,0.00849977634164345,0.8887447265780466,0.8967789010055984,0.8906073667838307,0.898215737801681,0.8617317243851235,0.9038424463525678,-0.01061096119345789,0.03271302818012557,9048,3028,10665,1411,10459,1617,1.1419751121016741,0.8326647032290588,4779,0.012680092334633448,313526,0.8318766748918782,297,0.0007880283371806097,58288,0.15465520443630767,376890,364814,12076,307842,56972,318568,0.8732340315886999,0.9857524314421034,0.26525310678930003,0.7204993246528034,0.8500305128817427,0.8768632757568521,0.9851667884100317,0.9862823901043051,0.22478729100969835,0.2879983671247789,0.6977010085393247,0.7609842922003822,1820,10256,11893,183,1820,10256,0.6003912914346058,0.02012806526065347,-0.09106294787585845,0.6209366004353015,0.6152033749900503
catboost_monotonic_platt,Monotonic CatBoost,W1,w01_2012m01_m06,5,robust_shortfall,primary_oot,5,10,0,1.7689989121494336,0.23100108785056647,0,0.0,44501,0.11807423916792698,42561,0.1129268486826395,289828,0.7689989121494335,376890,364814,12076,307842,56972,326629,0.8953302230725795,0.8938091618427635,0.9035491118444148,-0.009739950001651287,0.891257396057205,0.8986839661439677,0.8897598328822318,0.8973681153596197,0.8819085146479356,0.9187730968218774,-0.02679939715603427,0.012239153514413868,9277,2799,10675,1401,10678,1398,1.1893921303298045,0.7881875348244846,4225,0.011210167422855475,297060,0.7881875348244846,0,0.0,75605,0.20060229775265992,376890,364814,12076,307842,56972,322033,0.8827320223456336,0.9877209737462724,0.3154356526012778,0.6722853211449946,0.8605110244368384,0.8861444983947571,0.98730404062707,0.9881796690307328,0.26917604062130224,0.34183303238435964,0.6458571635335707,0.7186354043673636,2285,9791,11946,130,2285,9791,0.6914951840514478,0.01259820072694584,-0.09391181190350895,0.588113459243137,0.5796067818196291
catboost_monotonic_platt,Monotonic CatBoost,W2,w02_2012m02_m07,5,robust_shortfall,primary_oot,5,10,0,1.7680994454615404,0.2319005545384595,0,0.0,44357,0.11769216482262729,43044,0.1142083897158322,289489,0.7680994454615405,376890,364814,12076,307842,56972,326231,0.894239256168897,0.8927924064942405,0.9020571508811346,-0.009264744386894064,0.8901430125500809,0.8976279551062645,0.8887017031032242,0.8963802311452711,0.8803617925174729,0.9175093134646088,-0.02653963296809958,0.012724407536258666,9255,2821,10659,1417,10672,1404,1.193279206134416,0.7832073018652658,4431,0.011756746000159198,295183,0.7832073018652658,0,0.0,77276,0.20503595213457507,376890,364814,12076,307842,56972,322168,0.8831020739335661,0.9871622455675314,0.3208242645510075,0.666337981016524,0.8610231101913025,0.8864894266231527,0.986729528503752,0.9876416194732053,0.2740124428453639,0.3476523644946472,0.6394782345764384,0.7132467734287951,2343,9733,11941,135,2343,9733,0.6916006026120983,0.01113718223533089,-0.09436983907329088,0.581232886330127,0.5748202393271244
catboost_monotonic_platt,Monotonic CatBoost,W3,w03_2012m03_m08,5,robust_shortfall,primary_oot,5,10,0,1.7668258643105414,0.23317413568945847,0,0.0,44687,0.11856775186393909,43194,0.11460638382551938,289009,0.7668258643105416,376890,364814,12076,307842,56972,326123,0.893943214898551,0.8926527244495553,0.9009162395562732,-0.008263515106717856,0.889837883732654,0.8973413993472896,0.8885827739190045,0.896247503987341,0.8790375064223326,0.916531125240278,-0.025662532037688257,0.013893899382459059,9248,2828,10666,1410,10658,1418,1.1915784446390194,0.7834222186844968,4711,0.012499668338241928,295264,0.7834222186844968,0,0.0,76915,0.20407811297726128,376890,364814,12076,307842,56972,321941,0.8824798390412648,0.9864670837637489,0.32059608228603526,0.6658710014777136,0.8603730531454801,0.8858420228713948,0.9859802463684357,0.9869717230724968,0.27374368658483583,0.34723510464273066,0.6391688778128022,0.7128248394027774,2325,9751,11924,152,2325,9751,0.6915922561307751,0.011463375857286184,-0.09381435931419357,0.5803201572702379,0.575247419671522
catboost_monotonic_platt,Monotonic CatBoost,W4,w04_2012m04_m09,5,robust_shortfall,primary_oot,5,10,0,1.7666825864310542,0.23331741356894584,0,0.0,44704,0.11861285786303696,43231,0.11470455570590889,288955,0.7666825864310541,376890,364814,12076,307842,56972,326160,0.8940446364448733,0.8927729159763775,0.9009162395562732,-0.008143323579895667,0.889882989731752,0.8974395712276791,0.8886880490983228,0.8963620436856168,0.8788117455697286,0.9165126081490793,-0.025526641850382947,0.014215282805555375,9228,2848,10661,1415,10643,1433,1.1789646846560005,0.793759452360105,5140,0.013637931491947253,299160,0.793759452360105,0,0.0,72590,0.1926026161479477,376890,364814,12076,307842,56972,320953,0.8797716096421738,0.9852131937812254,0.31002948816962717,0.6751837056115982,0.857409323675343,0.8831648491602324,0.9846598379949029,0.9857636554129071,0.2642104948243882,0.33563750676041104,0.6494910018099744,0.7211074339456336,2196,9880,11903,173,2196,9880,0.6912410503191332,0.014273026802699484,-0.09244027780484787,0.590886751386646,0.5877179017750538
catboost_monotonic_platt,Monotonic CatBoost,W5,w05_2012m05_m10,5,robust_shortfall,primary_oot,5,10,0,1.7632147310886466,0.23678526891135346,0,0.0,46254,0.12272546366313779,42988,0.11405980524821566,287648,0.7632147310886466,376890,364814,12076,307842,56972,326124,0.8939459560214246,0.893240688405091,0.8977567928105034,-0.004516104405412391,0.8896627663243918,0.8973440526413542,0.8891795581539735,0.8968170743959412,0.8748909529429877,0.9137790671857191,-0.022235956881804325,0.01850325472304502,9181,2895,10670,1406,10587,1489,1.1740083313433627,0.7988909230810051,5107,0.013550372787816074,301094,0.7988909230810051,0,0.0,70689,0.18755870413117887,376890,364814,12076,307842,56972,320707,0.8790972934152746,0.9853301368884038,0.3050796882679211,0.6802504486204827,0.8566053755737748,0.8825227519966038,0.9847895042709514,0.9858764218183638,0.25977073338414863,0.3302261846356854,0.6550308650749626,0.7256606317640378,2139,9937,11907,169,2139,9937,0.6910680459750285,0.01484866260614992,-0.0920894484833128,0.5926771045425823,0.5892063997452839
catboost_monotonic_platt,Monotonic CatBoost,W6,w06_2012m06_m11,5,robust_shortfall,primary_oot,5,10,0,1.7576852662580593,0.24231473374194062,0,0.0,48593,0.12893151848019316,42733,0.11338321526174745,285564,0.7576852662580594,376890,364814,12076,307842,56972,326111,0.8939103214240681,0.8937961681641882,0.8945271361370498,-0.0007309679728616514,0.8894345830348378,0.8973095598185147,0.8897468980704495,0.8973555571602144,0.8705820051589539,0.9109527126154029,-0.018762012664246125,0.02324114302028802,9108,2968,10675,1401,10509,1567,1.169298734378731,0.8042054710923612,4993,0.01324789726445382,303097,0.8042054710923612,0,0.0,68800,0.18254663164318502,376890,364814,12076,307842,56972,320411,0.8782859210446967,0.9856647241117197,0.2980762479814646,0.6875884761302551,0.8556395765342673,0.881747990129746,0.9851367014386037,0.9861987221386508,0.253549726025352,0.32269701742797624,0.6628998263364765,0.7322107938624876,2071,10005,11911,165,2071,10005,0.6908680102244154,0.015624400379371406,-0.09186855594753152,0.5964508881555852,0.5883865318793282
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,robust_shortfall,primary_oot,5,10,0,1.7541165857411978,0.2458834142588023,0,0.0,50660,0.13441587731168245,42011,0.11146753694711985,284219,0.7541165857411977,376890,364814,12076,307842,56972,326535,0.8950725575224635,0.8957549652094257,0.8913852418732009,0.004369723336224762,0.8904561012497015,0.8984345565018971,0.8917602620779314,0.8992556641415965,0.8666211604095563,0.9082171462474043,-0.013973488665299377,0.029050407489139625,9069,3007,10697,1379,10448,1628,1.1587094377669878,0.8114144710658282,5630,0.01493804558359203,305814,0.8114144710658282,0,0.0,65446,0.17364748335057975,376890,364814,12076,307842,56972,319247,0.8750952540198567,0.9839398132808389,0.28696552692550725,0.6969742863553317,0.8522884661307013,0.8786171031335402,0.9833616320859156,0.9845372915865227,0.24373844594191663,0.3108204397394137,0.6730604708554673,0.740303592184185,1972,10104,11895,181,1972,10104,0.5231766606172179,0.019977303502606847,-0.08818484807141325,0.6044197149476936,0.59540714797421
