learner,learner_label,window,window_id,taxonomy_groups,identification_state_at_nominal,role,score_strata_observed,threshold_cells,infinite_threshold_cells,average_set_size,singleton_share,set_empty_count,set_empty_share,set_zero_only_count,set_zero_only_share,set_one_only_count,set_one_only_share,set_both_count,set_both_share,candidate_rows,resolved_rows,unresolved_rows,resolved_y0_rows,resolved_y1_rows,resolved_covered_rows,coverage_resolved,coverage_resolved_y0,coverage_resolved_y1,coverage_resolved_gap_y0_minus_y1,coverage_lower,coverage_upper,coverage_y0_lower,coverage_y0_upper,coverage_y1_lower,coverage_y1_upper,coverage_gap_y0_minus_y1_lower,coverage_gap_y0_minus_y1_upper,gap_lower_unresolved_y1_rows,gap_upper_unresolved_y1_rows,unresolved_zero_covered_rows,unresolved_zero_missed_rows,unresolved_one_covered_rows,unresolved_one_missed_rows,baseline_average_set_size,baseline_singleton_share,baseline_set_empty_count,baseline_set_empty_share,baseline_set_zero_only_count,baseline_set_zero_only_share,baseline_set_one_only_count,baseline_set_one_only_share,baseline_set_both_count,baseline_set_both_share,baseline_candidate_rows,baseline_resolved_rows,baseline_unresolved_rows,baseline_resolved_y0_rows,baseline_resolved_y1_rows,baseline_resolved_covered_rows,baseline_coverage_resolved,baseline_coverage_resolved_y0,baseline_coverage_resolved_y1,baseline_coverage_resolved_gap_y0_minus_y1,baseline_coverage_lower,baseline_coverage_upper,baseline_coverage_y0_lower,baseline_coverage_y0_upper,baseline_coverage_y1_lower,baseline_coverage_y1_upper,baseline_coverage_gap_y0_minus_y1_lower,baseline_coverage_gap_y0_minus_y1_upper,baseline_gap_lower_unresolved_y1_rows,baseline_gap_upper_unresolved_y1_rows,baseline_unresolved_zero_covered_rows,baseline_unresolved_zero_missed_rows,baseline_unresolved_one_covered_rows,baseline_unresolved_one_missed_rows,baseline_mean_width,resolved_coverage_delta_label_mondrian_minus_baseline,resolved_y0_coverage_delta_label_mondrian_minus_baseline,resolved_y1_coverage_delta_label_mondrian_minus_baseline,average_set_size_delta_label_mondrian_minus_baseline
catboost_platt,CatBoost,W1,w01_2012m01_m06,5,crosses_nominal,primary_oot,5,10,0,1.7683966143967735,0.2316033856032264,0,0.0,47175,0.12516914749661706,40114,0.10643423810660936,289601,0.7683966143967736,376890,364814,12076,307842,56972,327836,0.8986387583809832,0.8987857407371314,0.8978445552201081,0.0009411855170232686,0.8941256069410173,0.9018864920799172,0.8948730222388968,0.9021947942694273,0.8736315349011973,0.9137381612296017,-0.016575044961060492,0.025236332995430908,9151,2925,10730,1346,10497,1579,1.1745787895672477,0.8004112605800101,4713,0.01250497492637109,301667,0.8004112605800101,0,0.0,70510,0.18708376449361883,376890,364814,12076,307842,56972,319959,0.8770469335058413,0.9868666393799417,0.2836481078424489,0.7032185315374928,0.8547135769057285,0.8805221682719095,0.9863059506455812,0.9873554698617327,0.2416484732481981,0.30997869678422885,0.6767464656106551,0.7453102643653445,2174,9902,11901,175,2174,9902,0.6649918872956118,0.021591824875141885,-0.08808089864281032,0.6141964473776591,0.5938178248295258
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,crosses_nominal,primary_oot,5,10,0,1.764636896707262,0.23536310329273794,0,0.0,48939,0.12984955822653824,39767,0.10551354506619968,288184,0.7646368967072621,376890,364814,12076,307842,56972,327969,0.8990033277231685,0.8997375276927775,0.8950361581127572,0.00470136958002032,0.894361750112765,0.9022393801905065,0.8958438450093796,0.9031169564944441,0.8701261027592444,0.9112983372146491,-0.013111851550645454,0.029593260940679766,9107,2969,10738,1338,10445,1631,1.1839422643211548,0.791403327230757,4646,0.012327204224044151,298272,0.791403327230757,0,0.0,73972,0.19626946854519886,376890,364814,12076,307842,56972,320732,0.879165821487114,0.9869770856478324,0.29661939198202625,0.6903576936658061,0.8570245960359787,0.8825970442304121,0.9864451572686423,0.9874621581725838,0.25306996525697856,0.3235939504422389,0.6632624872273682,0.7340025306638763,2272,9804,11910,166,2272,9804,0.6653409452353941,0.019837506236054514,-0.08723955795505489,0.5984167661307309,0.5806946323861073
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,crosses_nominal,primary_oot,5,10,0,1.7608453394889756,0.23915466051102444,0,0.0,49684,0.13182626230465122,40451,0.10732839820637322,286755,0.7608453394889756,376890,364814,12076,307842,56972,327291,0.8971448464148853,0.8979606421475952,0.8927367829811135,0.005223859166481715,0.8924328053278144,0.9004404468147205,0.8940139262162801,0.90139346243553,0.8674762497654824,0.9093175444063571,-0.012871605067537983,0.030398835274481215,9058,3018,10717,1359,10417,1659,1.1826501101117037,0.7891772135105733,5309,0.014086338188861472,297433,0.7891772135105733,0,0.0,74148,0.19673644830056516,376890,364814,12076,307842,56972,320210,0.8777349553471084,0.9851157411919101,0.29751456855999436,0.6876011726319158,0.8556528430045902,0.8811430390830216,0.984501710850101,0.985668979063323,0.25385272049242935,0.32451180610643215,0.660458647959636,0.7313723060296478,2277,9799,11884,192,2277,9799,0.6653200651843034,0.019409891067776908,-0.08715509904431495,0.5952222144211191,0.5781952293772719
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,robust_shortfall,primary_oot,5,10,0,1.760487144790257,0.2395128552097429,0,0.0,48912,0.12977791928679455,41358,0.10973493592294833,286620,0.7604871447902571,376890,364814,12076,307842,56972,326752,0.8956673811860291,0.8959693609059193,0.8940356666432634,0.0019336942626558828,0.8910000265329406,0.8990103213139112,0.8919563944933657,0.8994609663676919,0.869108964952394,0.9104488681876168,-0.01604616509976045,0.02681174567388613,9057,3019,10691,1385,10442,1634,1.171156040223938,0.7980869749794369,5796,0.015378492398312505,300791,0.7980869749794369,0,0.0,70303,0.18653453262225053,376890,364814,12076,307842,56972,319166,0.8748732230670972,0.9836831881289753,0.2869304219616654,0.6967527661673099,0.8525697153015469,0.8783411605508239,0.9830317549976302,0.9842890833682604,0.24438995948511713,0.31296612605908913,0.670584300522062,0.739406866976733,2159,9917,11872,204,2159,9917,0.665031208384886,0.020794158118931816,-0.08771382722305598,0.607105244681598,0.589331104566319
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,robust_shortfall,primary_oot,5,10,0,1.7656080023348988,0.23439199766510121,0,0.0,46516,0.12342062670805805,41824,0.11097137095704317,288550,0.7656080023348988,376890,364814,12076,307842,56972,326502,0.8949821004676356,0.8944783362893952,0.8977041353647406,-0.0032257990753453702,0.890503860542864,0.898346997797766,0.8904202169800643,0.8980142222501295,0.8738829560017086,0.91365286317505,-0.020852120584297085,0.020678992578968443,9120,2956,10673,1403,10523,1553,1.160824113136459,0.8071347077396588,6038,0.01602058956194115,304201,0.8071347077396588,0,0.0,66651,0.17684470269840005,376890,364814,12076,307842,56972,318305,0.87251311627295,0.9829977715841243,0.275521308713052,0.7074764628710722,0.8499323410013532,0.8760327947146382,0.9823180925484085,0.9836286576687884,0.2342066784041061,0.3004000135597817,0.682465236273495,0.7489022583044278,2026,10050,11863,213,2026,10050,0.6647076525088492,0.02246898419468557,-0.08851943529472905,0.6221828266516886,0.6047838891984398
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,robust_shortfall,primary_oot,5,10,0,1.7637851893125316,0.2362148106874685,0,0.0,47307,0.12551938231314178,41720,0.11069542837432672,287863,0.7637851893125315,376890,364814,12076,307842,56972,326461,0.894869714429819,0.8946797383073135,0.8958962297268834,-0.0012164914195699206,0.8903658892515057,0.8982382127411181,0.8906408656116002,0.8982111125762113,0.8718548759031822,0.9121033833750759,-0.019052888685722108,0.0228671654834657,9109,2967,10680,1396,10505,1571,1.1568282522751996,0.812271485048688,5823,0.015450131338056197,306137,0.812271485048688,0,0.0,64930,0.17227838361325587,376890,364814,12076,307842,56972,318159,0.8721129123334083,0.9835987292182353,0.2697114371972197,0.7138872920210156,0.8494255618350182,0.8756692934277907,0.9829473520188543,0.9842077606861133,0.22911416941267687,0.2942513527725476,0.6892265060485396,0.7545894290935671,1981,10095,11872,204,1981,10095,0.6645688455708322,0.022756802096410733,-0.08891899091092181,0.6261847925296637,0.606956937037332
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,robust_shortfall,primary_oot,5,10,0,1.7626973387460532,0.23730266125394678,0,0.0,47817,0.12687256228607816,41620,0.11043009896786861,287453,0.7626973387460533,376890,364814,12076,307842,56972,326531,0.8950615930309692,0.8950045802716978,0.895369655269255,-0.0003650749975572243,0.8904879407784765,0.8984239433256388,0.8909555977376867,0.898524106882164,0.8710299842906906,0.9116312855787476,-0.018245660164135147,0.023975378528665662,9085,2991,10677,1399,10484,1592,1.1452253973307862,0.8226432115471358,6055,0.01606569556103903,310046,0.8226432115471358,0,0.0,60789,0.1612910928918252,376890,364814,12076,307842,56972,317199,0.8694814343747773,0.9829815294859051,0.2561960261180931,0.726785503367812,0.8465175515402372,0.8730929448910822,0.9822954842772603,0.9836129157374188,0.2171926848503787,0.2795280276110648,0.7033249652553526,0.7658902343551417,1845,10231,11861,215,1845,10231,0.6641544351090524,0.025580158656191898,-0.08797694921420729,0.6391736291511619,0.617471941415267
catboost_platt,CatBoost,W8,w08_2012m08_2013m01,5,crosses_nominal,primary_oot,5,10,0,1.7615935684151875,0.23840643158481253,0,0.0,50083,0.13288492663641913,39770,0.10552150494839344,287037,0.7615935684151874,376890,364814,12076,307842,56972,327647,0.8981206861578778,0.8994419215051878,0.8909815347890192,0.008460386716168555,0.893449016954549,0.9013850195017113,0.8955640009703243,0.9028328389597753,0.865785434078117,0.907834990354652,-0.009854074453460149,0.03355543579821461,9085,2991,10743,1333,10418,1658,1.128127570378625,0.8397357319111677,6056,0.016068348855103613,316488,0.8397357319111677,0,0.0,54346,0.14419591923372868,376890,364814,12076,307842,56972,315876,0.8658549288130389,0.9830562431377134,0.23257038545250297,0.7504858576852105,0.8424845445620738,0.8695640637851894,0.9823478238288148,0.9836845002752616,0.19658753709198812,0.2541453428863869,0.7287685352673818,0.7865589296759204,1648,10428,11854,222,1648,10428,0.5005686881638921,0.03226575734483883,-0.08361432163252569,0.6584111493365162,0.6334659980365624
numeric_logistic_platt,Numeric logistic,W1,w01_2012m01_m06,5,robust_shortfall,primary_oot,5,10,0,1.734633447424978,0.2653665525750219,0,0.0,54387,0.1443047042903765,45627,0.12106184828464539,276876,0.7346334474249782,376890,364814,12076,307842,56972,323936,0.8879483791740449,0.8884102883946959,0.885452502983922,0.002957785410773961,0.8827535885802223,0.8915386452280506,0.8841138172484467,0.8921180069216323,0.858114889346284,0.9029345708208767,-0.015935820808455486,0.029863605798386907,8765,3311,10580,1496,10261,1815,1.2308604632651436,0.7537504311602855,2900,0.007694552787285415,283796,0.7529942423518798,285,0.0007561888084056356,89909,0.2385550160524291,376890,364814,12076,307842,56972,325800,0.8930578322103867,0.9910018775865541,0.36382784525731937,0.6271740323292347,0.8718193637400833,0.8962217092520364,0.9906285922106262,0.9913383906292018,0.312870749120768,0.39359868828322375,0.5973542918095484,0.6781574218429551,2797,9279,11960,116,2797,9279,0.7502982548753632,-0.0051094530363418045,-0.10259158919185818,0.5216246577266026,0.5037729841598344
numeric_logistic_platt,Numeric logistic,W2,w02_2012m02_m07,5,robust_shortfall,primary_oot,5,10,0,1.727177691103505,0.272822308896495,0,0.0,57373,0.1522274403672159,45451,0.1205948685292791,274066,0.727177691103505,376890,364814,12076,307842,56972,323473,0.8866792392835802,0.8886474230286966,0.8760443726742961,0.012603050354400458,0.8812650906099923,0.8903101700761495,0.8843583816897538,0.8923482766742561,0.8475410949599239,0.894804266221772,-0.007341274866577069,0.04038575980946128,8667,3409,10583,1493,10160,1916,1.2295497359972405,0.7542014911512643,3062,0.008124386425747565,283962,0.7534346891666003,289,0.0007668019846639603,89577,0.23767412242298813,376890,364814,12076,307842,56972,325451,0.8921011803275094,0.9905470988364161,0.3601593765358422,0.6303877223005739,0.8708509114065112,0.8952771365650455,0.9901482631199549,0.9909003921274321,0.30964597229348384,0.38994879003916055,0.6005410944268098,0.6809278404189916,2782,9294,11952,124,2782,9294,0.7500855689952323,-0.005421941043929235,-0.10189967580771953,0.515884996138454,0.49762795510626456
