window_id,paired_policy_id,scope,metric,lower,upper,direction,evaluated_comparators,nested_scope_independent_replications
w01_2012m01_m06,linear-001,development_admissible_exact_frontier,standardized_payoff,-100962.15398073764,154175.1621247555,crosses_zero,391,False
w01_2012m01_m06,linear-001,development_admissible_exact_frontier,terminal_default,-0.019444994677142828,0.013900846498859136,crosses_zero,391,False
w01_2012m01_m06,linear-001,development_admissible_exact_frontier,funded_miscoverage,-0.011109994677142828,0.01908541149483312,crosses_zero,391,False
w01_2012m01_m06,linear-002,development_admissible_exact_frontier,standardized_payoff,-208955.99267195916,20049.35499593844,crosses_zero,402,False
w01_2012m01_m06,linear-002,development_admissible_exact_frontier,terminal_default,-0.0072915306677265234,0.026231625575540755,crosses_zero,402,False
w01_2012m01_m06,linear-002,development_admissible_exact_frontier,funded_miscoverage,0.0015212962810327605,0.029327428848029895,guardrail_higher,402,False
w01_2012m01_m06,linear-003,development_admissible_exact_frontier,standardized_payoff,-269631.4074554667,-4682.226247637896,guardrail_lower,452,False
w01_2012m01_m06,linear-003,development_admissible_exact_frontier,terminal_default,-0.005059287454489407,0.0345280576949651,crosses_zero,452,False
w01_2012m01_m06,linear-003,development_admissible_exact_frontier,funded_miscoverage,0.009933287750729004,0.0434343678375389,guardrail_higher,452,False
w01_2012m01_m06,linear-004,development_admissible_exact_frontier,standardized_payoff,-88188.32943944942,22049.831410747516,crosses_zero,355,False
w01_2012m01_m06,linear-004,development_admissible_exact_frontier,terminal_default,-0.00588116741746962,0.013859457227555806,crosses_zero,355,False
w01_2012m01_m06,linear-004,development_admissible_exact_frontier,funded_miscoverage,-0.0007255714258029167,0.012625605698410577,crosses_zero,355,False
w01_2012m01_m06,linear-005,development_admissible_exact_frontier,standardized_payoff,-230209.66693346095,15781.049053337192,crosses_zero,456,False
w01_2012m01_m06,linear-005,development_admissible_exact_frontier,terminal_default,-0.007625081530227504,0.027220101836989023,crosses_zero,456,False
w01_2012m01_m06,linear-005,development_admissible_exact_frontier,funded_miscoverage,0.004775657500311847,0.031871471587704286,guardrail_higher,456,False
w01_2012m01_m06,linear-006,development_admissible_exact_frontier,standardized_payoff,-238163.8381927656,-9605.552227760316,guardrail_lower,459,False
w01_2012m01_m06,linear-006,development_admissible_exact_frontier,terminal_default,-0.002528971306516749,0.028233664734697028,crosses_zero,459,False
w01_2012m01_m06,linear-006,development_admissible_exact_frontier,funded_miscoverage,0.009556690633250264,0.03439073274882338,guardrail_higher,459,False
w01_2012m01_m06,linear-007,development_admissible_exact_frontier,standardized_payoff,-78904.61345018914,80439.65596226338,crosses_zero,345,False
w01_2012m01_m06,linear-007,development_admissible_exact_frontier,terminal_default,-0.010522687466217758,0.011484474882557003,crosses_zero,345,False
w01_2012m01_m06,linear-007,development_admissible_exact_frontier,funded_miscoverage,-0.0075706577489771595,0.008202609119452635,crosses_zero,345,False
w01_2012m01_m06,linear-008,development_admissible_exact_frontier,standardized_payoff,-216820.66958019423,37138.547535764825,crosses_zero,475,False
w01_2012m01_m06,linear-008,development_admissible_exact_frontier,terminal_default,-0.00927288516983526,0.026616161599082897,crosses_zero,475,False
w01_2012m01_m06,linear-008,development_admissible_exact_frontier,funded_miscoverage,0.0028445012245072072,0.028331236662205016,guardrail_higher,475,False
w01_2012m01_m06,linear-009,development_admissible_exact_frontier,standardized_payoff,-256916.83264396485,-20555.228060749934,guardrail_lower,446,False
w01_2012m01_m06,linear-009,development_admissible_exact_frontier,terminal_default,-0.0049987558038743175,0.031088606092336126,crosses_zero,446,False
w01_2012m01_m06,linear-009,development_admissible_exact_frontier,funded_miscoverage,0.006372349264159327,0.035625918658562294,guardrail_higher,446,False
w02_2012m02_m07,linear-001,development_admissible_exact_frontier,standardized_payoff,-113807.17024488423,141429.62761138513,crosses_zero,380,False
w02_2012m02_m07,linear-001,development_admissible_exact_frontier,terminal_default,-0.018186169195763314,0.015169652592305492,crosses_zero,380,False
w02_2012m02_m07,linear-001,development_admissible_exact_frontier,funded_miscoverage,-0.010459502529096647,0.01974588425494614,crosses_zero,380,False
w02_2012m02_m07,linear-002,development_admissible_exact_frontier,standardized_payoff,-208802.07497998688,20115.030095423426,crosses_zero,402,False
w02_2012m02_m07,linear-002,development_admissible_exact_frontier,terminal_default,-0.007285810707310695,0.026203550205520475,crosses_zero,402,False
w02_2012m02_m07,linear-002,development_admissible_exact_frontier,funded_miscoverage,0.0015178327874152617,0.028692940536731822,guardrail_higher,402,False
w02_2012m02_m07,linear-003,development_admissible_exact_frontier,standardized_payoff,-269729.99045469303,-4563.1165916142345,guardrail_lower,452,False
w02_2012m02_m07,linear-003,development_admissible_exact_frontier,terminal_default,-0.005081114117270666,0.03453756473595956,crosses_zero,452,False
w02_2012m02_m07,linear-003,development_admissible_exact_frontier,funded_miscoverage,0.009427091638368608,0.043414505428954225,guardrail_higher,452,False
w02_2012m02_m07,linear-004,development_admissible_exact_frontier,standardized_payoff,-88318.56393632239,21581.76670956971,crosses_zero,355,False
w02_2012m02_m07,linear-004,development_admissible_exact_frontier,terminal_default,-0.005832163841093027,0.01387343373742973,crosses_zero,355,False
w02_2012m02_m07,linear-004,development_admissible_exact_frontier,funded_miscoverage,-0.001774024343383581,0.01134742693783179,crosses_zero,355,False
w02_2012m02_m07,linear-005,development_admissible_exact_frontier,standardized_payoff,-229330.3057337064,16745.91668437251,crosses_zero,455,False
w02_2012m02_m07,linear-005,development_admissible_exact_frontier,terminal_default,-0.007695281140413928,0.027120584833559228,crosses_zero,455,False
w02_2012m02_m07,linear-005,development_admissible_exact_frontier,funded_miscoverage,0.004458515521932235,0.031834406223673256,guardrail_higher,455,False
w02_2012m02_m07,linear-006,development_admissible_exact_frontier,standardized_payoff,-235601.83070967786,-6972.212188738675,guardrail_lower,459,False
w02_2012m02_m07,linear-006,development_admissible_exact_frontier,terminal_default,-0.002723244735156596,0.027998360089974132,crosses_zero,459,False
w02_2012m02_m07,linear-006,development_admissible_exact_frontier,funded_miscoverage,0.008931919618280134,0.0335531398748996,guardrail_higher,459,False
w02_2012m02_m07,linear-007,development_admissible_exact_frontier,standardized_payoff,-77955.96314520731,81388.30626724519,crosses_zero,345,False
w02_2012m02_m07,linear-007,development_admissible_exact_frontier,terminal_default,-0.010636344151919363,0.011377971626740244,crosses_zero,345,False
w02_2012m02_m07,linear-007,development_admissible_exact_frontier,funded_miscoverage,-0.008292647768012099,0.006795619100417694,crosses_zero,345,False
w02_2012m02_m07,linear-008,development_admissible_exact_frontier,standardized_payoff,-218426.99436735784,35282.67842213006,crosses_zero,476,False
w02_2012m02_m07,linear-008,development_admissible_exact_frontier,terminal_default,-0.009100924742686603,0.026758796791621457,crosses_zero,476,False
w02_2012m02_m07,linear-008,development_admissible_exact_frontier,funded_miscoverage,0.002409087629000173,0.02849479092349851,guardrail_higher,476,False
w02_2012m02_m07,linear-009,development_admissible_exact_frontier,standardized_payoff,-257372.929820799,-21209.33564077971,guardrail_lower,445,False
w02_2012m02_m07,linear-009,development_admissible_exact_frontier,terminal_default,-0.004951071555487462,0.031112000132641194,crosses_zero,445,False
w02_2012m02_m07,linear-009,development_admissible_exact_frontier,funded_miscoverage,0.006406544928978324,0.035043253069603056,guardrail_higher,445,False
w03_2012m03_m08,linear-001,development_admissible_exact_frontier,standardized_payoff,-115866.80565131974,141224.26942027325,crosses_zero,380,False
w03_2012m03_m08,linear-001,development_admissible_exact_frontier,terminal_default,-0.018160050674935976,0.015381803439726624,crosses_zero,380,False
w03_2012m03_m08,linear-001,development_admissible_exact_frontier,funded_miscoverage,-0.010158384008269308,0.020566368435700602,crosses_zero,380,False
w03_2012m03_m08,linear-002,development_admissible_exact_frontier,standardized_payoff,-206280.28293775005,22688.76023115462,crosses_zero,401,False
w03_2012m03_m08,linear-002,development_admissible_exact_frontier,terminal_default,-0.007545270912713984,0.025974643877209172,crosses_zero,401,False
w03_2012m03_m08,linear-002,development_admissible_exact_frontier,funded_miscoverage,0.0011154193576469974,0.029584643877209167,guardrail_higher,401,False
w03_2012m03_m08,linear-003,development_admissible_exact_frontier,standardized_payoff,-274036.1398444567,-4783.10162206908,guardrail_lower,460,False
w03_2012m03_m08,linear-003,development_admissible_exact_frontier,terminal_default,-0.005045805088790065,0.03516103205539681,crosses_zero,460,False
w03_2012m03_m08,linear-003,development_admissible_exact_frontier,funded_miscoverage,0.010996229453994689,0.04511680153553696,guardrail_higher,460,False
w03_2012m03_m08,linear-004,development_admissible_exact_frontier,standardized_payoff,-88392.90449153635,21505.209664999376,crosses_zero,355,False
w03_2012m03_m08,linear-004,development_admissible_exact_frontier,terminal_default,-0.005823078242662357,0.013879448488547125,crosses_zero,355,False
w03_2012m03_m08,linear-004,development_admissible_exact_frontier,funded_miscoverage,-0.0014859145372671124,0.011960230665199533,crosses_zero,355,False
w03_2012m03_m08,linear-005,development_admissible_exact_frontier,standardized_payoff,-225562.42686187476,20424.430546899603,crosses_zero,454,False
