learner,learner_label,window,window_id,taxonomy_groups,role,score_stratum,candidate_stratum_rows,resolved_rows,unresolved_rows,resolved_covered_rows,coverage_resolved,coverage_lower,coverage_upper,baseline_resolved_covered_rows,baseline_coverage_resolved,baseline_coverage_lower,baseline_coverage_upper,resolved_y0_rows,resolved_y1_rows,coverage_resolved_gap_y0_minus_y1,conditional_gap_defined,coverage_gap_y0_minus_y1_lower,coverage_gap_y0_minus_y1_upper,gap_lower_unresolved_y1_rows,gap_upper_unresolved_y1_rows,average_set_size,singleton_share,set_empty_count,set_empty_share,set_zero_only_count,set_zero_only_share,set_one_only_count,set_one_only_share,set_both_count,set_both_share,candidate_rows,baseline_average_set_size,baseline_singleton_share,baseline_set_empty_count,baseline_set_empty_share,baseline_set_zero_only_count,baseline_set_zero_only_share,baseline_set_one_only_count,baseline_set_one_only_share,baseline_set_both_count,baseline_set_both_share,baseline_candidate_rows,baseline_coverage_resolved_gap_y0_minus_y1,baseline_coverage_gap_y0_minus_y1_lower,baseline_coverage_gap_y0_minus_y1_upper,baseline_gap_lower_unresolved_y1_rows,baseline_gap_upper_unresolved_y1_rows,resolved_coverage_delta_label_mondrian_minus_baseline,average_set_size_delta_label_mondrian_minus_baseline,sharp_endpoint_delta_reported
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,0,54840,53021,1819,47423,0.894419192395466,0.8909008023340628,0.8979212253829322,46734,0.8814243412987307,0.8521881838074398,0.8834245076586433,49959,3062,-0.05936863002318982,True,-0.07853922309881672,-0.008586568191886726,1434,175,1.7884208606856309,0.21157913931436909,0,0.0,5515,0.10056528081692195,6088,0.11101385849744712,43237,0.7884208606856309,54840,0.9345185995623633,0.9345185995623633,3591,0.06548140043763676,51249,0.9345185995623633,0,0.0,0,0.0,54840,0.9354470665946075,0.9334664935583741,0.9375870877844867,1713,106,0.01299485109673526,0.8539022611232676,False
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,1,73852,71333,2519,64693,0.906915452875948,0.9007068190434924,0.9100904511726156,62836,0.8808826209468269,0.8508368087526404,0.8840654281536046,64224,7109,0.05659881650683429,True,0.024259349756922233,0.10589698426728078,1826,444,1.7423766451822564,0.2576233548177436,0,0.0,12387,0.16772734658506203,6639,0.08989600823268158,54826,0.7423766451822564,73852,0.9778611276607269,0.9778611276607269,1635,0.02213887233927314,72217,0.9778611276607269,0,0.0,0,0.0,73852,0.9783881415047334,0.9773989329434273,0.9791835387984043,2454,65,0.026032831929121092,0.7645155175215296,False
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,2,81100,78463,2637,71327,0.9090526745090043,0.9033662145499384,0.9120098643649815,67181,0.8562124823165058,0.8283723797780518,0.8607644882860666,67512,10951,0.07323215321622112,True,0.047868792157707674,0.10909376470039965,1936,492,1.7414673242909988,0.25853267570900124,0,0.0,14330,0.17669543773119606,6637,0.08183723797780518,60133,0.7414673242909988,81100,0.9950184956843403,0.9950184956843403,404,0.004981504315659679,80696,0.9950184956843403,0,0.0,0,0.0,81100,0.9950971679108899,0.9949497941411689,0.995280799555169,2627,10,0.05284019219249847,0.7464488286066585,False
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,3,78800,76404,2396,69544,0.9102141249149259,0.9068908629441624,0.9129441624365482,66221,0.8667216376105963,0.8480837563451776,0.8707741116751269,62377,14027,0.031136939005908748,True,0.014426319927218378,0.0476454526606502,1919,477,1.7876142131979695,0.21238578680203046,0,0.0,9962,0.1264213197969543,6774,0.08596446700507614,62064,0.7876142131979695,78800,1.2553553299492386,0.7446446700507614,0,0.0,58678,0.7446446700507614,0,0.0,20122,0.2553553299492386,78800,0.7259570827689457,0.6957977451315339,0.7569396142902308,608,1788,0.04349248730432964,0.5322588832487309,False
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,4,88298,85593,2705,73548,0.8592758753636396,0.8550816553036309,0.863586944211647,76275,0.8911359573796923,0.879283788987293,0.894470995945548,63770,21823,-0.08370910656294417,True,-0.0958875903435132,-0.07002425342450708,1954,751,1.7243538925003963,0.2756461074996036,0,0.0,8466,0.09587986137851368,15873,0.17976624612108993,63959,0.7243538925003964,88298,1.5133072096763234,0.4866927903236766,0,0.0,42974,0.4866927903236766,0,0.0,45324,0.5133072096763234,88298,0.42698070842688907,0.40186311295122257,0.46015368675531,1364,1341,-0.031860082016052726,0.2110466828240729,False
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,0,54840,53021,1819,47709,0.8998132815299599,0.8963347921225383,0.9031363967906637,46892,0.8844042926387657,0.8550692924872356,0.8864697301239971,49959,3062,-0.050871133009668834,True,-0.07074214438841264,0.0006969566465690373,1446,178,1.7919219547775347,0.20807804522246534,0,0.0,5653,0.10308169219547775,5758,0.10499635302698761,43429,0.7919219547775347,54840,0.937746170678337,0.937746170678337,3414,0.06225382932166302,51426,0.937746170678337,0,0.0,0,0.0,54840,0.9386096599211353,0.9367907943103724,0.9406551730810162,1722,97,0.01540898889119413,0.8541757840991977,False
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,1,73852,71333,2519,64856,0.9092005102827583,0.9030222607376917,0.9122975681091914,62833,0.8808405646755358,0.8507961869685317,0.8840248063694958,64224,7109,0.059136808534736685,True,0.026780151274738873,0.10847620868997199,1834,444,1.7450170611493256,0.2549829388506743,0,0.0,12387,0.16772734658506203,6444,0.0872555922656123,55021,0.7450170611493256,73852,0.9778205058766181,0.9778205058766181,1638,0.0221794941233819,72214,0.9778205058766181,0,0.0,0,0.0,73852,0.9783414299950174,0.977352268661824,0.979138546447104,2454,65,0.028359945607222437,0.7671965552727076,False
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,2,81100,78463,2637,71116,0.90636350891503,0.9003452527743526,0.9094081381011098,66842,0.8518919745612582,0.8241923551171393,0.8564611590628853,67512,10951,0.08316053221338249,True,0.056492563611534485,0.12065802045292105,1902,523,1.7284217016029593,0.2715782983970407,0,0.0,15284,0.18845869297163995,6741,0.08311960542540074,59075,0.7284217016029593,81100,0.9898890258939581,0.9898890258939581,820,0.010110974106041924,80280,0.9898890258939581,0,0.0,0,0.0,81100,0.9900758383694751,0.9897826215719956,0.9904461777581315,2617,20,0.05447153435377183,0.7385326757090012,False
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,3,78800,76404,2396,69524,0.909952358515261,0.9066243654822335,0.9126903553299492,65720,0.8601643892989895,0.8408248730964467,0.8644162436548223,62377,14027,0.03081630800409718,True,0.014099956149977416,0.047324210280201055,1918,478,1.7872969543147208,0.21270304568527917,0,0.0,9962,0.1264213197969543,6799,0.08628172588832488,62039,0.7872969543147208,78800,1.222753807106599,0.777246192893401,0,0.0,61247,0.777246192893401,0,0.0,17553,0.22275380710659898,78800,0.7616739145932844,0.7335896731667125,0.7895631373536447,537,1859,0.04978796921627149,0.5645431472081217,False
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,4,88298,85593,2705,74053,0.8651758905517974,0.8609028517067204,0.8693062130512582,75646,0.8837872255908777,0.8712315114725135,0.8873473917869035,63770,21823,-0.06527274107057923,True,-0.07783641148913456,-0.05126378669135386,1963,742,1.7268228045935354,0.27317719540646446,0,0.0,9232,0.10455502955899341,14889,0.16862216584747106,64177,0.7268228045935355,88298,1.4835217105710208,0.5164782894289791,0,0.0,45604,0.5164782894289791,0,0.0,42694,0.48352171057102084,88298,0.4558035100581955,0.4305128760008655,0.4891164071238063,1282,1423,-0.0186113350390803,0.24330109402251465,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,0,35138,33946,1192,29843,0.8791315618924174,0.872075815356594,0.8832318287893449,30334,0.8935957108348553,0.8632819170129205,0.8948431897091468,32520,1426,0.02169802939263621,True,-0.033539092538057313,0.15116975509260405,937,255,1.6513461210085947,0.3486538789914053,0,0.0,7974,0.22693380385906994,4277,0.12172007513233536,22887,0.6513461210085947,35138,0.9313563663270533,0.9313563663270533,2412,0.06864363367294667,32726,0.9313563663270533,0,0.0,0,0.0,35138,0.932779827798278,0.930405177437659,0.9349965803324511,1109,83,-0.014464148942437971,0.7199897546815414,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,1,64651,62524,2127,56196,0.8987908643081057,0.8944641227513882,0.9021206168504741,55929,0.8945205041264155,0.8650910272076224,0.8975112527261759,56735,5789,-0.03139149330096891,True,-0.05064285622288825,0.007285723425808381,1632,257,1.784164204730012,0.21583579526998808,0,0.0,7042,0.10892329585002553,6912,0.10691249941996257,50697,0.7841642047300119,64651,0.9854603950441602,0.9854603950441602,940,0.014539604955839816,63711,0.9854603950441602,0,0.0,0,0.0,64651,0.9857936018330836,0.9852552584293415,0.9862997399330286,2096,31,0.004270360181690247,0.7987038096858518,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,2,83959,81210,2749,74245,0.9142347001600788,0.9103610095403709,0.9170428423397134,71717,0.8831055288757542,0.8592169987732108,0.8869329077287724,69671,11539,0.029330361333579136,True,0.009111448861807203,0.054523100162059863,2188,561,1.790814564251599,0.209185435748401,0,0.0,10584,0.12606153003251588,6979,0.08312390571588514,66396,0.790814564251599,83959,1.159649352660227,0.8403506473397729,0,0.0,70555,0.8403506473397729,0,0.0,13404,0.159649352660227,83959,0.8226882745471877,0.7936627372293286,0.8524448290783212,422,2327,0.031129171284324575,0.631165211591372,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,3,90040,87174,2866,78238,0.8974923715786817,0.8931697023545091,0.9007552199022657,77168,0.8852180696079106,0.8673811639271435,0.8888716126166148,71854,15320,0.011053764302010438,True,-0.006345916120716305,0.03187587457759436,2183,683,1.7729897823189693,0.22701021768103066,0,0.0,11235,0.12477787649933363,9205,0.10223234118169702,69600,0.7729897823189693,90040,1.323356286095069,0.6766437139049312,0,0.0,60925,0.6766437139049312,0,0.0,29115,0.32335628609506883,90040,0.6531331592689296,0.6157159559411728,0.6920312952767314,931,1935,0.012274301970771062,0.44963349622390036,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,4,103102,99960,3142,88958,0.8899359743897559,0.8857539136001241,0.8932901398614964,89755,0.8979091636654661,0.8857054179356365,0.901020348780819,77062,22898,-0.005055655406503545,True,-0.018547684916936882,0.01225854629400825,2365,777,1.7578320498147466,0.24216795018525344,0,0.0,12635,0.12254854416015208,12333,0.11961940602510135,78134,0.7578320498147466,103102,1.507419836666602,0.492580163333398,0,0.0,50786,0.492580163333398,0,0.0,52316,0.507419836666602,103102,0.44567211110140625,0.41719471812272596,0.4814315479838216,1563,1579,-0.007973189275710224,0.25041221314814455,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W2,w02_2012m02_m07,5,primary_oot,0,35138,33946,1192,29940,0.8819890414187238,0.87520632933007,0.8859923729295919,30334,0.8935957108348553,0.8632819170129205,0.8948431897091468,32520,1426,0.015164645685727507,True,-0.036738760260087044,0.14307384586471217,944,248,1.6620752461722352,0.3379247538277648,0,0.0,7688,0.21879446752803233,4186,0.11913028629973248,23264,0.6620752461722352,35138,0.9313563663270533,0.9313563663270533,2412,0.06864363367294667,32726,0.9313563663270533,0,0.0,0,0.0,35138,0.932779827798278,0.930405177437659,0.9349965803324511,1109,83,-0.011606669416131532,0.7307188798451819,False
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W2,w02_2012m02_m07,5,primary_oot,1,64651,62524,2127,56298,0.9004222378606616,0.8957015359391193,0.9036983186648312,55910,0.894216620817606,0.8647971415755363,0.8972018994292432,56735,5789,-0.020075300760264758,True,-0.040985381591925774,0.021619319981820484,1610,281,1.7738936752718442,0.22610632472815578,0,0.0,7882,0.12191613432120153,6736,0.10419019040695426,50033,0.7738936752718442,64651,0.9851355740823808,0.9851355740823808,961,0.014864425917619217,63690,0.9851355740823808,0,0.0,0,0.0,64651,0.9854587115537147,0.9849032008032836,0.9859765425803162,2095,32,0.006205617043055556,0.7887581011894633,False
