learner,learner_label,window,window_id,taxonomy_groups,role,score_stratum,label,alpha,fit_rows,finite_sample_rank,threshold,threshold_is_infinite,score_stratum_present,candidate_stratum_rows,resolved_label_rows,resolved_label_covered_rows,coverage_resolved_label,baseline_resolved_label_covered_rows,baseline_coverage_resolved_label,unresolved_stratum_rows,unresolved_label_covered_if_assigned_rows,unresolved_label_missed_if_assigned_rows,baseline_unresolved_label_covered_if_assigned_rows,baseline_unresolved_label_missed_if_assigned_rows,conditional_coverage_defined,coverage_label_lower,coverage_label_upper,baseline_coverage_label_lower,baseline_coverage_label_upper,label_prevalence_lower,label_prevalence_upper,coverage_upper_below_nominal,identification_state_at_nominal,baseline_identification_state_at_nominal,resolved_coverage_delta_label_mondrian_minus_baseline,sharp_endpoint_delta_reported
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,0,0,0.1,1846,1663,0.04772327664449453,False,True,60520,54571,49012,0.898132707848491,51828,0.9497352073445603,2075,1851,224,1959,116,True,0.8944611734647322,0.9014746021055616,0.9477206648746502,0.9514770918096586,0.9017019167217448,0.9359881031064111,False,crosses_nominal,robust_at_or_above_nominal,-0.05160249949606934,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,0,1,0.1,97,89,0.9759355646919441,False,True,60520,3874,3528,0.9106866288074342,0,0.0,2075,1757,318,0,2075,True,0.8416030534351145,0.9385544308293376,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.9106866288074342,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,1,0,0.1,2430,2188,0.07742888614611144,False,True,79865,68959,62484,0.9061036267927319,67693,0.981641265099552,2700,2439,261,2650,50,True,0.9026870846576134,0.9093111851872602,0.9809300236201075,0.982320658017847,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.07553763830681999,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,1,1,0.1,217,197,0.9456641964725819,False,True,79865,8206,7293,0.8887399463806971,0,0.0,2700,2316,384,0,2700,True,0.8490104772991851,0.9132294240638662,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.8887399463806971,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,2,0,0.1,3199,2880,0.10908768352544024,False,True,79047,65183,59841,0.9180461163186721,65183,1.0,2552,2333,219,2552,0,True,0.9149720192043057,0.9208780141003614,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.08195388368132796,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,2,1,0.1,422,381,0.9153032801606398,False,True,79047,11312,9936,0.8783592644978784,1495,0.13216053748231965,2552,2190,362,301,2251,True,0.8511221517903033,0.8980891719745223,0.11022635110226352,0.15465426676999913,0.1431047351575645,0.17538932533808999,True,robust_shortfall,robust_shortfall,0.7461987270155587,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,3,0,0.1,3437,3095,0.14802725827700727,False,True,80235,62988,56858,0.9026798755318474,62988,1.0,2416,2155,261,2416,0,True,0.8989549241885247,0.9058993291681378,1.0,1.0,0.7850439334455038,0.8151554807752228,False,crosses_nominal,robust_at_or_above_nominal,-0.09732012446815266,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,3,1,0.1,661,596,0.884272694608835,False,True,80235,14831,13378,0.9020295327354865,5344,0.3603263434697593,2416,2130,286,845,1571,True,0.8849639478732553,0.9143328813159601,0.3258139251310816,0.39480734881347285,0.1848445192247772,0.21495606655449617,False,crosses_nominal,robust_shortfall,0.5417031892657272,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,4,0,0.1,3414,3074,0.24756237612741966,False,True,77223,56141,48782,0.8689193281202686,56141,1.0,2333,1960,373,2333,0,True,0.8631843437024455,0.873341250580885,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.13108067187973138,False
catboost_platt,CatBoost,W2,w02_2012m02_m07,5,primary_oot,4,1,0.1,951,857,0.8403817627842806,False,True,77223,18749,16857,0.8990879513574057,10060,0.5365619499706651,2333,2052,281,1126,1207,True,0.8858118759852864,0.9090428344791116,0.504109039887753,0.5628176100628931,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.3625260013867406,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,0,0,0.1,2075,1869,0.04744585454603451,False,True,60520,54571,48436,0.8875776511333858,51423,0.942313683091752,2075,1829,246,1943,132,True,0.8835945053541785,0.8912234042553191,0.9400398515620716,0.9442969883568674,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.05473603195836617,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,0,1,0.1,107,98,0.9767447351191402,False,True,60520,3874,3573,0.92230252968508,0,0.0,2075,1780,295,0,2075,True,0.857040057567762,0.9467633533781393,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.92230252968508,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,1,0,0.1,2699,2430,0.07755446287369488,False,True,79865,68959,62757,0.9100625009063357,67525,0.9792050348757958,2700,2449,251,2640,60,True,0.9067620286085826,0.9131469863320636,0.9783537866384618,0.9799717873154653,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.06914253396946012,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,1,1,0.1,232,210,0.9451512669057881,False,True,79865,8206,7181,0.8750913965391177,0,0.0,2700,2275,425,0,2700,True,0.8320009268914378,0.9022039881690679,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.8750913965391177,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,2,0,0.1,3560,3205,0.10906670282632212,False,True,79047,65183,59794,0.9173250694199407,65183,1.0,2552,2333,219,2552,0,True,0.9142533867465826,0.9201818828129629,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.08267493058005922,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,2,1,0.1,458,414,0.9152964698801512,False,True,79047,11312,9933,0.8780940594059405,1343,0.11872347949080622,2552,2189,363,276,2276,True,0.8507922912205568,0.8978594178209022,0.09883720930232558,0.1397134967207456,0.1431047351575645,0.17538932533808999,True,robust_shortfall,robust_shortfall,0.7593705799151343,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,3,0,0.1,4030,3628,0.14811455298520415,False,True,80235,62988,56961,0.9043151076395504,62988,1.0,2416,2159,257,2416,0,True,0.9006403668274172,0.9074861467143537,1.0,1.0,0.7850439334455038,0.8151554807752228,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.09568489236044961,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,3,1,0.1,776,700,0.8840460972513893,False,True,80235,14831,13288,0.8959611624300452,5488,0.3700357359584654,2416,2116,300,866,1550,True,0.8781970788447558,0.9089514368324777,0.3350222819119712,0.404790724342231,0.1848445192247772,0.21495606655449617,False,crosses_nominal,robust_shortfall,0.5259254264715798,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,4,0,0.1,3996,3598,0.2456787257999158,False,True,77223,56141,48482,0.8635756399066635,56141,1.0,2333,1947,386,2333,0,True,0.8576786314504573,0.8681483266767663,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.13642436009333642,False
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,primary_oot,4,1,0.1,1116,1006,0.8404822006645807,False,True,77223,18749,16886,0.9006347005173609,10119,0.539708784468505,2333,2057,276,1135,1198,True,0.887568988173456,0.9104585215803134,0.5072943299744322,0.5659826996580165,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.36092591604885593,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,0,0,0.1,2216,1996,0.04742672525073887,False,True,60520,54571,48408,0.8870645580986238,50814,0.9311539095856773,2075,1827,248,1921,154,True,0.8830514967438297,0.8907230752863576,0.928533576975788,0.9334950081427459,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.04408935148705356,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,0,1,0.1,104,95,0.9763920151741325,False,True,60520,3874,3552,0.9168817759421787,0,0.0,2075,1767,308,0,2075,True,0.8493543758967002,0.9429179223541925,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.9168817759421787,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,1,0,0.1,2950,2656,0.07770444829584197,False,True,79865,68959,63061,0.914470917501704,67693,0.981641265099552,2700,2460,240,2650,50,True,0.9112992962326045,0.9174169338691385,0.9809300236201075,0.982320658017847,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.067170347597848,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,1,1,0.1,249,225,0.9456641964725819,False,True,79865,8206,7293,0.8887399463806971,0,0.0,2700,2316,384,0,2700,True,0.8490104772991851,0.9132294240638662,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.8887399463806971,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,2,0,0.1,4015,3615,0.10892868879708673,False,True,79047,65183,59539,0.9134130064587392,65183,1.0,2552,2322,230,2552,0,True,0.9102013361258465,0.9163913784164136,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.08658699354126076,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,2,1,0.1,496,448,0.9152964698801512,False,True,79047,11312,9933,0.8780940594059405,827,0.07310820367751061,2552,2189,363,170,2382,True,0.8507922912205568,0.8978594178209022,0.060391412297356506,0.08683156244556697,0.1431047351575645,0.17538932533808999,True,robust_shortfall,robust_shortfall,0.80498585572843,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,3,0,0.1,4737,4265,0.14805372950944154,False,True,80235,62988,56889,0.9031720327681463,62988,1.0,2416,2157,259,2416,0,True,0.8994734928138884,0.906378079668432,1.0,1.0,0.7850439334455038,0.8151554807752228,False,crosses_nominal,robust_at_or_above_nominal,-0.09682796723185369,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,3,1,0.1,906,817,0.8839228509014925,False,True,80235,14831,13240,0.8927246982671432,5183,0.34947070325669205,2416,2109,307,826,1590,True,0.874620161183776,0.9060802833530106,0.31563242189878815,0.3837899980839241,0.1848445192247772,0.21495606655449617,False,crosses_nominal,robust_shortfall,0.5432539950104511,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,4,0,0.1,4774,4298,0.24227949392025153,False,True,77223,56141,47920,0.8535651306531769,56141,1.0,2333,1925,408,2333,0,True,0.84740667385807,0.8584197292735852,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.14643486934682318,False
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,primary_oot,4,1,0.1,1320,1189,0.8405820347024068,False,True,77223,18749,16917,0.9022881220331751,10337,0.5513360712571337,2333,2061,272,1163,1170,True,0.8893854161190263,0.9119654012493993,0.518951754606155,0.5775411811972679,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.3509520507760414,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,0,0,0.1,2341,2108,0.047129630157565154,False,True,60520,54571,47770,0.8753733668065456,50605,0.9273240365762034,2075,1806,269,1912,163,True,0.8710795040116703,0.8793656987778704,0.9245624292030548,0.9297841828514775,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.05195066976965788,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,0,1,0.1,115,105,0.9768215666009396,False,True,60520,3874,3575,0.9228187919463087,0,0.0,2075,1784,291,0,2075,True,0.858343337334934,0.9471544715447154,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.9228187919463087,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,1,0,0.1,3214,2894,0.07770444829584197,False,True,79865,68959,63061,0.914470917501704,67691,0.981612262358793,2700,2460,240,2650,50,True,0.9112992962326045,0.9174169338691385,0.9809010418930864,0.9822927285676382,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.06714134485708899,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,1,1,0.1,269,243,0.9462931845251807,False,True,79865,8206,7436,0.9061662198391421,0,0.0,2700,2372,328,0,2700,True,0.871338176704945,0.9272074116089998,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.9061662198391421,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,2,0,0.1,4468,4023,0.10889754888583611,False,True,79047,65183,59489,0.9126459352898761,65183,1.0,2552,2320,232,2552,0,True,0.9094091569211954,0.915648193413626,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.0873540647101238,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,2,1,0.1,533,481,0.9153032801606398,False,True,79047,11312,9936,0.8783592644978784,490,0.043316831683168314,2552,2190,362,101,2451,True,0.8511221517903033,0.8980891719745223,0.035602702899077236,0.05178305441163585,0.1431047351575645,0.17538932533808999,True,robust_shortfall,robust_shortfall,0.83504243281471,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,3,0,0.1,5349,4815,0.1480401712423399,False,True,80235,62988,56872,0.9029021400901759,62988,1.0,2416,2156,260,2416,0,True,0.8991904882367822,0.9061156821810143,1.0,1.0,0.7850439334455038,0.8151554807752228,False,crosses_nominal,robust_at_or_above_nominal,-0.0970978599098241,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,3,1,0.1,1011,911,0.8840282126252279,False,True,80235,14831,13280,0.8954217517362282,4914,0.33133301867709525,2416,2116,300,771,1645,True,0.8776683629634525,0.9084793768808639,0.2982520029133285,0.36437636200487117,0.1848445192247772,0.21495606655449617,False,crosses_nominal,robust_shortfall,0.5640887330591329,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,4,0,0.1,5506,4957,0.24361888141891275,False,True,77223,56141,48166,0.857946954988333,56141,1.0,2333,1931,402,2333,0,True,0.8518472666819943,0.8626704780272765,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.14205304501166705,False
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,primary_oot,4,1,0.1,1464,1319,0.8405820347024068,False,True,77223,18749,16917,0.9022881220331751,10293,0.5489892794282362,2333,2061,272,1154,1179,True,0.8893854161190263,0.9119654012493993,0.5165094339622641,0.5751394262171532,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.35329884260493893,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,0,0,0.1,2435,2193,0.04717545035784339,False,True,60520,54571,47862,0.8770592439207637,50658,0.9282952483920031,2075,1811,264,1915,160,True,0.8728366918938634,0.8810081231598738,0.9255814803310738,0.9307261976418936,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.051236004471239306,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,0,1,0.1,116,106,0.9769994039049974,False,True,60520,3874,3587,0.925916365513681,0,0.0,2075,1792,283,0,2075,True,0.8628818859754631,0.9493469819978821,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.925916365513681,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,1,0,0.1,3483,3136,0.07766300993814092,False,True,79865,68959,62963,0.9130497832045128,67823,0.983526443248887,2700,2456,244,2656,44,True,0.909830498677803,0.9160400476090457,0.982899294233584,0.9841374013823919,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.0704766600443742,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,1,1,0.1,300,271,0.9459254474958697,False,True,79865,8206,7356,0.8964172556665855,0,0.0,2700,2341,359,0,2700,True,0.8588441330998249,0.9194083625675548,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.8964172556665855,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,2,0,0.1,4923,4432,0.10891755522073623,False,True,79047,65183,59521,0.9131368608379485,65183,1.0,2552,2320,232,2552,0,True,0.9098983413590155,0.9161222464186777,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.08686313916205146,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,2,1,0.1,579,522,0.9156133564422865,False,True,79047,11312,10031,0.8867574257425742,432,0.03818953323903819,2552,2215,337,88,2464,True,0.8611039574212379,0.9053005100909293,0.0313588850174216,0.0456140350877193,0.1431047351575645,0.17538932533808999,False,crosses_nominal,robust_shortfall,0.848567892503536,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,3,0,0.1,6007,5408,0.14799001065875514,False,True,80235,62988,56813,0.9019654537372198,62988,1.0,2416,2154,262,2416,0,True,0.8982292490118577,0.9052070860581499,1.0,1.0,0.7850439334455038,0.8151554807752228,False,crosses_nominal,robust_at_or_above_nominal,-0.09803454626278021,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,3,1,0.1,1119,1008,0.8836319077817236,False,True,80235,14831,13145,0.8863191962780662,4731,0.31899399905603126,2416,2094,322,747,1669,True,0.8674849864713258,0.900384047267356,0.2867272727272727,0.35164976248555657,0.1848445192247772,0.21495606655449617,False,crosses_nominal,robust_shortfall,0.5673251972220349,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,4,0,0.1,6152,5538,0.2442418416988845,False,True,77223,56141,48261,0.8596391229226412,56141,1.0,2333,1939,394,2333,0,True,0.8536481825417883,0.8643250688705234,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.14036087707735878,False
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,primary_oot,4,1,0.1,1571,1415,0.8406105211278425,False,True,77223,18749,16922,0.9025548029228225,10203,0.5441890234145821,2333,2063,270,1146,1187,True,0.8897418371102581,0.9122141072458197,0.51178772070626,0.5704448353857753,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.35836577950824045,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,0,0,0.1,2612,2352,0.04723797702308798,False,True,60520,54571,48010,0.879771307104506,50695,0.9289732641879387,2075,1813,262,1917,158,True,0.8755676326299856,0.8836372020431328,0.9262913628971843,0.931383656705849,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.04920195708343259,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,0,1,0.1,121,110,0.9767447351191402,False,True,60520,3874,3573,0.92230252968508,0,0.0,2075,1780,295,0,2075,True,0.857040057567762,0.9467633533781393,0.0,0.0,0.0640118968935889,0.09829808327825512,False,crosses_nominal,robust_shortfall,0.92230252968508,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,1,0,0.1,3950,3556,0.07765106289918138,False,True,79865,68959,62946,0.9128032599080613,67596,0.9802346321727403,2700,2455,245,2643,57,True,0.9095717010577423,0.9158008233679671,0.9794250608554538,0.9809642188765677,0.8634445626995555,0.897251612095411,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.06743137226467902,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,1,1,0.1,318,288,0.9457495532012863,False,True,79865,8206,7318,0.891786497684621,0,0.0,2700,2325,375,0,2700,True,0.8528143573010138,0.9156775235020416,0.0,0.0,0.102748387904589,0.1365554373004445,False,crosses_nominal,robust_shortfall,0.891786497684621,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,2,0,0.1,5326,4795,0.1088310680098853,False,True,79047,65183,59376,0.9109123544482457,65183,1.0,2552,2313,239,2552,0,True,0.907584604567271,0.9139652720161194,1.0,1.0,0.82461067466191,0.8568952648424355,False,robust_at_or_above_nominal,robust_at_or_above_nominal,-0.08908764555175429,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,2,1,0.1,603,544,0.9157910369468302,False,True,79047,11312,10081,0.8911775106082037,117,0.010342998585572843,2552,2227,325,31,2521,True,0.8662885623442468,0.9090774798729596,0.008458035133376708,0.013047694613417968,0.1431047351575645,0.17538932533808999,False,crosses_nominal,robust_shortfall,0.8808345120226309,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,3,0,0.1,6312,5682,0.14806727349523463,False,True,80235,62988,56911,0.9035213056455198,62988,1.0,2416,2157,259,2416,0,True,0.8998213353993075,0.9067157878578556,1.0,1.0,0.7850439334455038,0.8151554807752228,False,crosses_nominal,robust_at_or_above_nominal,-0.09647869435448021,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,3,1,0.1,1118,1008,0.8835684066224421,False,True,80235,14831,13126,0.8850380958802508,4474,0.30166543051716,2416,2091,325,690,1726,True,0.866059646344682,0.8992435882283418,0.2702180346681162,0.3327105212293022,0.1848445192247772,0.21495606655449617,True,robust_shortfall,robust_shortfall,0.5833726653630908,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,4,0,0.1,6447,5804,0.24436606364505273,False,True,77223,56141,48277,0.8599241196273668,56141,1.0,2333,1939,394,2333,0,True,0.8539311930662421,0.8646005509641873,1.0,1.0,0.7269984331093068,0.7572096396151405,True,robust_shortfall,robust_at_or_above_nominal,-0.1400758803726332,False
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,primary_oot,4,1,0.1,1604,1445,0.8405675699844068,False,True,77223,18749,16913,0.9020747773214571,10005,0.5336284601845431,2333,2061,272,1124,1209,True,0.8891751222333211,0.9117731859682845,0.5013027357450647,0.5600060383434811,0.24279036038485943,0.2730015668906932,False,crosses_nominal,robust_shortfall,0.36844631713691395,False
catboost_platt,CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,0,0,0.1,2715,2445,0.0474533318465522,False,True,60520,54571,48447,0.8877792233970424,51084,0.9361015924208829,2075,1832,243,1930,145,True,0.883843543620243,0.8914242150240236,0.9336208787192046,0.938284278154369,0.9017019167217448,0.9359881031064111,True,robust_shortfall,robust_at_or_above_nominal,-0.0483223690238405,False
