learner,learner_label,window,window_id,taxonomy_groups,score_stratum,conformal_group,role,fit_rows,finite_sample_rank,beta_a,beta_b,fit_residual_quantile,fit_score_min,fit_score_max,fit_residual_below_threshold,fit_residual_equal_threshold,fit_residual_above_threshold,continuous_threshold_tie_singleton,candidate_rows,score_min,score_max,resolved_rows,unresolved_rows,resolved_misses,coverage_resolved,resolved_target_residual_equal_threshold,unresolved_equal_threshold_if_y0,unresolved_equal_threshold_if_y1,unresolved_min_equal_threshold,unresolved_max_equal_threshold,unresolved_min_misses,unresolved_max_misses,misses_min,misses_max,miss_rate_min,miss_rate_max,coverage_lower,coverage_upper,null_expected_miss_rate,null_expected_misses,joint_block_reference_exact_log_p_value,joint_block_reference_exact_p_value,joint_block_reference_exact_neg_log10_p_value,source_within_cell_bonferroni_log_p_value,source_within_cell_bonferroni_p_value,meets_locked_nominal_within_cell_threshold,candidate_rows_active_reference,resolved_rows_active_reference,unresolved_rows_active_reference,fit_rows_active_reference,coverage_resolved_active_reference,coverage_lower_active_reference,coverage_upper_active_reference,score_min_active_reference,score_max_active_reference,fit_residual_quantile_active_reference,fit_score_min_active_reference,fit_score_max_active_reference,coverage_resolved_active_difference,coverage_lower_active_difference,coverage_upper_active_difference,score_min_active_difference,score_max_active_difference,fit_residual_quantile_active_difference,fit_score_min_active_difference,fit_score_max_active_difference
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,1,0,primary_oot,2182,1965,218,1965,0.048815440069822844,0.009701465766812493,0.05025870117266396,1964,1,217,True,60520,0.005424291130823528,0.05026398374733186,58445,2075,7022,0.8798528531097614,0,0,0,0,0,132,2075,7154,9097,0.1182088565763384,0.1503139458030403,0.8496860541969598,0.8817911434236616,0.09986257443884562,6043.683005038937,-5.636502568909602,0.003565316073386099,2.4479019629109433,-4.027064656475502,0.017826580366930498,True,60520,58445,2075,2182,0.8798528531097614,0.8496860541969598,0.8817911434236616,0.005424291130823528,0.05026398374733186,0.048815440069822844,0.009701465766812493,0.05025870117266396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,2,1,primary_oot,2931,2639,293,2639,0.07970959229097281,0.05029026008180106,0.080358953595577,2638,1,292,True,79865,0.05026561675017613,0.080368886853859,77165,2700,9640,0.8750728957428886,0,0,0,0,0,60,2700,9700,12340,0.12145495523696237,0.15451073686846553,0.8454892631315345,0.8785450447630376,0.09993178717598909,7981.052182810369,-8.81999012258267,0.00014774981961145496,3.830473040678839,-7.2105522101485695,0.0007387490980572749,True,79865,77165,2700,2931,0.8750728957428886,0.8454892631315345,0.8785450447630376,0.05026561675017613,0.080368886853859,0.07970959229097281,0.05029026008180106,0.080358953595577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,3,2,primary_oot,4018,3618,401,3618,0.8916085888119072,0.08037134402127445,0.11188898033944253,3617,1,400,True,79047,0.08036959879849867,0.11189296397180755,76495,2552,9969,0.8696777567161252,0,0,0,0,0,0,2276,9969,12245,0.12611484306804813,0.15490783963970803,0.845092160360292,0.8738851569319519,0.09977606369743718,7886.998507091316,-15.525065200846285,1.8094636042465647e-07,6.742450147915741,-13.915627288412185,9.047318021232817e-07,True,79047,76495,2552,4018,0.8696777567161252,0.845092160360292,0.8738851569319519,0.08036959879849867,0.11189296397180755,0.8916085888119072,0.08037134402127445,0.11188898033944253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,4,3,primary_oot,4806,4327,480,4327,0.863313952320159,0.1118957731833843,0.15326107739536926,4326,1,479,True,80235,0.11189496292649623,0.15326092137265918,77819,2416,9343,0.8799393464321053,0,0,0,0,0,0,1550,9343,10893,0.11644544151554807,0.13576369414843897,0.864236305851561,0.883554558484452,0.0998543790305804,8011.816101518619,-8.65225065895146,0.00017473314056616184,3.757624717226393,-7.042812746517359,0.0008736657028308093,True,80235,77819,2416,4806,0.8799393464321053,0.864236305851561,0.883554558484452,0.11189496292649623,0.15326092137265918,0.863313952320159,0.1118957731833843,0.15326107739536926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W3,w03_2012m03_m08,5,5,4,primary_oot,5112,4602,511,4602,0.8115631424920364,0.1532638278468384,0.4831174891615209,4601,1,510,True,77223,0.1532636176115942,0.5544847575803251,74890,2333,8630,0.8847643210041394,0,0,0,0,0,0,1198,8630,9828,0.11175427010087668,0.12726778291441668,0.8727322170855834,0.8882457298991233,0.09994132603168394,7717.769020144729,-5.520577187940223,0.004003536482105463,2.3975562096434095,-3.9111392755061223,0.020017682410527315,True,77223,74890,2333,5112,0.8847643210041394,0.8727322170855834,0.8882457298991233,0.1532636176115942,0.5544847575803251,0.8115631424920364,0.1532638278468384,0.4831174891615209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,1,0,primary_oot,2320,2089,232,2089,0.04853565085847877,0.009701465766812493,0.05025870117266396,2088,1,231,True,60520,0.005424291130823528,0.05026398374733186,58445,2075,7631,0.8694328000684404,0,0,0,0,0,154,2075,7785,9706,0.1286351619299405,0.16037673496364838,0.8396232650363517,0.8713648380700595,0.0999569151227919,6049.3925032313655,-11.287455250200416,1.2529117152967757e-05,4.902079529891929,-9.678017337766317,6.264558576483874e-05,True,60520,58445,2075,2320,0.8694328000684404,0.8396232650363517,0.8713648380700595,0.005424291130823528,0.05026398374733186,0.04853565085847877,0.009701465766812493,0.05025870117266396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,2,1,primary_oot,3199,2880,320,2880,0.07978766496058752,0.050276812744011044,0.080358953595577,2879,1,319,True,79865,0.05026561675017613,0.080368886853859,77165,2700,9472,0.8772500485971619,0,0,0,0,0,50,2700,9522,12172,0.11922619420271709,0.15240718712827897,0.8475928128717211,0.8807738057972829,0.1,7986.5,-7.961661038167782,0.0003485736422038176,3.4577054556603826,-6.352223125733682,0.0017428682110190881,True,79865,77165,2700,3199,0.8772500485971619,0.8475928128717211,0.8807738057972829,0.05026561675017613,0.080368886853859,0.07978766496058752,0.050276812744011044,0.080358953595577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,3,2,primary_oot,4511,4061,451,4061,0.890281077239412,0.08037134402127445,0.11188898033944253,4060,1,450,True,79047,0.08036959879849867,0.11189296397180755,76495,2552,10485,0.8629322177920126,0,0,0,0,0,0,2382,10485,12867,0.13264260503244904,0.16277657596113704,0.837223424038863,0.8673573949675509,0.09995567375886524,7901.196143617021,-24.38836444354683,2.5601646667899752e-11,10.591732100477858,-22.77892653111273,1.2800823333949867e-10,True,79047,76495,2552,4511,0.8629322177920126,0.837223424038863,0.8673573949675509,0.08036959879849867,0.11189296397180755,0.890281077239412,0.08037134402127445,0.11188898033944253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,4,3,primary_oot,5643,5080,564,5080,0.8624583885207028,0.11189434820589264,0.15326107739536926,5079,1,563,True,80235,0.11189496292649623,0.15326092137265918,77819,2416,9648,0.8760199951168738,0,0,0,0,0,0,1590,9648,11238,0.12024677509814918,0.1400635632828566,0.8599364367171434,0.8797532249018508,0.09992912827781715,8017.813607370659,-13.422453097264615,1.4815035151120731e-06,5.829297313747233,-11.813015184830515,7.40751757556036e-06,True,80235,77819,2416,5643,0.8760199951168738,0.8599364367171434,0.8797532249018508,0.11189496292649623,0.15326092137265918,0.8624583885207028,0.11189434820589264,0.15326107739536926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W4,w04_2012m04_m09,5,5,4,primary_oot,6094,5486,609,5486,0.8127065501276763,0.1532638278468384,0.4831174891615209,5485,1,608,True,77223,0.1532636176115942,0.5544847575803251,74890,2333,8412,0.887675257043664,0,0,0,0,0,0,1170,8412,9582,0.1089312769511674,0.12408220348859796,0.875917796511402,0.8910687230488326,0.09991796554552912,7715.965053322395,-4.309933966714541,0.013434436684948823,1.8717805391115185,-2.700496054280441,0.06717218342474413,False,77223,74890,2333,6094,0.887675257043664,0.875917796511402,0.8910687230488326,0.1532636176115942,0.5544847575803251,0.8127065501276763,0.1532638278468384,0.4831174891615209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,1,0,primary_oot,2456,2212,245,2212,0.048438468365525386,0.009371217051990668,0.05025870117266396,2211,1,244,True,60520,0.005424291130823528,0.05026398374733186,58445,2075,7840,0.8658567884335701,0,0,0,0,0,163,2075,8003,9915,0.13223727693324522,0.16383013879709188,0.8361698612029081,0.8677627230667548,0.09971509971509972,6034.757834757835,-14.40234174950311,5.560866277629842e-07,6.2548575482940265,-12.79290383706901,2.780433138814919e-06,True,60520,58445,2075,2456,0.8658567884335701,0.8361698612029081,0.8677627230667548,0.005424291130823528,0.05026398374733186,0.048438468365525386,0.009371217051990668,0.05025870117266396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,2,1,primary_oot,3483,3136,348,3136,0.07978673631620159,0.050276812744011044,0.080358953595577,3135,1,347,True,79865,0.05026561675017613,0.080368886853859,77165,2700,9474,0.8772241301108015,0,0,0,0,0,50,2700,9524,12174,0.11925123646152883,0.15243222938709072,0.8475677706129092,0.8807487635384712,0.09988518943742825,7977.330654420207,-8.581037244608307,0.0001876302579645369,3.726697124339672,-6.971599332174207,0.0009381512898226845,True,79865,77165,2700,3483,0.8772241301108015,0.8475677706129092,0.8807487635384712,0.05026561675017613,0.080368886853859,0.07978673631620159,0.050276812744011044,0.080358953595577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,3,2,primary_oot,5001,4502,500,4502,0.8894148014498154,0.08037134402127445,0.11188898033944253,4501,1,499,True,79047,0.08036959879849867,0.11189296397180755,76495,2552,10822,0.8585267010915746,0,0,0,0,0,0,2451,10822,13273,0.1369058914316799,0.1679127607625843,0.8320872392374157,0.8630941085683201,0.09996001599360256,7901.539384246302,-32.77553805499364,5.831290552423462e-15,14.234235318693775,-31.16610014255954,2.915645276211729e-14,True,79047,76495,2552,5001,0.8585267010915746,0.8320872392374157,0.8630941085683201,0.08036959879849867,0.11189296397180755,0.8894148014498154,0.08037134402127445,0.11188898033944253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,4,3,primary_oot,6360,5725,636,5725,0.8616959042825142,0.11189434820589264,0.1532592704631575,5724,1,635,True,80235,0.11189496292649623,0.15326092137265918,77819,2416,9917,0.8725632557601614,0,0,0,0,0,0,1645,9917,11562,0.12359942668411542,0.14410170125257057,0.8558982987474294,0.8764005733158846,0.09998427920138343,8022.238641723,-18.901579259005377,6.18227655320237e-09,8.20885157144299,-17.292141346571277,3.091138276601183e-08,True,80235,77819,2416,6360,0.8725632557601614,0.8558982987474294,0.8764005733158846,0.11189496292649623,0.15326092137265918,0.8616959042825142,0.11189434820589264,0.1532592704631575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W5,w05_2012m05_m10,5,5,4,primary_oot,6970,6274,697,6274,0.8124732989633325,0.1532638278468384,0.4831174891615209,6273,1,696,True,77223,0.1532636176115942,0.5544847575803251,74890,2333,8456,0.8870877286687141,0,0,0,0,0,0,1179,8456,9635,0.10950105538505367,0.1247685275112337,0.8752314724887663,0.8904989446149463,0.0999856548558313,7721.19222493186,-5.026158118093251,0.006563980227036857,2.1828327358611315,-3.416720205659151,0.032819901135184286,True,77223,74890,2333,6970,0.8870877286687141,0.8752314724887663,0.8904989446149463,0.1532636176115942,0.5544847575803251,0.8124732989633325,0.1532638278468384,0.4831174891615209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,1,0,primary_oot,2551,2297,255,2297,0.04846688140870716,0.009275781579087032,0.0502440148351461,2296,1,254,True,60520,0.005424291130823528,0.05026398374733186,58445,2075,7787,0.8667636239199247,0,0,0,0,0,160,2075,7947,9862,0.13131196298744216,0.16295439524124256,0.8370456047587574,0.8686880370125578,0.09992163009404388,6047.257053291536,-14.028785049100211,8.07934335963001e-07,6.092623934631061,-12.419347136666111,4.039671679815002e-06,True,60520,58445,2075,2551,0.8667636239199247,0.8370456047587574,0.8686880370125578,0.005424291130823528,0.05026398374733186,0.04846688140870716,0.009275781579087032,0.0502440148351461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,2,1,primary_oot,3783,3406,378,3406,0.07984407970071351,0.050276812744011044,0.08036276767781429,3405,1,377,True,79865,0.05026561675017613,0.080368886853859,77165,2700,9342,0.8789347502105878,0,0,0,0,0,44,2700,9386,12042,0.11752332060351844,0.15077944030551554,0.8492205596944844,0.8824766793964816,0.09989429175475686,7978.057610993657,-7.9339245413884445,0.0003583771833605724,3.445659648161789,-6.324486628954344,0.0017918859168028621,True,79865,77165,2700,3783,0.8789347502105878,0.8492205596944844,0.8824766793964816,0.05026561675017613,0.080368886853859,0.07984407970071351,0.050276812744011044,0.08036276767781429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,3,2,primary_oot,5502,4953,550,4953,0.8892521057704302,0.08037134402127445,0.11188898033944253,4952,1,549,True,79047,0.08036959879849867,0.11189296397180755,76495,2552,10880,0.8577684816001045,0,0,0,0,0,0,2464,10880,13344,0.1376396321176009,0.16881096056776349,0.8311890394322365,0.8623603678823991,0.09994548428130111,7900.390695984009,-36.860362237277386,9.811786269740981e-17,16.008251920604568,-35.25092432484328,4.9058931348705045e-16,True,79047,76495,2552,5502,0.8577684816001045,0.8311890394322365,0.8623603678823991,0.08036959879849867,0.11189296397180755,0.8892521057704302,0.08037134402127445,0.11188898033944253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,4,3,primary_oot,7126,6415,712,6415,0.8612148729915213,0.11189434820589264,0.15326086877975426,6414,1,711,True,80235,0.11189496292649623,0.15326092137265918,77819,2416,10100,0.8702116449710224,0,0,0,0,0,0,1669,10100,11769,0.12588022683367608,0.14668162273322116,0.8533183772667788,0.8741197731663239,0.0999017819559422,8015.619475235022,-24.386812503656706,2.5641409731578028e-11,10.591058101547333,-22.777374591222607,1.2820704865789005e-10,True,80235,77819,2416,7126,0.8702116449710224,0.8533183772667788,0.8741197731663239,0.11189496292649623,0.15326092137265918,0.8612148729915213,0.11189434820589264,0.15326086877975426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W6,w06_2012m06_m11,5,5,4,primary_oot,7723,6952,772,6952,0.8119678361988626,0.15326999047696915,0.4831174891615209,6951,1,771,True,77223,0.1532636176115942,0.5544847575803251,74890,2333,8546,0.8858859660835893,0,0,0,0,0,0,1187,8546,9733,0.11066651127254834,0.12603757947761676,0.8739624205223833,0.8893334887274517,0.09994821336095287,7718.3008803728635,-6.339219242348425,0.001765680267189305,2.7530879365268337,-4.729781329914324,0.008828401335946525,True,77223,74890,2333,7723,0.8858859660835893,0.8739624205223833,0.8893334887274517,0.1532636176115942,0.5544847575803251,0.8119678361988626,0.15326999047696915,0.4831174891615209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,1,0,primary_oot,2733,2461,273,2461,0.04848050129381764,0.009275781579087032,0.0502440148351461,2460,1,272,True,60520,0.005424291130823528,0.05026398374733186,58445,2075,7750,0.8673966977500214,0,0,0,0,0,158,2075,7908,9825,0.1306675479180436,0.16234302709847984,0.8376569729015202,0.8693324520819564,0.09985369422092173,6043.145574250183,-14.41621947412803,5.48422712527732e-07,6.2608845675200016,-12.80678156169393,2.742113562638658e-06,True,60520,58445,2075,2733,0.8673966977500214,0.8376569729015202,0.8693324520819564,0.005424291130823528,0.05026398374733186,0.04848050129381764,0.009275781579087032,0.0502440148351461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,2,1,primary_oot,4268,3843,426,3843,0.07973976715411543,0.050276812744011044,0.08036276767781429,3842,1,425,True,79865,0.05026561675017613,0.080368886853859,77165,2700,9569,0.8759930020086827,0,0,0,0,0,57,2700,9626,12269,0.12052839166092781,0.1536217366806486,0.8463782633193514,0.8794716083390722,0.09978917779339423,7969.66268446943,-11.141527764508524,1.4497595287847157e-05,4.838704028097925,-9.532089852074424,7.248797643923573e-05,True,79865,77165,2700,4268,0.8759930020086827,0.8463782633193514,0.8794716083390722,0.05026561675017613,0.080368886853859,0.07973976715411543,0.050276812744011044,0.08036276767781429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,3,2,primary_oot,5929,5337,593,5337,0.8884345991499274,0.08038328560604849,0.11188898033944253,5336,1,592,True,79047,0.08036959879849867,0.11189296397180755,76495,2552,11195,0.8536505653964311,0,0,0,0,0,0,2521,11195,13716,0.14162460308424102,0.1735170215188432,0.8264829784811568,0.858375396915759,0.1,7904.700000000001,-46.64029115797803,5.551098271271486e-21,20.25562108427088,-45.03085324554392,2.775549135635751e-20,True,79047,76495,2552,5929,0.8536505653964311,0.8264829784811568,0.858375396915759,0.08036959879849867,0.11189296397180755,0.8884345991499274,0.08038328560604849,0.11188898033944253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost_platt,CatBoost,W7,w07_2012m07_m12,5,4,3,primary_oot,7430,6688,743,6688,0.8604327334944422,0.11189434820589264,0.15326086877975426,6687,1,742,True,80235,0.11189496292649623,0.15326092137265918,77819,2416,10357,0.8669091096004832,0,0,0,0,0,0,1726,10357,12083,0.12908331775409734,0.150595126814981,0.849404873185019,0.8709166822459027,0.09998654286098775,8022.420266451352,-30.632426549877458,4.971714507955429e-14,13.303493817918445,-29.02298863744336,2.485857253977713e-13,True,80235,77819,2416,7430,0.8669091096004832,0.849404873185019,0.8709166822459027,0.11189496292649623,0.15326092137265918,0.8604327334944422,0.11189434820589264,0.15326086877975426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
