policy_label,months,total_budget,expected_objective,realized_payoff_lower,realized_payoff_upper,unresolved_candidates,unresolved_positive_exposure,weighted_pd_point,weighted_pd_effective,weighted_conformal_upper,weighted_default_lower,weighted_default_upper,weighted_miscoverage_lower,weighted_miscoverage_upper,unresolved_exposure_share,role
development_matched_point_pd,3,3000000.0,500596.0229882269,-286122.1698357008,194666.4193681979,28716,84,0.0683133989321731,0.0683133989321731,0.5555190635979664,0.2177465090172649,0.4648510932250712,0.2244798423505982,0.4630594265584046,0.2471045842078063,censored_extension
same_threshold_point_pd,3,3000000.0,578010.7438577311,-253544.2525,258320.77,28716,70,0.1261937740090229,0.1261937740090229,0.9576022971408846,0.2688583333333333,0.5028333333333332,0.1986166666666666,0.3884499999999999,0.233975,censored_extension
selected_conformal_guardrail,3,3000000.0,503053.2193213819,-273940.5493009419,190722.6271487094,28716,76,0.0748464658141918,0.17,0.4554606025574246,0.2248833333333333,0.4598083333333334,0.2365583333333333,0.4544583333333333,0.234925,censored_extension
